cik,company,sic,accession,document,file_date,period_ending,items,discovery_phrase,url,lead_source,doc_chars,has_fda_context,flag_warning_letter,body_mentions_warning_letter,flag_adverse_event,body_mentions_adverse_event,flag_recall,body_mentions_recall,flag_untitled_letter,body_mentions_untitled_letter,n_flags,n_flags_incl_untitled,domain_device_hits,domain_device_lead_hits,domain_drug_hits,domain_drug_lead_hits,domain_biologic_hits,domain_biologic_lead_hits,product_domain,is_device_domain,sic_bucket,device_evidence
1136869,"ZIMMER BIOMET HOLDINGS, INC.  (ZBH)  (CIK 0001136869)",3842.0,0001193125-16-613287,d193254d8k.htm,2016-06-06,2016-05-31,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1136869/000119312516613287/d193254d8k.htm,item_anchored,5986,True,True,True,False,False,False,False,False,False,1,1,3,1,0,0,0,0,device,True,device,text
1136869,"ZIMMER BIOMET HOLDINGS, INC.  (ZBH)  (CIK 0001136869)",3842.0,0001193125-17-201936,d364994d8k.htm,2017-06-13,2017-06-13,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1136869/000119312517201936/d364994d8k.htm,item_anchored,2791,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False,device,sic_fallback
1136869,"ZIMMER BIOMET HOLDINGS, INC.  (ZBH)  (CIK 0001136869)",3842.0,0001193125-17-201936,d364994dex991.htm,2017-06-13,2017-06-13,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1136869/000119312517201936/d364994dex991.htm,exhibit_top,3914,True,True,True,False,False,False,False,False,False,1,1,1,0,0,0,0,0,device,True,device,text
1100441,"RTI SURGICAL, INC.  (CIK 0001100441)",3842.0,0001193125-17-341812,d493608d8k.htm,2017-11-14,2017-11-09,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1100441/000119312517341812/d493608d8k.htm,item_anchored,7183,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False,device,sic_fallback
10456,BAXTER INTERNATIONAL INC  (BAX)  (CIK 0000010456),3841.0,0001193125-18-219421,d546747d8k.htm,2018-07-17,2018-07-17,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/10456/000119312518219421/d546747d8k.htm,item_anchored,6225,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False,device,sic_fallback
1136869,"ZIMMER BIOMET HOLDINGS, INC.  (ZBH)  (CIK 0001136869)",3842.0,0001193125-18-258149,d605327d8k.htm,2018-08-27,2018-08-24,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1136869/000119312518258149/d605327d8k.htm,item_anchored,7731,True,True,True,False,False,False,False,False,False,1,1,3,1,0,0,0,0,device,True,device,text
1551693,"Sientra, Inc.  (CIK 0001551693)",3842.0,0001193125-19-082240,d726063d8k.htm,2019-03-21,2019-03-20,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1551693/000119312519082240/d726063d8k.htm,item_anchored,2602,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False,device,sic_fallback
1551693,"Sientra, Inc.  (CIK 0001551693)",3842.0,0001193125-19-082240,d726063dex991.htm,2019-03-21,2019-03-20,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1551693/000119312519082240/d726063dex991.htm,exhibit_top,5622,True,True,True,False,False,False,False,False,False,1,1,4,0,0,0,0,0,device,True,device,text
794172,MERIDIAN BIOSCIENCE INC  (CIK 0000794172),2835.0,0001193125-21-263299,d183634dex991.htm,2021-09-01,2021-09-01,7.01; 9.01,"""Class I recall""; ""voluntary recall""",https://www.sec.gov/Archives/edgar/data/794172/000119312521263299/d183634dex991.htm,exhibit_top,6560,True,False,False,False,False,True,True,False,False,1,1,1,0,0,0,0,0,device,True,pharma_bio,text
1484612,"Outset Medical, Inc.  (OM)  (CIK 0001484612)",3845.0,0001193125-23-183869,d511727d8k.htm,2023-07-07,2023-07-07,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1484612/000119312523183869/d511727d8k.htm,item_anchored,6335,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False,device,sic_fallback
47518,"Hill-Rom Holdings, Inc.  (CIK 0000047518)",3841.0,0001214659-12-001204,f3121218k.htm,2012-03-19,2012-03-02,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/47518/000121465912001204/f3121218k.htm,item_anchored,4312,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False,device,sic_fallback
1237831,GLOBUS MEDICAL INC  (GMED)  (CIK 0001237831),3841.0,0001237831-13-000046,gmed10-15x138kletter.htm,2013-10-15,2013-09-27,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1237831/000123783113000046/gmed10-15x138kletter.htm,item_anchored,5166,True,True,True,False,True,False,False,False,False,1,1,1,0,0,0,0,0,device,True,device,text
1237831,GLOBUS MEDICAL INC  (GMED)  (CIK 0001237831),3841.0,0001237831-18-000041,gmed1113188k.htm,2018-11-13,2018-11-13,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1237831/000123783118000041/gmed1113188k.htm,item_anchored,5749,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False,device,sic_fallback
898437,ANIKA THERAPEUTICS INC  (ANIK)  (CIK 0000898437),3841.0,0001275287-06-003763,at6493ex991.htm,2006-07-25,2006-07-24,2.02; 9.01,"""product recall""",https://www.sec.gov/Archives/edgar/data/898437/000127528706003763/at6493ex991.htm,exhibit_top,17092,True,False,False,False,False,True,True,False,False,1,1,0,0,0,0,0,0,unspecified,False,device,sic_fallback
320174,BSD MEDICAL CORP  (CIK 0000320174),3845.0,0001275287-07-001186,bm9248ex991.txt,2007-03-07,2007-03-05,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/320174/000127528707001186/bm9248ex991.txt,exhibit_top,2185,True,True,True,False,False,False,False,False,False,1,1,1,0,0,0,0,0,device,True,device,text
320174,BSD MEDICAL CORP  (CIK 0000320174),3845.0,0001275287-07-001738,bm9571ex991.txt,2007-04-11,2007-04-11,7.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/320174/000127528707001738/bm9571ex991.txt,exhibit_top,2481,True,True,True,False,False,False,False,False,False,1,1,1,0,0,0,0,0,device,True,device,text
864683,CYBERONICS INC  (CIK 0000864683),3845.0,0001299933-05-000062,exhibit1.htm,2005-01-05,2005-01-03,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/864683/000129993305000062/exhibit1.htm,exhibit_top,6943,True,True,True,False,False,False,False,False,False,1,1,8,4,0,0,0,0,device,True,device,text
864683,CYBERONICS INC  (CIK 0000864683),3845.0,0001299933-05-000062,htm_2501.htm,2005-01-05,2005-01-03,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/864683/000129993305000062/htm_2501.htm,item_anchored,2861,True,True,True,False,False,False,False,False,False,1,1,2,2,0,0,0,0,device,True,device,text
1305773,Conformis Inc  (CIK 0001305773),3842.0,0001305773-19-000132,a20191217_form8-k.htm,2019-12-18,2019-12-17,7.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1305773/000130577319000132/a20191217_form8-k.htm,item_anchored,6059,True,True,True,False,False,False,False,False,False,1,1,1,0,0,0,0,0,device,True,device,text
1305773,Conformis Inc  (CIK 0001305773),3842.0,0001305773-20-000033,form8-k_03162020.htm,2020-03-17,2020-03-13,7.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1305773/000130577320000033/form8-k_03162020.htm,item_anchored,5655,True,True,True,False,False,False,False,False,False,1,1,1,0,0,0,0,0,device,True,device,text
1305773,Conformis Inc  (CIK 0001305773),3842.0,0001305773-21-000093,cfms-20210728.htm,2021-07-30,2021-07-28,7.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1305773/000130577321000093/cfms-20210728.htm,item_anchored,4559,True,True,True,False,False,False,False,False,False,1,1,1,0,0,0,0,0,device,True,device,text
929987,GUIDANT CORP  (CIK 0000929987),3841.0,0001341004-06-000528,guidpress.htm,2006-02-23,2006-02-23,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/929987/000134100406000528/guidpress.htm,exhibit_top,3155,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False,device,sic_fallback
1275187,ANGIODYNAMICS INC  (ANGO)  (CIK 0001275187),3841.0,0001341004-08-001611,angio_8k.htm,2008-07-14,2008-07-10,8.01; 9.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/1275187/000134100408001611/angio_8k.htm,item_anchored,5485,True,False,False,False,False,True,True,False,False,1,1,2,1,0,0,0,0,device,True,device,text
1275187,ANGIODYNAMICS INC  (ANGO)  (CIK 0001275187),3841.0,0001341004-08-001611,angio_ex99-1.htm,2008-07-14,2008-07-10,8.01; 9.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/1275187/000134100408001611/angio_ex99-1.htm,exhibit_top,4186,True,False,False,False,False,True,True,False,False,1,1,9,5,0,0,0,0,device,True,device,text
1350653,"Alphatec Holdings, Inc.  (ATEC)  (CIK 0001350653)",3841.0,0001350653-15-000016,form8-kwarningletter72315.htm,2015-07-23,2015-07-17,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1350653/000135065315000016/form8-kwarningletter72315.htm,item_anchored,3228,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False,device,sic_fallback
1385187,Covidien plc  (CIK 0001385187),3841.0,0001385187-12-000008,covex991.htm,2012-08-22,2012-08-22,7.01; 9.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/1385187/000138518712000008/covex991.htm,exhibit_top,2642,True,False,False,False,True,True,True,False,False,1,1,0,0,0,0,0,0,unspecified,False,device,sic_fallback
1388658,"iRhythm Technologies, Inc.  (IRTC)  (CIK 0001388658)",3841.0,0001388658-23-000070,irtc-20230525.htm,2023-05-30,2023-05-25,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1388658/000138865823000070/irtc-20230525.htm,item_anchored,6887,True,True,True,True,True,False,False,False,False,2,2,3,3,0,0,0,0,device,True,device,text
1397702,Silk Road Medical Inc  (SILK)  (CIK 0001397702),3841.0,0001397702-21-000008,silk-20210125.htm,2021-01-25,2021-01-25,7.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/1397702/000139770221000008/silk-20210125.htm,item_anchored,5614,True,False,False,False,False,True,True,False,False,1,1,5,2,0,0,0,0,device,True,device,text
1196298,NEPHROS INC  (NEPH)  (CIK 0001196298),3841.0,0001493152-16-008788,ex99-1.htm,2016-04-11,2016-04-07,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1196298/000149315216008788/ex99-1.htm,exhibit_top,1421,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False,device,sic_fallback
1196298,NEPHROS INC  (NEPH)  (CIK 0001196298),3841.0,0001493152-16-008788,form8-k.htm,2016-04-11,2016-04-07,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1196298/000149315216008788/form8-k.htm,item_anchored,3724,True,True,True,False,True,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False,device,sic_fallback
1433607,"InspireMD, Inc.  (NSPR)  (CIK 0001433607)",3841.0,0001493152-26-020891,ex99-1.htm,2026-05-01,2026-05-01,7.01; 8.01; 9.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/1433607/000149315226020891/ex99-1.htm,exhibit_top,10873,True,False,False,False,False,True,True,False,False,1,1,16,3,0,0,0,0,device,True,device,text
1433607,"InspireMD, Inc.  (NSPR)  (CIK 0001433607)",3841.0,0001493152-26-020891,form8-k.htm,2026-05-01,2026-05-01,7.01; 8.01; 9.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/1433607/000149315226020891/form8-k.htm,item_anchored,4555,True,False,False,False,False,True,True,False,False,1,1,4,3,0,0,0,0,device,True,device,text
1821323,"Sigilon Therapeutics, Inc.  (CIK 0001821323)",2834.0,0001558370-21-016343,sgtx-20211129xex99d1.htm,2021-11-29,2021-11-29,8.01; 9.01,"""adverse event report""",https://www.sec.gov/Archives/edgar/data/1821323/000155837021016343/sgtx-20211129xex99d1.htm,exhibit_top,5020,True,False,False,True,True,False,False,False,False,1,1,1,1,0,0,0,0,device,True,pharma_bio,text
1237831,GLOBUS MEDICAL INC  (GMED)  (CIK 0001237831),3841.0,0001562762-24-000209,gmed-20240716x8k.htm,2024-08-13,2024-07-16,8.01,"""medical device report""; ""warning letter""",https://www.sec.gov/Archives/edgar/data/1237831/000156276224000209/gmed-20240716x8k.htm,item_anchored,6342,True,True,True,False,True,False,False,False,False,1,1,1,0,0,0,0,0,device,True,device,text
1006045,IRIDEX CORP  (IRIX)  (CIK 0001006045),3845.0,0001564590-18-003033,irix-ex991_7.htm,2018-02-23,2018-02-23,2.02; 7.01; 9.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/1006045/000156459018003033/irix-ex991_7.htm,exhibit_top,4565,True,False,False,False,True,True,True,False,False,1,1,0,0,0,0,0,0,unspecified,False,device,sic_fallback
1613103,Medtronic plc  (MDT)  (CIK 0001613103),3845.0,0001613103-21-000002,pressreleaseofmedtronicplc.htm,2021-02-17,2021-02-17,7.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/1613103/000161310321000002/pressreleaseofmedtronicplc.htm,exhibit_top,4438,True,False,False,False,True,True,True,False,False,1,1,9,3,0,0,0,0,device,True,device,text
1613103,Medtronic plc  (MDT)  (CIK 0001613103),3845.0,0001613103-21-000067,exhibit991-pressrelease121.htm,2021-12-15,2021-12-15,7.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1613103/000161310321000067/exhibit991-pressrelease121.htm,exhibit_top,2167,True,True,True,False,False,False,False,False,False,1,1,2,2,0,0,0,0,device,True,device,text
1613103,Medtronic plc  (MDT)  (CIK 0001613103),3845.0,0001613103-21-000067,mdt-20211215.htm,2021-12-15,2021-12-15,7.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1613103/000161310321000067/mdt-20211215.htm,item_anchored,7987,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False,device,sic_fallback
1639691,LivaNova PLC  (LIVN)  (CIK 0001639691),3845.0,0001639691-16-000020,ex99_2.htm,2016-01-05,2016-01-05,8.01; 9.01,"""field safety notice""; ""warning letter""",https://www.sec.gov/Archives/edgar/data/1639691/000163969116000020/ex99_2.htm,exhibit_top,2533,True,True,True,False,False,True,True,False,False,2,2,1,1,0,0,0,0,device,True,device,text
1639691,LivaNova PLC  (LIVN)  (CIK 0001639691),3845.0,0001639691-16-000020,form8-k.htm,2016-01-05,2016-01-05,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1639691/000163969116000020/form8-k.htm,item_anchored,5378,True,True,True,False,False,False,False,False,False,1,1,4,1,0,0,0,0,device,True,device,text
1639691,LivaNova PLC  (LIVN)  (CIK 0001639691),3845.0,0001639691-22-000112,livn-20221212.htm,2022-12-13,2022-12-12,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1639691/000163969122000112/livn-20221212.htm,item_anchored,3397,True,True,True,False,False,False,False,False,False,1,1,1,1,0,0,0,0,device,True,device,text
1639691,LivaNova PLC  (LIVN)  (CIK 0001639691),3845.0,0001639691-23-000010,a4q22earningspressrelease.htm,2023-02-22,2023-02-15,2.02; 5.02; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1639691/000163969123000010/a4q22earningspressrelease.htm,exhibit_top,43821,True,True,True,False,False,False,False,False,False,1,1,4,0,0,0,0,0,device,True,device,text
