cik,company,sic,accession,document,file_date,period_ending,items,discovery_phrase,url,lead_source,doc_chars,has_fda_context,flag_warning_letter,body_mentions_warning_letter,flag_adverse_event,body_mentions_adverse_event,flag_recall,body_mentions_recall,flag_untitled_letter,body_mentions_untitled_letter,n_flags,n_flags_incl_untitled,domain_device_hits,domain_device_lead_hits,domain_drug_hits,domain_drug_lead_hits,domain_biologic_hits,domain_biologic_lead_hits,product_domain,is_device_domain,sic_bucket,device_evidence
200406,JOHNSON & JOHNSON  (JNJ)  (CIK 0000200406),2834.0,0000200406-04-000071,exhibitninetynineseventeen.txt,2004-04-05,2004-04-02,1,"""warning letter""",https://www.sec.gov/Archives/edgar/data/200406/000020040604000071/exhibitninetynineseventeen.txt,exhibit_top,3261,True,True,True,False,False,False,False,False,False,1,1,2,1,0,0,0,0,device,True,pharma_bio,text
310764,STRYKER CORP  (SYK)  (CIK 0000310764),3841.0,0000310764-09-000053,syk8k051109.htm,2009-05-11,2009-05-05,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/310764/000031076409000053/syk8k051109.htm,item_anchored,2407,True,True,True,False,False,False,False,False,False,1,1,2,1,0,0,0,0,device,True,device,text
310764,STRYKER CORP  (SYK)  (CIK 0000310764),3841.0,0000310764-10-000059,ex99syk8k.htm,2010-05-21,2010-05-19,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/310764/000031076410000059/ex99syk8k.htm,exhibit_top,2201,True,True,True,False,False,False,False,False,False,1,1,3,2,0,0,0,0,device,True,device,text
310764,STRYKER CORP  (SYK)  (CIK 0000310764),3841.0,0000310764-17-000157,syk8k082317.htm,2017-08-24,2017-08-23,8.01,"""product recall""; ""warning letter""",https://www.sec.gov/Archives/edgar/data/310764/000031076417000157/syk8k082317.htm,item_anchored,5903,True,False,True,False,False,True,True,False,False,1,1,0,0,0,0,0,0,unspecified,False,device,sic_fallback
742112,INVACARE CORP  (CIK 0000742112),3842.0,0000742112-17-000088,sep2017form8k.htm,2017-09-25,2017-09-20,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/742112/000074211217000088/sep2017form8k.htm,item_anchored,4607,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False,device,sic_fallback
742112,INVACARE CORP  (CIK 0000742112),3842.0,0000742112-18-000003,jan32018form8k.htm,2018-01-05,2018-01-03,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/742112/000074211218000003/jan32018form8k.htm,item_anchored,4602,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False,device,sic_fallback
742112,INVACARE CORP  (CIK 0000742112),3842.0,0000742112-21-000081,ivc-20211201.htm,2021-12-01,2021-12-01,7.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/742112/000074211221000081/ivc-20211201.htm,item_anchored,6345,True,True,True,True,True,False,False,False,False,2,2,1,1,0,0,0,0,device,True,device,text
784199,CRYOLIFE INC  (AORT)  (CIK 0000784199),3841.0,0000784199-15-000108,c199-20150428ex991ea7236.htm,2015-04-28,2015-04-28,2.02; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/784199/000078419915000108/c199-20150428ex991ea7236.htm,exhibit_top,11725,True,True,True,False,False,False,False,False,False,1,1,3,1,0,0,0,0,device,True,device,text
789132,SPECTRANETICS CORP  (CIK 0000789132),3845.0,0000789132-16-000231,a8-k2016fdawarningletter.htm,2016-06-07,2016-05-23,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/789132/000078913216000231/a8-k2016fdawarningletter.htm,item_anchored,5764,True,True,True,False,False,False,False,False,False,1,1,2,0,0,0,0,0,device,True,device,text
790652,IMAGING DIAGNOSTIC SYSTEMS INC /FL/  (CIK 0000790652),3845.0,0000790652-04-000013,a8-k_012904.txt,2004-02-02,2004-01-29,5,"""warning letter""",https://www.sec.gov/Archives/edgar/data/790652/000079065204000013/a8-k_012904.txt,exhibit_top,1746,True,True,True,False,False,False,False,False,False,1,1,1,0,0,0,0,0,device,True,device,text
790652,IMAGING DIAGNOSTIC SYSTEMS INC /FL/  (CIK 0000790652),3845.0,0000790652-04-000014,a8-k_021004.txt,2004-02-10,2004-02-10,5,"""warning letter""",https://www.sec.gov/Archives/edgar/data/790652/000079065204000014/a8-k_021004.txt,exhibit_top,1664,True,True,True,False,False,False,False,False,False,1,1,1,0,0,0,0,0,device,True,device,text
816066,APPLIED IMAGING CORP  (CIK 0000816066),3841.0,0000816066-03-000002,k8-062003.txt,2003-06-20,2003-06-20,5,"""warning letter""",https://www.sec.gov/Archives/edgar/data/816066/000081606603000002/k8-062003.txt,exhibit_top,1486,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False,device,sic_fallback
856982,MERIT MEDICAL SYSTEMS INC  (MMSI)  (CIK 0000856982),3841.0,0000856982-12-000004,a8-kwarningletter.htm,2012-02-09,2012-02-07,7.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/856982/000085698212000004/a8-kwarningletter.htm,item_anchored,2271,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False,device,sic_fallback
856982,MERIT MEDICAL SYSTEMS INC  (MMSI)  (CIK 0000856982),3841.0,0000856982-12-000004,pressrelease.htm,2012-02-09,2012-02-07,7.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/856982/000085698212000004/pressrelease.htm,exhibit_top,5849,True,True,True,False,False,False,False,False,False,1,1,4,1,0,0,0,0,device,True,device,text
885725,BOSTON SCIENTIFIC CORP  (BSX)  (CIK 0000885725),3841.0,0000885725-17-000043,productupdatepressrelease.htm,2017-11-29,2017-11-28,8.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/885725/000088572517000043/productupdatepressrelease.htm,exhibit_top,5529,True,False,False,False,False,True,True,False,False,1,1,1,1,0,0,0,0,device,True,device,text
1033660,ANIMAS CORP  (CIK 0001033660),3842.0,0000893220-05-000799,w07805exv99w1.htm,2005-04-13,2005-04-11,7.01; 9.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/1033660/000089322005000799/w07805exv99w1.htm,exhibit_top,5846,True,False,False,False,False,True,True,False,False,1,1,0,0,0,0,0,0,unspecified,False,device,sic_fallback
203077,ST JUDE MEDICAL INC  (CIK 0000203077),3845.0,0000897101-09-000842,stjude091840_8k.htm,2009-04-21,2009-04-21,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/203077/000089710109000842/stjude091840_8k.htm,item_anchored,3393,True,True,True,False,False,False,False,False,False,1,1,3,1,0,0,0,0,device,True,device,text
203077,ST JUDE MEDICAL INC  (CIK 0000203077),3845.0,0000897101-09-001359,stjude093008_8k.htm,2009-07-02,2009-07-01,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/203077/000089710109001359/stjude093008_8k.htm,item_anchored,3225,True,True,True,False,False,False,False,False,False,1,1,1,0,0,0,0,0,device,True,device,text
203077,ST JUDE MEDICAL INC  (CIK 0000203077),3845.0,0000897101-13-000058,stjude130160_8k.htm,2013-01-14,2013-01-11,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/203077/000089710113000058/stjude130160_8k.htm,item_anchored,4344,True,True,True,False,False,False,False,False,False,1,1,4,2,0,0,0,0,device,True,device,text
1012394,EP MEDSYSTEMS INC  (CIK 0001012394),3841.0,0000902561-06-000177,form8k_fdaletter11-100606.htm,2006-10-06,2006-10-02,8.01,"""voluntary recall""; ""warning letter""",https://www.sec.gov/Archives/edgar/data/1012394/000090256106000177/form8k_fdaletter11-100606.htm,item_anchored,2635,True,True,True,False,False,True,True,False,False,2,2,0,0,0,0,0,0,unspecified,False,device,sic_fallback
1012131,NOVOSTE CORP /FL/  (CIK 0001012131),3845.0,0000914062-02-000539,novoste8k802ex991.txt,2002-08-20,2002-08-19,5; 7,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/1012131/000091406202000539/novoste8k802ex991.txt,exhibit_top,4235,True,False,False,False,False,True,True,False,False,1,1,7,5,0,0,0,0,device,True,device,text
784199,CRYOLIFE INC  (AORT)  (CIK 0000784199),3841.0,0000914062-13-000050,cryolife8k2113.htm,2013-02-01,2013-01-30,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/784199/000091406213000050/cryolife8k2113.htm,item_anchored,5500,True,True,True,False,False,False,False,False,False,1,1,2,0,0,0,0,0,device,True,device,text
1275187,ANGIODYNAMICS INC  (ANGO)  (CIK 0001275187),3841.0,0000914121-11-000030,an20110125-8k.htm,2011-01-26,2011-01-24,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1275187/000091412111000030/an20110125-8k.htm,item_anchored,6352,True,True,True,False,False,False,False,False,False,1,1,1,0,0,0,0,0,device,True,device,text
1275187,ANGIODYNAMICS INC  (ANGO)  (CIK 0001275187),3841.0,0000914121-11-000030,an20110125-ex99_1.htm,2011-01-26,2011-01-24,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1275187/000091412111000030/an20110125-ex99_1.htm,exhibit_top,4495,True,True,True,False,False,False,False,False,False,1,1,1,0,0,0,0,0,device,True,device,text
1275187,ANGIODYNAMICS INC  (ANGO)  (CIK 0001275187),3841.0,0000914121-12-000070,an25169473-8k.htm,2012-01-25,2012-01-24,8.01; 9.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/1275187/000091412112000070/an25169473-8k.htm,item_anchored,5128,True,False,False,False,False,True,True,False,False,1,1,1,0,0,0,0,0,device,True,device,text
1275187,ANGIODYNAMICS INC  (ANGO)  (CIK 0001275187),3841.0,0000914121-12-000070,an25169473-ex99_1.htm,2012-01-25,2012-01-24,8.01; 9.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/1275187/000091412112000070/an25169473-ex99_1.htm,exhibit_top,9369,True,False,False,False,False,True,True,False,False,1,1,3,1,0,0,0,0,device,True,device,text
1275187,ANGIODYNAMICS INC  (ANGO)  (CIK 0001275187),3841.0,0000914121-14-000517,an31719078-8k.htm,2014-11-14,2014-11-05,7.01; 8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1275187/000091412114000517/an31719078-8k.htm,item_anchored,4860,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False,device,sic_fallback
816956,CONMED CORP  (CNMD)  (CIK 0000816956),3845.0,0000914317-09-001834,ex99-1.htm,2009-09-09,2009-09-09,8.01,"""recall of certain""; ""voluntary recall""",https://www.sec.gov/Archives/edgar/data/816956/000091431709001834/ex99-1.htm,exhibit_top,6894,True,False,False,False,False,True,True,False,False,1,1,4,1,0,0,0,0,device,True,device,text
917520,INTEGRA LIFESCIENCES HOLDINGS CORP  (IART)  (CIK 0000917520),3841.0,0000917520-19-000015,a8-kfiledmarch112019.htm,2019-03-11,2019-03-07,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/917520/000091752019000015/a8-kfiledmarch112019.htm,item_anchored,6438,True,True,True,False,False,False,False,False,False,1,1,2,0,0,0,0,0,device,True,device,text
917520,INTEGRA LIFESCIENCES HOLDINGS CORP  (IART)  (CIK 0000917520),3841.0,0000917520-23-000035,iart-20230522.htm,2023-05-23,2023-05-22,2.06; 7.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/917520/000091752023000035/iart-20230522.htm,item_anchored,10186,True,False,False,False,False,True,True,False,False,1,1,2,0,0,0,0,0,device,True,device,text
917520,INTEGRA LIFESCIENCES HOLDINGS CORP  (IART)  (CIK 0000917520),3841.0,0000917520-23-000060,iart-20230726.htm,2023-07-27,2023-07-26,2.02; 8.01; 9.01,"""voluntary recall""; ""warning letter""",https://www.sec.gov/Archives/edgar/data/917520/000091752023000060/iart-20230726.htm,item_anchored,23471,True,True,True,False,True,False,True,False,False,1,1,7,0,0,0,0,0,device,True,device,text
917520,INTEGRA LIFESCIENCES HOLDINGS CORP  (IART)  (CIK 0000917520),3841.0,0000917520-25-000004,iart-20241219.htm,2025-01-06,2024-12-19,8.01,"""voluntary recall""; ""warning letter""",https://www.sec.gov/Archives/edgar/data/917520/000091752025000004/iart-20241219.htm,item_anchored,7650,True,True,True,False,False,False,True,False,False,1,1,3,0,0,0,0,0,device,True,device,text
1196298,NEPHROS INC  (NEPH)  (CIK 0001196298),3841.0,0000922423-07-001237,kl10006_ex99-1.htm,2007-10-03,2007-09-27,3.01; 8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1196298/000092242307001237/kl10006_ex99-1.htm,exhibit_top,7805,True,True,True,False,False,False,False,False,False,1,1,1,0,0,0,0,0,device,True,device,text
718007,CARRINGTON LABORATORIES INC /TX/  (CIK 0000718007),2834.0,0000926236-05-000113,exh99-1.txt,2005-09-01,2005-09-01,8.01; 9.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/718007/000092623605000113/exh99-1.txt,exhibit_top,4166,True,False,False,False,False,True,True,False,False,1,1,1,0,0,0,0,0,device,True,pharma_bio,text
1012131,NOVOSTE CORP /FL/  (CIK 0001012131),3845.0,0000931763-02-000155,d8k.txt,2002-01-28,2002-01-28,5,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/1012131/000093176302000155/d8k.txt,exhibit_top,2949,True,False,False,False,False,True,True,False,False,1,1,0,0,0,0,0,0,unspecified,False,device,sic_fallback
937556,MASIMO CORP  (MASI)  (CIK 0000937556),3845.0,0000937556-17-000134,masi-20170605x8k.htm,2017-06-06,2017-05-26,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/937556/000093755617000134/masi-20170605x8k.htm,item_anchored,5197,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False,device,sic_fallback
937556,MASIMO CORP  (MASI)  (CIK 0000937556),3845.0,0000937556-17-000134,masi-20170605xex991.htm,2017-06-06,2017-05-26,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/937556/000093755617000134/masi-20170605xex991.htm,exhibit_top,1379,True,True,True,False,False,False,False,False,False,1,1,1,0,0,0,0,0,device,True,device,text
10795,BECTON DICKINSON & CO  (BDX)  (CIK 0000010795),3841.0,0000950117-03-003801,ex99-1.txt,2003-08-25,2003-08-22,7; 9,"""product recall""",https://www.sec.gov/Archives/edgar/data/10795/000095011703003801/ex99-1.txt,exhibit_top,4419,True,False,False,False,False,True,True,False,False,1,1,0,0,0,0,0,0,unspecified,False,device,sic_fallback
1323115,Cardiac Science CORP  (CIK 0001323115),3841.0,0000950123-10-008736,v54823e8vk.htm,2010-02-04,2010-02-03,2.02; 8.01; 9.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/1323115/000095012310008736/v54823e8vk.htm,item_anchored,3005,True,False,False,False,False,True,True,False,False,1,1,0,0,0,0,0,0,unspecified,False,device,sic_fallback
1323115,Cardiac Science CORP  (CIK 0001323115),3841.0,0000950123-10-008736,v54823exv99w1.htm,2010-02-04,2010-02-03,2.02; 8.01; 9.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/1323115/000095012310008736/v54823exv99w1.htm,exhibit_top,4190,True,False,False,False,False,True,True,False,False,1,1,2,2,0,0,0,0,device,True,device,text
1323115,Cardiac Science CORP  (CIK 0001323115),3841.0,0000950123-10-013777,v55014e8vk.htm,2010-02-17,2010-02-17,8.01,"""product recall""; ""warning letter""",https://www.sec.gov/Archives/edgar/data/1323115/000095012310013777/v55014e8vk.htm,item_anchored,4403,True,True,True,False,False,False,True,False,False,1,1,0,0,0,0,0,0,unspecified,False,device,sic_fallback
1323115,Cardiac Science CORP  (CIK 0001323115),3841.0,0000950123-10-066913,v56401e8vk.htm,2010-07-21,2010-07-16,1.01; 2.03; 8.01; 9.01,"""field action""",https://www.sec.gov/Archives/edgar/data/1323115/000095012310066913/v56401e8vk.htm,item_anchored,6754,True,False,False,False,False,True,True,False,False,1,1,0,0,0,0,0,0,unspecified,False,device,sic_fallback
1323115,Cardiac Science CORP  (CIK 0001323115),3841.0,0000950123-10-066913,v56401exv99w1.htm,2010-07-21,2010-07-16,1.01; 2.03; 8.01; 9.01,"""field action""",https://www.sec.gov/Archives/edgar/data/1323115/000095012310066913/v56401exv99w1.htm,exhibit_top,7172,True,False,False,False,False,True,True,False,False,1,1,1,1,0,0,0,0,device,True,device,text
780434,RESPIRONICS INC  (CIK 0000780434),3842.0,0000950128-04-000136,j0560401exv99.htm,2004-02-11,2004-02-10,12,"""warning letter""",https://www.sec.gov/Archives/edgar/data/780434/000095012804000136/j0560401exv99.htm,exhibit_top,2504,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False,device,sic_fallback
883697,REGEN BIOLOGICS INC  (CIK 0000883697),3841.0,0000950133-05-004374,w13175e8vk.htm,2005-09-28,2005-09-23,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/883697/000095013305004374/w13175e8vk.htm,item_anchored,4119,True,True,True,False,False,False,False,False,False,1,1,1,0,0,0,0,0,device,True,device,text
883697,REGEN BIOLOGICS INC  (CIK 0000883697),3841.0,0000950133-05-004374,w13175exv99w1.htm,2005-09-28,2005-09-23,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/883697/000095013305004374/w13175exv99w1.htm,exhibit_top,1892,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False,device,sic_fallback
883697,REGEN BIOLOGICS INC  (CIK 0000883697),3841.0,0000950133-05-004374,w13175exv99w2.htm,2005-09-28,2005-09-23,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/883697/000095013305004374/w13175exv99w2.htm,exhibit_top,14867,True,True,True,False,False,False,False,False,False,1,1,5,0,0,0,0,0,device,True,device,text
720013,COLORADO MEDTECH INC  (CIK 0000720013),3845.0,0000950134-01-000628,d83733ex99-1.txt,2001-01-31,2001-01-31,5; 7,"""warning letter""",https://www.sec.gov/Archives/edgar/data/720013/000095013401000628/d83733ex99-1.txt,exhibit_top,4511,True,True,True,False,False,False,False,False,False,1,1,5,4,0,0,0,0,device,True,device,text
720013,COLORADO MEDTECH INC  (CIK 0000720013),3845.0,0000950134-01-507290,d91348e8-k.txt,2001-10-15,2001-10-15,5; 7,"""warning letter""",https://www.sec.gov/Archives/edgar/data/720013/000095013401507290/d91348e8-k.txt,exhibit_top,1627,True,True,True,False,False,False,False,False,False,1,1,1,1,0,0,0,0,device,True,device,text
720013,COLORADO MEDTECH INC  (CIK 0000720013),3845.0,0000950134-01-507290,d91348ex99-1.txt,2001-10-15,2001-10-15,5; 7,"""warning letter""",https://www.sec.gov/Archives/edgar/data/720013/000095013401507290/d91348ex99-1.txt,exhibit_top,4172,True,True,True,False,False,False,False,False,False,1,1,5,3,0,0,0,0,device,True,device,text
805928,LECTEC CORP /MN/  (AXGN)  (CIK 0000805928),3845.0,0000950134-06-012015,c06221exv99w1.txt,2006-06-22,2006-06-21,8.01; 9.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/805928/000095013406012015/c06221exv99w1.txt,exhibit_top,3557,True,False,False,False,False,True,True,False,False,1,1,0,0,0,0,0,0,unspecified,False,device,sic_fallback
885741,GLIATECH INC  (CIK 0000885741),2836.0,0000950152-02-002646,l93566aex99-1.txt,2002-04-01,2002-04-01,5; 7,"""product recall""",https://www.sec.gov/Archives/edgar/data/885741/000095015202002646/l93566aex99-1.txt,exhibit_top,13161,True,False,False,False,True,True,True,False,False,1,1,4,0,0,0,0,0,device,True,pharma_bio,text
749647,CELSION CORP  (IMNN)  (CIK 0000749647),3845.0,0001005150-04-001283,ex99-2.txt,2004-06-02,2004-05-28,5,"""warning letter""",https://www.sec.gov/Archives/edgar/data/749647/000100515004001283/ex99-2.txt,exhibit_top,4292,True,True,True,False,False,False,False,False,False,1,1,2,0,0,0,0,0,device,True,device,text
1125280,"Intellicell Biosciences, Inc.  (CIK 0001125280)",3841.0,0001013762-12-000722,ex991.htm,2012-04-03,2012-03-28,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1125280/000101376212000722/ex991.htm,exhibit_top,4125,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False,device,sic_fallback
1125280,"Intellicell Biosciences, Inc.  (CIK 0001125280)",3841.0,0001013762-12-000722,form8k.htm,2012-04-03,2012-03-28,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1125280/000101376212000722/form8k.htm,item_anchored,2383,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False,device,sic_fallback
1125280,"Intellicell Biosciences, Inc.  (CIK 0001125280)",3841.0,0001013762-12-002212,form8k.htm,2012-11-21,2012-11-13,1.01; 3.02; 5.02; 8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1125280/000101376212002212/form8k.htm,item_anchored,10241,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False,device,sic_fallback
1033905,LUMINEX CORP  (CIK 0001033905),3841.0,0001033905-20-000078,lmnx-20200626.htm,2020-06-29,2020-06-26,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1033905/000103390520000078/lmnx-20200626.htm,item_anchored,7262,True,True,True,False,False,False,True,False,False,1,1,4,0,0,0,0,0,device,True,device,text
1033905,LUMINEX CORP  (CIK 0001033905),3841.0,0001033905-20-000084,lmnx-20200626.htm,2020-06-29,2020-06-26,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1033905/000103390520000084/lmnx-20200626.htm,item_anchored,7702,True,True,True,False,False,False,True,False,False,1,1,4,0,0,0,0,0,device,True,device,text
1035267,INTUITIVE SURGICAL INC  (ISRG)  (CIK 0001035267),3842.0,0001035267-14-000058,a8kfdaclearanceq22014.htm,2014-05-01,2014-05-01,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1035267/000103526714000058/a8kfdaclearanceq22014.htm,item_anchored,2505,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False,device,sic_fallback
720013,COLORADO MEDTECH INC  (CIK 0000720013),3845.0,0001035704-01-500344,d90706ex99-1.txt,2001-09-17,2001-09-17,5; 7,"""warning letter""",https://www.sec.gov/Archives/edgar/data/720013/000103570401500344/d90706ex99-1.txt,exhibit_top,2557,True,True,True,False,False,False,False,False,False,1,1,3,2,0,0,0,0,device,True,device,text
885725,BOSTON SCIENTIFIC CORP  (BSX)  (CIK 0000885725),3841.0,0001072613-07-000982,exh99-1_15087.htm,2007-04-23,2007-04-23,2.02; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/885725/000107261307000982/exh99-1_15087.htm,exhibit_top,25828,True,True,True,False,False,False,False,False,False,1,1,11,0,0,0,1,0,device,True,device,text
885725,BOSTON SCIENTIFIC CORP  (BSX)  (CIK 0000885725),3841.0,0001072613-10-000728,exh99-1_16891.htm,2010-08-11,2010-08-11,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/885725/000107261310000728/exh99-1_16891.htm,exhibit_top,3831,True,True,True,False,False,False,False,False,False,1,1,1,1,0,0,0,0,device,True,device,text
885725,BOSTON SCIENTIFIC CORP  (BSX)  (CIK 0000885725),3841.0,0001072613-10-000728,form8-k_16891.htm,2010-08-11,2010-08-11,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/885725/000107261310000728/form8-k_16891.htm,item_anchored,2326,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False,device,sic_fallback
1093557,DEXCOM INC  (DXCM)  (CIK 0001093557),3841.0,0001093557-25-000047,dxcm-20250304.htm,2025-03-07,2025-03-04,7.01; 8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1093557/000109355725000047/dxcm-20250304.htm,item_anchored,6020,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False,device,sic_fallback
706698,UTAH MEDICAL PRODUCTS INC  (UTMD)  (CIK 0000706698),3841.0,0001096906-04-000075,umed8kfeb1104ex.txt,2004-02-11,2004-02-11,9,"""warning letter""",https://www.sec.gov/Archives/edgar/data/706698/000109690604000075/umed8kfeb1104ex.txt,exhibit_top,5469,True,True,True,False,False,False,False,False,False,1,1,5,0,0,0,0,0,device,True,device,text
815093,ANGEION CORP/MN  (CIK 0000815093),3841.0,0001104659-04-027921,a04-10666_18k.htm,2004-09-17,2004-09-13,8.01,"""product recall""",https://www.sec.gov/Archives/edgar/data/815093/000110465904027921/a04-10666_18k.htm,item_anchored,4231,True,False,False,False,False,True,True,False,False,1,1,1,1,0,0,0,0,device,True,device,text
902600,AKSYS LTD  (CIK 0000902600),3845.0,0001104659-06-042679,a06-13897_28k.htm,2006-06-20,2006-06-08,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/902600/000110465906042679/a06-13897_28k.htm,item_anchored,2344,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False,device,sic_fallback
902600,AKSYS LTD  (CIK 0000902600),3845.0,0001104659-06-042679,a06-13897_2ex99d1.htm,2006-06-20,2006-06-08,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/902600/000110465906042679/a06-13897_2ex99d1.htm,exhibit_top,3957,True,True,True,False,False,False,False,False,False,1,1,1,0,0,0,0,0,device,True,device,text
902600,AKSYS LTD  (CIK 0000902600),3845.0,0001104659-06-042679,a06-13897_2ex99d2.htm,2006-06-20,2006-06-08,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/902600/000110465906042679/a06-13897_2ex99d2.htm,exhibit_top,4994,True,True,True,False,False,False,False,False,False,1,1,9,0,0,0,0,0,device,True,device,text
1099800,EDWARDS LIFESCIENCES CORP  (EW)  (CIK 0001099800),3842.0,0001104659-07-030408,a07-12023_1ex99d1.htm,2007-04-23,2007-04-23,2.02; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1099800/000110465907030408/a07-12023_1ex99d1.htm,exhibit_top,20398,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False,device,sic_fallback
1398090,"Power Medical Interventions, Inc.  (CIK 0001398090)",3841.0,0001104659-08-065731,a08-26853_18k.htm,2008-10-24,2008-10-22,3.01; 8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1398090/000110465908065731/a08-26853_18k.htm,item_anchored,2912,True,True,True,True,True,False,False,False,False,2,2,1,1,0,0,0,0,device,True,device,text
1398090,"Power Medical Interventions, Inc.  (CIK 0001398090)",3841.0,0001104659-08-065731,a08-26853_1ex99d1.htm,2008-10-24,2008-10-22,3.01; 8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1398090/000110465908065731/a08-26853_1ex99d1.htm,exhibit_top,6217,True,True,True,True,True,False,False,False,False,2,2,2,1,0,0,0,0,device,True,device,text
1274057,HOSPIRA INC  (CIK 0001274057),2834.0,0001104659-10-020094,a10-8286_18k.htm,2010-04-16,2010-04-13,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1274057/000110465910020094/a10-8286_18k.htm,item_anchored,5285,True,True,True,False,True,False,False,False,False,1,1,1,0,0,0,0,0,device,True,pharma_bio,text
350907,THORATEC CORP  (CIK 0000350907),3845.0,0001104659-12-001791,a12-2665_18k.htm,2012-01-12,2012-01-04,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/350907/000110465912001791/a12-2665_18k.htm,item_anchored,4530,True,True,True,True,True,False,False,False,False,2,2,1,1,0,0,0,0,device,True,device,text
