normalized_name,firm_name_fda,gvkey,company_name_compustat,match_source,review_suggested,valid_from_year,valid_to_year,crosswalk_origin,source,n_records,match_status,n_gvkey_candidates,sic,costat,cik,cross_entity_family
BIORELIANCE,BioReliance Corporation,65169.0,BIORELIANCE CORP,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
CEPHEID,Cepheid Ab,136804.0,CEPHEID INC,exact_normalized,True,1900,2099,letter_crosswalk,,,,,,,,
CUE HEALTH,CUE HEALTH INC,39563.0,CUE HEALTH INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
CELLTRION,Celltrion Inc.,275309.0,,ct_override,False,1900,2099,letter_crosswalk,,,,,,,,
CEL SCI,Cel-Sci Corporation,12711.0,CEL-SCI CORP,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
CAREY,Carey USA LLC,64822.0,CAREY INTERNATIONAL INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
CARDINAL HEALTH 200,"Cardinal Health 200, LLC",2751.0,CARDINAL HEALTH INC,parent_prefix,True,1900,2099,letter_crosswalk,,,,,,,,
CANTRONIC SYSTEMS,Cantronic Systems Inc.,150760.0,CANTRONIC SYSTEMS INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
CALIBER IMAGING AND DIAGNOSTICS,"Caliber Imaging & Diagnostics,",189363.0,CALIBER IMAGING & DIAGNOSTIC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
CALAVO GROWERS,Calavo Growers Inc,147708.0,CALAVO GROWERS INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
CVS HEALTH,CVS Health,7241.0,CVS HEALTH CORP,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
CHEWY,CHEWY INC,35287.0,CHEWY INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
BIOMET,"Biomet, Inc.",2230.0,BIOMET INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
CAO,"CAO Group, Inc.",63951.0,NCO GROUP INC,ct_dropped_device,False,1900,2099,letter_crosswalk,,,,,,,,
C R BARD,C.R. Bard Inc.,2044.0,BARD (C.R.) INC,ct_dropped_device,False,1900,2099,letter_crosswalk,,,,,,,,
BURZYNSKI RESEARCH INSTITUTE,Burzynski Research Institute,22401.0,BURZYNSKI RESEARCH INSTITUTE,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
BTL INDUSTRIES,"Btl Industries, Inc",1955.0,BTK INDUSTRIES INC,ct_fuzzy,False,1900,2099,letter_crosswalk,,,,,,,,
BRISTOL MYERS SQUIBB PHARMA LIABILITY,Bristol-Myers Squibb Holdings Pharma Ltd. Liability Company,2403.0,BRISTOL-MYERS SQUIBB CO,parent_prefix,True,1900,2099,letter_crosswalk,,,,,,,,
BOSTON SCIENTIFIC,Boston Scientific Corporation,25279.0,BOSTON SCIENTIFIC CORP,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
ARTIVION,"Artivion, Inc",27823.0,ARTIVION INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
ARRAYIT,Arrayit Corporation,143339.0,ARRAYIT CORP,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
APPLIED THERAPEUTICS,"Applied Therapeutics, Inc.",35091.0,APPLIED THERAPEUTICS INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
ABBOTT LABORATORIES,Abbott Laboratories,1078.0,ABBOTT LABORATORIES,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
AIRGAS,"Airgas USA, LLC",12950.0,AIRGAS INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
AGILENT TECHNOLOGIES DENMARK APS,Agilent Technologies Denmark ApS,126554.0,AGILENT TECHNOLOGIES INC,parent_prefix,True,1900,2099,letter_crosswalk,,,,,,,,
ADVANCED SURGICAL DESIGN AND MANUFACTURE,"Advanced Surgical Design & Manufacture, Ltd.",28687.0,ADVANCED SURGICAL INC,parent_prefix,True,1900,2099,letter_crosswalk,,,,,,,,
ACORDA THERAPEUTICS,"Acorda Therapeutics, Inc.",156617.0,ACORDA THERAPEUTICS INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
ACME UNITED,Acme United Corporation,1104.0,ACME UNITED CORP,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
ACCLARENT,"Acclarent, Inc.",180230.0,ACCLARENT INC -REDH,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
ACCENTIA BIOPHARMACEUTICALS,Accentia BioPharmaceuticals,162956.0,ACCENTIA BIOPHARMACEUTICALS,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
ABIOMED,"Abiomed, Inc.",13619.0,ABIOMED INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
ABAXIS,Abaxis Inc,24888.0,ABAXIS INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
APPLIED MEDICAL TECHNOLOGY,Applied Medical Technology Inc,170683.0,APPLIED MEDICAL CORP  -REDH,parent_prefix,True,1900,2099,letter_crosswalk,,,,,,,,
GLOBAL,AS Global INC,180503.0,GLOBAL HOLDINGS INC,exact_normalized,True,1900,2099,letter_crosswalk,,,,,,,,
AMAG PHARMACEUTICALS,"AMAG Pharmaceuticals, Inc.",12250.0,AMAG PHARMACEUTICALS INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
ADMA BIOLOGICS,"ADMA Biologics, Inc",17653.0,ADMA BIOLOGICS INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
ACELL,"ACell, Inc",36689.0,ACELL INC -REDH,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
SCIENCE,AB Science,1554.0,AMERICAN SCIENCE ENGINEERING,ct_dropped_device,False,1900,2099,letter_crosswalk,,,,,,,,
3M,3M Company,7435.0,3M CO,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
INVACARE,Invacare Corporation,6158.0,INVACARE CORP,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
23ANDME,"23andMe, Inc.",38717.0,CHROME HOLDING CO,ct_fuzzy,False,1900,2099,letter_crosswalk,,,,,,,,
AKERS BIOSCIENCES,"Akers Biosciences, Inc.",275264.0,AKERS BIOSCIENCES INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
AKORN OPERATING,Akorn Operating Company LLC,14304.0,AKORN OPERATING COMPANY LLC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
AKORN,"Akorn, Inc.",14304.0,AKORN OPERATING COMPANY LLC,ct_fuzzy,False,1900,2099,letter_crosswalk,,,,,,,,
ALCON LENSX,"Alcon LenSx, Inc.",35056.0,ALCON INC,ct_dropped_device,False,1900,2099,letter_crosswalk,,,,,,,,
APPLIED MEDICAL RESOURCES,Applied Medical Resources Corp,170683.0,APPLIED MEDICAL CORP  -REDH,parent_prefix,True,1900,2099,letter_crosswalk,,,,,,,,
ANIMAS,Animas Corporation,260892.0,ANIMAS CORP,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
ANGIODYNAMICS,Angiodynamics Inc,264387.0,ANGIODYNAMICS INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
AMNEAL PHARMACEUTICALS PRIVATE,Amneal Pharmaceuticals Private Limited,18888.0,AMNEAL PHARMACEUTICALS INC,parent_prefix,True,1900,2099,letter_crosswalk,,,,,,,,
AMGEN,"Amgen, Inc.",1602.0,AMGEN INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
AMERICAN CRYOSTEM,American CryoStem Corporation,187449.0,AMERICAN CRYOSTEM CORP,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
AMAZON COM,"Amazon.com, LLC",64768.0,AMAZON.COM INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
ALPHATEC SPINE,"Alphatec Spine, Inc.",166555.0,ALPHATEC HOLDINGS INC,ct_dropped_device,False,1900,2099,letter_crosswalk,,,,,,,,
ALMA LASERS,"Alma Lasers, Inc.",179436.0,ALMA LASERS LTD-REDH,exact_normalized,True,1900,2099,letter_crosswalk,,,,,,,,
ALL AMERICAN WELLNESS,All American Wellness LLC,3126.0,ALL AMERICAN GROUP INC,parent_prefix,True,1900,2099,letter_crosswalk,,,,,,,,
ALKERMES,"Alkermes, Inc.",24302.0,ALKERMES PLC,exact_normalized,True,1900,2099,letter_crosswalk,,,,,,,,
ALIGN TECHNOLOGY,Align Technology Inc,141384.0,ALIGN TECHNOLOGY INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
ALEXION PHARMACEUTICALS,"Alexion Pharmaceuticals, Inc.",62263.0,ALEXION PHARMACEUTICALS INC,ct_override_windowed,False,1900,2099,letter_crosswalk,,,,,,,,
ALERE SAN DIEGO,"Alere San Diego, Inc.",146156.0,ALERE INC,ct_fuzzy,False,1900,2099,letter_crosswalk,,,,,,,,
CELULARITY,Celularity Inc,39277.0,CELULARITY INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
CHATTEM,Chattem Inc,2950.0,CHATTEM INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
GENERAL MEDICAL,General Medical Company,5067.0,GENERAL MEDICAL CORP,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
GLOBUS MEDICAL,"Globus Medical, Inc.",171002.0,GLOBUS MEDICAL INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
GILEAD SCIENCES,Gilead Sciences Inc,24856.0,GILEAD SCIENCES INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
GERBER PRODUCTS,Gerber Products Company,5141.0,GERBER PRODUCTS CO,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
GEOTEC,"GeoTec, Inc.",125377.0,GEOTEC INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
GENZYME,Genzyme Corporation,101204.0,SANOFI,ct_override_windowed,False,2011,2099,letter_crosswalk,,,,,,,,
GENESIS,Genesis,7515.0,GENESIS WORLDWIDE INC-OLD,ct_dropped_device,False,1900,2099,letter_crosswalk,,,,,,,,
GENERAL MILLS,"General Mills, Inc",5071.0,GENERAL MILLS INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
GALENA BIOPHARMA,"Galena Biopharma, Inc.",179605.0,GALENA BIOPHARMA INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
GSK,Gsk,5180.0,GSK PLC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
FUJIFILM,Fujifilm Corporation,4925.0,FUJIFILM HLDGS CORP,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
FRESENIUS SE AND KGAA,Fresenius SE & Co. KGaA,202305.0,FRESENIUS SE & CO KGAA,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
FRESENIUS MEDICAL CARE RENAL THERAPIES,"Fresenius Medical Care Renal Therapies Group, LLC",212782.0,FRESENIUS MEDICAL CARE AG,parent_prefix,True,1900,2099,letter_crosswalk,,,,,,,,
FRESENIUS KABI,"Fresenius Kabi USA, LLC",3849.0,FRESENIUS USA INC,ct_dropped_device,False,1900,2099,letter_crosswalk,,,,,,,,
EYEPOINT,"EyePoint US, Inc.",253527.0,EYEPOINT INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
EXACTECH,"Exactech, Inc.",62948.0,EXACTECH INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
EVOQUA WATER TECHNOLOGIES,Evoqua Water Technologies LLC,32610.0,EVOQUA WATER TECH,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
EVENFLO,Evenflo Co Inc,146214.0,EVENFLO INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
GRANULES INDIA,Granules India Limited,257195.0,GRANULES INDIA LTD,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
HEALTH CHEM ACQUISITIONS,"Health-Chem Acquisitions, LLC",5545.0,HEALTH-CHEM CORP,parent_prefix,True,1900,2099,letter_crosswalk,,,,,,,,
ENTIA BIOSCIENCES,Entia Biosciences Inc,178743.0,ENTIA BIOSCIENCES INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
ICU MEDICAL,"ICU Medical, Inc.",25110.0,ICU MEDICAL INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
INTUITIVE SURGICAL,"Intuitive Surgical, Inc.",136725.0,INTUITIVE SURGICAL INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
INTEGRA LIFESCIENCES,Integra LifeSciences Corporation,61181.0,INTEGRA LIFESCIENCES HOLDNGS,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
CHINA RESOURCES SANJIU MEDICAL AND PHARMACEUTICAL,"China Resources Sanjiu Medical & Pharmaceutical Co., Ltd.",25699.0,MEDICAL RESOURCES INC,ct_dropped_device,False,1900,2099,letter_crosswalk,,,,,,,,
INTEGRA LIFESCIENCES NEUROSCIENCES,Integra LifeSciences Corp. (NeuroSciences),61181.0,INTEGRA LIFESCIENCES HOLDNGS,parent_prefix,True,1900,2099,letter_crosswalk,,,,,,,,
INSULET,Insulet Corporation,177227.0,INSULET CORP,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
IMPAX LABORATORIES,"Impax Laboratories, LLC.",61745.0,IMPAX LABORATORIES INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
ILLINOIS TOOL WORKS,Illinois Tool Works Inc,5878.0,ILLINOIS TOOL WORKS,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
ID BIOMEDICAL OF QUEBEC,ID Biomedical Corporation of Quebec,27522.0,ID BIOMEDICAL CORP,parent_prefix,True,1900,2099,letter_crosswalk,,,,,,,,
HEARTWARE,"Heartware, Inc.",271794.0,HEARTWARE INTERNATIONAL INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
ICU MEDICAL COSTA RICA,ICU Medical Costa Rica Ltd.,25110.0,ICU MEDICAL INC,parent_prefix,True,1900,2099,letter_crosswalk,,,,,,,,
HOSPIRA,"Hospira, Inc.",160255.0,HOSPIRA INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
HORIZON AIR INDUSTRIES,Horizon Air Industries Inc,5701.0,HORIZON AIR INDUSTRIES INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
HOOPER HOLMES,"Hooper Holmes, Inc.",5697.0,HOOPER HOLMES INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
HOLOGIC,"Hologic, Inc",20904.0,HOLOGIC INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
HILLESTAD PHARMACEUTICALS,"Hillestad Pharmaceuticals USA, Inc.",106836.0,HILLESTAD PHARMACEUTICALS IN,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
HILL ROM,Hill-Rom Inc,5639.0,HILL-ROM HOLDINGS INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
ENVOY MEDICAL,Envoy Medical Corporation,38030.0,ENVOY MEDICAL INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
HANOVER FOODS,Hanover Foods Corporation,28730.0,HANOVER FOODS CORP/PA,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
ENTELLUS MEDICAL,Entellus Medical Inc.,22667.0,ENTELLUS MEDICAL INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
COOK,Cook Incorporated,3493.0,COOK INTERNATIONAL INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
CYTODYN,"CytoDyn, Inc.",164720.0,CYTODYN INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
CUTERA,"Cutera, Inc.",146648.0,CUTERA INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
CRITICARE SYSTEMS MALAYSIA SDN BHD,Criticare Systems (Malaysia) Sdn. Bhd.,13332.0,CRITICARE SYSTEMS INC,parent_prefix,True,1900,2099,letter_crosswalk,,,,,,,,
CRAFTMATIC INDUSTRIES,"Craftmatic Industries, Inc.",12737.0,CRAFTMATIC INDUSTRIES INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
COVIDIEN,"Covidien, LP",177264.0,COVIDIEN PLC,exact_normalized,True,1900,2099,letter_crosswalk,,,,,,,,
COVALON TECHNOLOGIES,Covalon Technologies Ltd.,161840.0,COVALON TECHNOLOGIES LTD,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
COSCO,"Cosco International, Inc.",3544.0,COSCO INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
CORAM HEALTHCARE OF INDIANA,Coram Healthcare Corp. of Indiana,30442.0,CORAM HEALTHCARE CORP,parent_prefix,True,1900,2099,letter_crosswalk,,,,,,,,
CONVATEC,"ConvaTec, Inc",322728.0,CONVATEC GROUP PLC,exact_normalized,True,1900,2099,letter_crosswalk,,,,,,,,
DSM FIRMENICH,DSM - Firmenich,102454.0,DSM FIRMENICH AG,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
CONFORMIS,Conformis Inc.,24084.0,CONFORMIS INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
CONAIR,Conair LLC,13148.0,CONAIR CORP/DE,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
CONMED,ConMed Corporation,13623.0,CONMED CORP,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
CONAGRA BRANDS,ConAgra Brands Inc,3362.0,CONAGRA BRANDS INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
ENCOMPASS,Encompass Group LLC,31283.0,ENCOMPASS HOLDINGS INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
COASTAL CONTACTS,Coastal Contacts Inc.,266196.0,COASTAL CONTACTS INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
CLOROX,Clorox Co (The),3121.0,CLOROX CO/DE,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
CHURCH AND DWIGHT,Church & Dwight Inc,3026.0,CHURCH & DWIGHT INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
DEWMAR BMC,"DEWMAR INTERNATIONAL BMC, INC",6014.0,DEWMAR INTL BMC INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
CORDIS,Cordis LLC,3520.0,CORDIS CORP,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
DR REDDY S LABORATORIES,Dr. Reddy's Laboratories Ltd.,223098.0,DR REDDY'S LABORATORIES LTD,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
EDWARDS LIFESCIENCES,"Edwards Lifesciences, LLC",133366.0,EDWARDS LIFESCIENCES CORP,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
EFT,EFT Inc,106554.0,EFT HOLDINGS INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
EAGLE ENERGY,EAGLE ENERGY USA INC,185970.0,EAGLE ENERGY INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
DREYER S GRAND ICE CREAM,"Dreyer's Grand Ice Cream, Inc.",4078.0,DREYER'S GRAND ICE CRM HLDGS,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
ELEVATE,Elevate,182908.0,ELEVATE INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
DR REDDY S LABORATORIES CTO VI,Dr. Reddy's Laboratories Limited CTO VI,223098.0,DR REDDY'S LABORATORIES LTD,parent_prefix,True,1900,2099,letter_crosswalk,,,,,,,,
ELI LILLY AND,Eli Lilly & Company,6730.0,LILLY (ELI) & CO,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
DR PEPPER SEVEN UP,"Dr Pepper/Seven Up, Inc.",15273.0,DR PEPPER/SEVEN UP,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
DIAMOND FOODS,Diamond Foods LLC,163627.0,DIAMOND FOODS INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
DEXCOM,"Dexcom, Inc.",162887.0,DEXCOM INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
DENTSPLY SIRONA PREVENTIVE,Dentsply Sirona Preventive,13700.0,DENTSPLY SIRONA INC,parent_prefix,True,1900,2099,letter_crosswalk,,,,,,,,
DENTSPLY SIRONA,Dentsply Sirona Inc.,13700.0,DENTSPLY SIRONA INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
DELTA AIR LINES,"Delta Air Lines, Inc.",3851.0,DELTA AIR LINES INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
DEPUY ORTHOPAEDICS,"DePuy Orthopaedics, Inc.",63905.0,DEPUY INC,ct_dropped_device,False,1900,2099,letter_crosswalk,,,,,,,,
DATASCOPE,Datascope Corp.,3786.0,DATASCOPE CORP,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
DARLING INGREDIENTS,"Darling Ingredients, Inc.",30651.0,DARLING INGREDIENTS INC,exact_normalized,False,1900,2099,letter_crosswalk,,,,,,,,
FRESENIUS,FRESENIUS,3849.0,FRESENIUS USA INC,compustat_exact,False,1900,2099,compustat_direct,part803_maude,1814.0,matched,1.0,3841.0,I,320185.0,False
HOWMEDICA,"HOWMEDICA, INC.",5761.0,HOWMEDICA INC,compustat_exact,False,1900,2099,compustat_direct,part803_maude,4863.0,matched,1.0,3841.0,I,48846.0,False
IRHYTHM,IRHYTHM,28367.0,IRHYTHM HOLDINGS INC,compustat_exact,False,1900,2099,compustat_direct,part803_maude,3.0,matched,1.0,3845.0,A,1388658.0,False
JOHNSON AND JOHNSON,JOHNSON & JOHNSON,6266.0,JOHNSON & JOHNSON,compustat_exact,False,1900,2099,compustat_direct,part803_maude,1301.0,matched,1.0,2834.0,A,200406.0,False
MAXXIM MEDICAL,MAXXIM MEDICAL,20294.0,MAXXIM MEDICAL INC,compustat_exact,False,1900,2099,compustat_direct,part803_maude,220.0,matched,1.0,3841.0,I,858660.0,False
MEDLINE,MEDLINE,74887.0,MEDLINE INC,compustat_exact,False,1900,2099,compustat_direct,part803_maude,225.0,matched,1.0,3842.0,A,2046386.0,False
BRISTOL MYERS SQUIBB,BRISTOL MYERS SQUIBB,2403.0,BRISTOL-MYERS SQUIBB CO,compustat_exact,False,1900,2099,compustat_direct,part803_maude,16.0,matched,1.0,2834.0,A,14272.0,False
DEPUY,DEPUY,63905.0,DEPUY INC,compustat_exact,False,1900,2099,compustat_direct,part803_maude,46431.0,matched,1.0,3842.0,I,1019900.0,False
DENTSPLY,DENTSPLY,3874.0,DENTSPLY INTERNATIONAL INC,compustat_exact,False,1900,2099,compustat_direct,part803_maude,466.0,matched,1.0,3843.0,I,28154.0,False
AMNEAL PHARMACEUTICALS,AMNEAL PHARMACEUTICALS,18888.0,AMNEAL PHARMACEUTICALS INC,compustat_exact,False,1900,2099,compustat_direct,part803_maude,11.0,matched,1.0,2834.0,A,1723128.0,False
CRITICARE SYSTEMS,CRITICARE SYSTEMS,13332.0,CRITICARE SYSTEMS INC,compustat_exact,False,1900,2099,compustat_direct,part803_maude,20.0,matched,1.0,3845.0,I,812121.0,False
CONCEPTUS,CONCEPTUS,62236.0,CONCEPTUS INC,compustat_exact,False,1900,2099,compustat_direct,part803_maude,566.0,matched,1.0,3841.0,I,896778.0,False
BAXTER,BAXTER,2086.0,BAXTER INTERNATIONAL INC,compustat_exact,False,1900,2099,compustat_direct,part803_maude,921.0,matched,1.0,3841.0,A,10456.0,False
BARD C R,"BARD, C R",2044.0,BARD (C.R.) INC,compustat_exact,False,1900,2099,compustat_direct,part803_maude,2.0,matched,1.0,3841.0,I,9892.0,False
ARTERIAL VASCULAR ENGINEERING,"ARTERIAL VASCULAR ENGINEERING, INC",62572.0,ARTERIAL VASCULAR ENGR INC,compustat_exact,False,1900,2099,compustat_direct,part803_maude,230.0,matched,1.0,3841.0,I,1007047.0,False
CARDIAC PACEMAKERS,CARDIAC PACEMAKERS,2746.0,CARDIAC PACEMAKERS,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,44346.0,matched,1.0,3845.0,I,,False
PERCLOSE,PERCLOSE,61500.0,PERCLOSE INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,1895.0,matched,1.0,3841.0,I,934438.0,False
ALPHATEC,ALPHATEC,166555.0,ALPHATEC HOLDINGS INC,compustat_exact,False,1900,2099,compustat_direct,part803_maude,14.0,matched,1.0,3842.0,A,1350653.0,False
APPLIED MEDICAL,APPLIED MEDICAL,170683.0,APPLIED MEDICAL CORP  -REDH,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,1813.0,matched,1.0,3841.0,I,1534727.0,False
BIOHORIZONS,BIOHORIZONS,185154.0,BIOHORIZONS INC -REDH,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,2605.0,matched,1.0,3843.0,I,1492464.0,False
IMMUCOR,IMMUCOR,11914.0,IMMUCOR INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,3339.0,matched,1.0,2835.0,I,736822.0,False
COLOPLAST A S,COLOPLAST A S,101538.0,COLOPLAST A/S,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,4958.0,matched,1.0,3842.0,A,1294325.0,False
COCHLEAR,COCHLEAR,212635.0,COCHLEAR LTD,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,16880.0,matched,1.0,3842.0,A,1453930.0,False
ZYNEX,ZYNEX,129441.0,ZYNEX INC,compustat_exact,False,1900,2099,compustat_direct,part803_maude,1.0,matched,1.0,3845.0,I,846475.0,False
WRIGHT MEDICAL,WRIGHT MEDICAL,143421.0,WRIGHT MEDICAL GROUP NV,compustat_exact,False,1900,2099,compustat_direct,part803_maude,132.0,matched,1.0,3842.0,I,1492658.0,False
TERUMO,TERUMO,102146.0,TERUMO CORP,compustat_exact,False,1900,2099,compustat_direct,part803_maude,1368.0,matched,1.0,3841.0,A,1446672.0,False
SYNERON MEDICAL,"SYNERON MEDICAL, LTD",160902.0,SYNERON MEDICAL LTD,compustat_exact,False,1900,2099,compustat_direct,part803_maude,50.0,matched,1.0,3845.0,I,1291361.0,False
SPACELABS,SPACELABS,9913.0,SPACELABS INC,compustat_exact,False,1900,2099,compustat_direct,part803_maude,52.0,matched,1.0,3845.0,I,92605.0,False
SIEMENS HEALTHINEERS,SIEMENS HEALTHINEERS,326765.0,SIEMENS HEALTHINEE,compustat_exact,False,1900,2099,compustat_direct,part803_maude,702.0,matched,1.0,3845.0,A,1738519.0,False
SCIMED LIFE SYSTEMS,SCIMED LIFE SYSTEMS,9477.0,SCIMED LIFE SYSTEMS INC,compustat_exact,False,1900,2099,compustat_direct,part803_maude,199.0,matched,1.0,3841.0,I,87743.0,False
SANOFI,SANOFI,101204.0,SANOFI,compustat_exact,False,1900,2099,compustat_direct,part803_maude,11.0,matched,1.0,2834.0,A,1121404.0,False
STRAUMANN,Straumann USA LLC,228218.0,STRAUMANN HOLDING AG,compustat_exact,True,1900,2099,compustat_direct,part806_recall,25.0,matched,1.0,3843.0,A,1451279.0,True
TREACE MEDICAL CONCEPTS,"Treace Medical Concepts, Inc.",38558.0,TREACE MEDIC CNCPTS INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,219.0,matched,1.0,3842.0,A,1630627.0,False
TOMOTHERAPY,TomoTherapy Incorporated,177125.0,TOMOTHERAPY INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,43.0,matched,1.0,3844.0,I,1317872.0,False
