normalized_name,firm_name_fda,gvkey,company_name_compustat,match_source,review_suggested,valid_from_year,valid_to_year,crosswalk_origin,source,n_records,match_status,n_gvkey_candidates,sic,costat,cik,cross_entity_family
CHOLESTECH,Cholestech Corp,25433.0,CHOLESTECH CORP,compustat_exact,False,1900,2099,compustat_direct,part806_recall,2.0,matched,1.0,3845.0,I,887227.0,False
CHEMBIO DIAGNOSTICS,"Chembio Diagnostics, Inc",140568.0,CHEMBIO DIAGNOSTICS INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,3.0,matched,1.0,2835.0,I,1092662.0,False
CARL ZEISS MEDITEC,Carl Zeiss Meditec Inc,238442.0,CARL ZEISS MEDITEC AG,compustat_exact,True,1900,2099,compustat_direct,part806_recall,107.0,matched,1.0,3845.0,A,1411576.0,True
CARDIOVASCULAR SYSTEMS,Cardiovascular Systems Inc,179413.0,CARDIOVASCULAR SYSTEMS INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,1662.0,matched,1.0,3841.0,I,1180145.0,False
CARDIMA,Cardima Inc,64865.0,CARDIMA INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,3.0,matched,1.0,3841.0,I,1022570.0,False
CANDELA,Candela Corporation,12390.0,CANDELA CORP,compustat_exact,False,1900,2099,compustat_direct,part806_recall,268.0,matched,1.0,3845.0,I,793279.0,False
CAMBRIDGE HEART,"Cambridge Heart, Inc.",63418.0,CAMBRIDGE HEART INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,1.0,matched,1.0,3845.0,I,913443.0,False
DIADEXUS,"DiaDexus, Inc",121819.0,DIADEXUS INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,12.0,matched,1.0,2836.0,I,1036968.0,False
DIGENE,Digene Corp,62913.0,DIGENE CORP,compustat_exact,False,1900,2099,compustat_direct,part806_recall,30.0,matched,1.0,2835.0,I,1011582.0,False
CAS MEDICAL SYSTEMS,"CAS Medical Systems, Inc.",11805.0,CAS MEDICAL SYSTEMS INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,98.0,matched,1.0,3845.0,I,764579.0,False
E MED FUTURE,E Med Future Inc,170531.0,E MED FUTURE INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,1.0,matched,1.0,3842.0,A,894552.0,False
GIVEN IMAGING,Given Imaging Inc,145043.0,GIVEN IMAGING,compustat_exact,False,1900,2099,compustat_direct,part806_recall,4869.0,matched,1.0,3845.0,I,1126140.0,False
GISH BIOMEDICAL,Gish Biomedical Inc,5174.0,GISH BIOMEDICAL INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,131.0,matched,1.0,3841.0,I,700945.0,False
GEN PROBE,Gen Probe Inc,14186.0,GEN-PROBE INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,6.0,matched,1.0,2835.0,I,820237.0,False
FOUNDATION MEDICINE,"Foundation Medicine, Inc.",18469.0,FOUNDATION MEDICINE INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,9.0,matched,1.0,2836.0,I,1488613.0,False
FISHER AND PAYKEL HEALTHCARE,Fisher & Paykel Healthcare Inc,101256.0,FISHER & PAYKEL HEALTHCARE C,compustat_exact,False,1900,2099,compustat_direct,part806_recall,9608.0,matched,1.0,3842.0,A,1144690.0,False
FISCHER IMAGING,Fischer Imaging Corporation,24402.0,FISCHER IMAGING CORP,compustat_exact,False,1900,2099,compustat_direct,part806_recall,85.0,matched,1.0,3844.0,I,750901.0,False
ESCALON MEDICAL,Escalon Medical Corp,25711.0,ESCALON MEDICAL CORP,compustat_exact,False,1900,2099,compustat_direct,part806_recall,1.0,matched,1.0,3845.0,A,862668.0,False
ENPATH MEDICAL,"Enpath Medical, Inc",24449.0,ENPATH MEDICAL INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,85.0,matched,1.0,3841.0,I,833140.0,False
ENDOLOGIX,Endologix Inc,63083.0,ENDOLOGIX INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,4154.0,matched,1.0,3841.0,I,1013606.0,False
ENDOCARE,Endocare Inc,62200.0,ENDOCARE INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,320.0,matched,1.0,3841.0,I,1003464.0,False
ENCISION,"Encision, Inc.",63122.0,ENCISION INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,189.0,matched,1.0,3845.0,A,930775.0,False
EMBECTA,Embecta Corp.,41050.0,EMBECTA CORP,compustat_exact,False,1900,2099,compustat_direct,part806_recall,1.0,matched,1.0,3842.0,A,1872789.0,False
ELEKTA,Elekta Inc,221486.0,ELEKTA AB,compustat_exact,True,1900,2099,compustat_direct,part806_recall,511.0,matched,1.0,3845.0,A,1451160.0,True
EP MEDSYSTEMS,EP Medsystems,63100.0,EP MEDSYSTEMS INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,1.0,matched,1.0,3845.0,I,1012394.0,False
E Z EM,"E-Z-EM, Inc",4162.0,E-Z-EM INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,221.0,matched,1.0,2835.0,I,727008.0,False
CARIS LIFE SCIENCES,CARIS LIFE SCIENCES,51869.0,CARIS LIFE SCIENCES INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,1.0,matched,1.0,2835.0,A,2019410.0,False
GUIDANT,Guidant Corporation,31166.0,GUIDANT CORP,compustat_exact,False,1900,2099,compustat_direct,part806_recall,774.0,matched,1.0,3841.0,I,929987.0,False
AMERICAN MEDICAL SYSTEMS,American Medical Systems,138741.0,AMERICAN MEDICAL SYSTMS HLDS,compustat_exact,False,1900,2099,compustat_direct,part806_recall,13533.0,matched,1.0,3842.0,I,1114200.0,False
ALLIED HEALTHCARE PRODUCTS,Allied Healthcare Products Inc,24837.0,ALLIED HEALTHCARE PRODS INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,443.0,matched,1.0,3842.0,I,874710.0,False
ALCON LABORATORIES,"Alcon Laboratories, Inc",1248.0,ALCON LABORATORIES INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,6544.0,matched,1.0,2834.0,I,3382.0,False
ALARIS MEDICAL SYSTEMS,Alaris Medical Systems Inc,15315.0,ALARIS MEDICAL SYSTEMS INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,2483.0,matched,1.0,3841.0,I,817161.0,False
AKSYS,"Aksys, Ltd.",62874.0,AKSYS LTD,compustat_exact,False,1900,2099,compustat_direct,part806_recall,1.0,matched,1.0,3845.0,I,902600.0,False
ADVANCED NEUROMODULATION SYSTEMS,Advanced Neuromodulation Systems,8872.0,ADV NEUROMODULATION SYS INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,3214.0,matched,1.0,3845.0,I,351721.0,False
ADVANCED MEDICAL OPTICS,"Advanced Medical Optics, Inc.",148870.0,ADVANCED MEDICAL OPTICS INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,1116.0,matched,1.0,3845.0,I,1168335.0,False
ACUTUS MEDICAL,Acutus Medical Inc,36757.0,ACUTUS MEDICAL INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,4.0,matched,1.0,3841.0,A,1522860.0,False
ACCELERATE DIAGNOSTICS,Accelerate Diagnostics Inc,21118.0,ACCELERATE DIAGNOSTICS INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,4.0,matched,1.0,2835.0,I,727207.0,False
ABBVIE,AbbVie Inc.,16101.0,ABBVIE INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,4.0,matched,1.0,2836.0,A,1551152.0,False
ATS MEDICAL,"ATS Medical, Inc.",22308.0,ATS MEDICAL INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,57.0,matched,1.0,3842.0,I,824068.0,False
ARROW,ARROW INTERNATIONAL Inc.,25355.0,ARROW INTERNATIONAL INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,23798.0,matched,1.0,3841.0,I,886046.0,False
AGA MEDICAL,AGA Medical Corporation,180279.0,AGA MEDICAL HOLDINGS INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,2536.0,matched,1.0,3845.0,I,1421419.0,False
ADAC LABORATORIES,ADAC Laboratories,1115.0,ADAC LABORATORIES,compustat_exact,False,1900,2099,compustat_direct,part806_recall,486.0,matched,1.0,3844.0,I,313798.0,False
A L I TECHNOLOGIES,A L I Technologies Ltd,105230.0,A L I TECHNOLOGIES INC,compustat_exact,True,1900,2099,compustat_direct,part806_recall,3.0,matched,1.0,3845.0,I,944338.0,True
AMERICAN SCIENCE AND ENGINEERING,"American Science & Engineering, Inc.",1554.0,AMERICAN SCIENCE ENGINEERING,compustat_exact,False,1900,2099,compustat_direct,part806_recall,1.0,matched,1.0,3844.0,I,5768.0,False
ANIKA THERAPEUTICS,Anika Therapeutics,28209.0,ANIKA THERAPEUTICS INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,507.0,matched,1.0,2836.0,A,898437.0,False
CAREFUSION,CAREFUSION,183257.0,CAREFUSION CORP,compustat_exact,False,1900,2099,compustat_direct,part806_recall,29834.0,matched,1.0,3841.0,I,1457543.0,False
BUTTERFLY NETWORK,"Butterfly Network, Inc.",38079.0,BUTTERFLY NETWORK INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,2.0,matched,1.0,3845.0,A,1804176.0,False
BIOVENTUS,"Bioventus, LLC",27644.0,BIOVENTUS INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,62.0,matched,1.0,3845.0,A,1665988.0,False
BIOSITE,Biosite Inc,64375.0,BIOSITE INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,2393.0,matched,1.0,2835.0,I,1487310.0,False
BIOMERICA,Biomerica,7662.0,BIOMERICA INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,1.0,matched,1.0,2835.0,A,73290.0,False
BIOCARDIA,"Biocardia, Inc.",24598.0,BIOCARDIA INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,3.0,matched,1.0,2836.0,A,925741.0,False
BIOMIMETIC THERAPEUTICS,"BioMimetic Therapeutics, LLC",166569.0,BIOMIMETIC THERAPEUTICS INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,1.0,matched,1.0,3842.0,I,1138400.0,False
BIO LOGIC SYSTEMS,Bio-Logic Systems Corp,2246.0,BIO-LOGIC SYSTEMS CORP,compustat_exact,False,1900,2099,compustat_direct,part806_recall,2.0,matched,1.0,3845.0,I,355007.0,False
BALLARD MEDICAL PRODUCTS,Ballard Medical Products,1989.0,BALLARD MEDICAL PRODUCTS,compustat_exact,False,1900,2099,compustat_direct,part806_recall,505.0,matched,1.0,3841.0,I,723534.0,False
ATRICURE,"AtriCure, Inc.",163889.0,ATRICURE INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,635.0,matched,1.0,3841.0,A,1323885.0,False
ASENSUS SURGICAL,Asensus Surgical Inc,18666.0,ASENSUS SURGICAL INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,1.0,matched,1.0,3841.0,I,876378.0,False
ASANTE SOLUTIONS,"Asante Solutions, Inc.",22635.0,ASANTE SOLUTIONS INC -REDH,compustat_exact,False,1900,2099,compustat_direct,part806_recall,8.0,matched,1.0,3845.0,I,1620983.0,False
ARTHROCARE,ArthroCare Corporation,61996.0,ARTHROCARE CORP,compustat_exact,False,1900,2099,compustat_direct,part806_recall,5537.0,matched,1.0,3845.0,I,1005010.0,False
APOLLO ENDOSURGERY,Apollo Endosurgery Inc,29687.0,APOLLO ENDOSURGERY INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,1480.0,matched,1.0,3841.0,I,1251769.0,False
APELLIS PHARMACEUTICALS,"Apellis Pharmaceuticals, Inc.",26359.0,APELLIS PHARMACEUTICALS,compustat_exact,False,1900,2099,compustat_direct,part806_recall,1.0,matched,1.0,2836.0,I,1492422.0,False
GREAT BASIN SCIENTIFIC,"Great Basin Scientific, Inc.",21826.0,GREAT BASIN SCIENTIFIC INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,1.0,matched,1.0,2835.0,I,1512138.0,False
HAEMACURE,Haemacure Corporation,63151.0,HAEMACURE CORP,compustat_exact,False,1900,2099,compustat_direct,part806_recall,1.0,matched,1.0,2836.0,I,1115552.0,False
PROCEPT BIOROBOTICS,PROCEPT BIOROBOTICS CORPORATION,39453.0,PROCEPT BIOROBTCS CORP,compustat_exact,False,1900,2099,compustat_direct,part806_recall,168.0,matched,1.0,3841.0,A,1588978.0,False
OSMETECH,Osmetech Inc,204326.0,OSMETECH PLC,compustat_exact,True,1900,2099,compustat_direct,part806_recall,1.0,matched,1.0,3845.0,I,1369655.0,True
ORTHOVITA,"Orthovita, Inc.",117142.0,ORTHOVITA INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,25.0,matched,1.0,3841.0,I,913756.0,False
ORTHOPEDIATRICS,OrthoPediatrics Corp,27555.0,ORTHOPEDIATRICS CORP,compustat_exact,False,1900,2099,compustat_direct,part806_recall,362.0,matched,1.0,3842.0,A,1425450.0,False
ORASURE TECHNOLOGIES,"OraSure Technologies, Inc.",12915.0,ORASURE TECHNOLOGIES INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,106.0,matched,1.0,2835.0,A,1116463.0,False
OBALON THERAPEUTICS,Obalon Therapeutics Inc,28086.0,OBALON THERAPEUTICS INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,56.0,matched,1.0,3841.0,I,,False
OEC MEDICAL SYSTEMS,"OEC Medical Systems, Inc",3935.0,OEC MEDICAL SYSTEMS INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,78.0,matched,1.0,3844.0,I,317814.0,False
NXSTAGE MEDICAL,NxStage Medical Inc,164612.0,NXSTAGE MEDICAL INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,2682.0,matched,1.0,3845.0,I,1333170.0,False
NUWELLIS,Nuwellis Inc,271987.0,NUWELLIS INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,1.0,matched,1.0,3845.0,A,1506492.0,False
NUVECTRA,Nuvectra,26382.0,NUVECTRA CORP,compustat_exact,False,1900,2099,compustat_direct,part806_recall,229.0,matched,1.0,3845.0,I,1648893.0,False
NEURONETICS,"Neuronetics, Inc.",33698.0,NEURONETICS INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,52.0,matched,1.0,3845.0,A,1227636.0,False
NELLCOR PURITAN BENNETT,Nellcor Puritan Bennett,13333.0,NELLCOR PURITAN BENNETT INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,4365.0,matched,1.0,3845.0,I,799290.0,False
NANOSPHERE,"Nanosphere, Inc.",178752.0,NANOSPHERE INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,12.0,matched,1.0,2835.0,I,1105184.0,False
NOVADAQ TECHNOLOGIES,NOVADAQ TECHNOLOGIES INC.,166224.0,NOVADAQ TECHNOLOGIES INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,5.0,matched,1.0,3845.0,I,1173293.0,False
MISONIX,"Misonix, Inc",24890.0,MISONIX INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,96.0,matched,1.0,3841.0,I,880432.0,False
MINNTECH,Minntech Corp,9051.0,MINNTECH CORP,compustat_exact,False,1900,2099,compustat_direct,part806_recall,448.0,matched,1.0,3841.0,I,724969.0,False
PARAGON 28,"Paragon 28, Inc.",39734.0,PARAGON 28 INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,387.0,matched,1.0,3842.0,I,1531978.0,False
MICRUS ENDOVASCULAR,Micrus Endovascular Corporation,163102.0,MICRUS ENDOVASCULAR CORP,compustat_exact,False,1900,2099,compustat_direct,part806_recall,603.0,matched,1.0,3841.0,I,1028318.0,False
POSSIS MEDICAL,"Possis Medical, Inc",8687.0,POSSIS MEDICAL INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,681.0,matched,1.0,3841.0,I,79677.0,False
SILK ROAD MEDICAL,Silk Road Medical Inc,34882.0,SILK ROAD MEDICAL INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,238.0,matched,1.0,3845.0,I,1397702.0,False
SIGHT SCIENCES,"Sight Sciences, Inc.",39171.0,SIGHT SCIENCES INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,44.0,matched,1.0,3841.0,A,1531177.0,False
SHOCKWAVE MEDICAL,"Shockwave Medical, Inc.",34854.0,SHOCKWAVE MEDICAL INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,57.0,matched,1.0,3845.0,I,1642545.0,False
SENSUS HEALTHCARE,"Sensus Healthcare, Inc.",26908.0,SENSUS HEALTHCARE INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,1.0,matched,1.0,3845.0,A,1494891.0,False
SENSEONICS,"Senseonics, Inc.",26636.0,SENSEONICS HLDGS INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,1001.0,matched,1.0,3845.0,A,1616543.0,False
SEASPINE,SeaSpine Inc,24458.0,SEASPINE HOLDINGS CORP,compustat_exact,False,1900,2099,compustat_direct,part806_recall,296.0,matched,1.0,3842.0,I,1637761.0,False
SALIENT SURGICAL TECHNOLOGIES,"Salient Surgical Technologies, Inc",179669.0,SALIENT SURGICAL TECH-REDH,compustat_exact,False,1900,2099,compustat_direct,part806_recall,30.0,matched,1.0,3845.0,I,1125490.0,False
ROCKWELL MEDICAL,"Rockwell Medical, Inc",66366.0,ROCKWELL MEDICAL INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,1.0,matched,1.0,3842.0,A,1041024.0,False
ROCHESTER MEDICAL,Rochester Medical Corp,24304.0,ROCHESTER MEDICAL CORP,compustat_exact,False,1900,2099,compustat_direct,part806_recall,165.0,matched,1.0,3841.0,I,868368.0,False
RITA MEDICAL SYSTEMS,Rita Medical Systems,138129.0,RITA MEDICAL SYSTEMS INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,151.0,matched,1.0,3845.0,I,1056421.0,False
RETRACTABLE TECHNOLOGIES,"Retractable Technologies, Inc.",143526.0,RETRACTABLE TECHNOLOGIES INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,368.0,matched,1.0,3841.0,A,946563.0,False
RESTORATION ROBOTICS,Restoration Robotics,32380.0,RESTORATION ROBOTIC INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,4.0,matched,1.0,3845.0,I,,False
RESPIRONICS,Respironics,14385.0,RESPIRONICS INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,371337.0,matched,1.0,3842.0,I,780434.0,False
RESMED,Resmed Corporation,31887.0,RESMED INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,9137.0,matched,1.0,3845.0,A,943819.0,False
RENOVORX,"RenovoRx, Inc.",39411.0,RENOVORX INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,1.0,matched,1.0,2836.0,A,1574094.0,False
REPLIGEN,REPLIGEN CORPORATION,12181.0,REPLIGEN CORP,compustat_exact,False,1900,2099,compustat_direct,part806_recall,1.0,matched,1.0,2836.0,A,730272.0,False
QUIDELORTHO,QUIDELORTHO,7526.0,QUIDELORTHO CORP,compustat_exact,False,1900,2099,compustat_direct,part806_recall,68.0,matched,1.0,2835.0,A,1906324.0,False
PURITAN BENNETT,Puritan Bennett,8829.0,PURITAN-BENNETT CORP,compustat_exact,False,1900,2099,compustat_direct,part806_recall,3887.0,matched,1.0,3842.0,I,81199.0,False
PULMONX,"Pulmonx, Corp.",36260.0,PULMONX CORP,compustat_exact,False,1900,2099,compustat_direct,part806_recall,249.0,matched,1.0,3841.0,A,1127537.0,False
PRO DEX,Pro-Dex Inc,12458.0,PRO-DEX INC/CO,compustat_exact,False,1900,2099,compustat_direct,part806_recall,6.0,matched,1.0,3841.0,A,788920.0,False
MILESTONE SCIENTIFIC,"Milestone Scientific, Inc.",61496.0,MILESTONE SCIENTIFIC INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,1.0,matched,1.0,3843.0,A,855683.0,False
MICRO THERAPEUTICS,Micro Therapeutics Inc,64392.0,MICRO THERAPEUTICS INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,386.0,matched,1.0,3841.0,I,311407.0,False
HAEMONETICS,Haemonetics Corporation,24021.0,HAEMONETICS CORP,compustat_exact,False,1900,2099,compustat_direct,part806_recall,1524.0,matched,1.0,3841.0,A,313143.0,False
INVISION TECHNOLOGIES,Invision Technologies Inc,62688.0,INVISION TECHNOLOGIES INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,1.0,matched,1.0,3844.0,I,1005969.0,False
INTERSECT ENT,"Intersect ENT, Inc.",21006.0,INTERSECT ENT INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,29.0,matched,1.0,3842.0,I,1271214.0,False
LIFE SCIENCES,International Life Sciences,6721.0,LIFE SCIENCES INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,3.0,matched,1.0,2835.0,I,59401.0,False
INSPIRE MEDICAL SYSTEMS,Inspire Medical Systems Inc.,33435.0,INSPIRE MEDICAL SYSTEM,compustat_exact,False,1900,2099,compustat_direct,part806_recall,343.0,matched,1.0,3845.0,A,1609550.0,False
INOGEN,"Inogen, Inc",19274.0,INOGEN INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,60.0,matched,1.0,3845.0,A,1294133.0,False
INFRAREDX,"Infraredx, Inc.",22658.0,INFRAREDX INC -REDH,compustat_exact,False,1900,2099,compustat_direct,part806_recall,1.0,matched,1.0,3845.0,I,1111406.0,False
INAMED,Inamed Corp,4675.0,INAMED CORP,compustat_exact,False,1900,2099,compustat_direct,part806_recall,175.0,matched,1.0,3842.0,I,109831.0,False
IKARIA,Ikaria Holdings,182350.0,IKARIA INC-REDH,compustat_exact,False,1900,2099,compustat_direct,part806_recall,147.0,matched,1.0,2836.0,I,1396990.0,False
INSPIREMD,INSPIREMD Inc,186953.0,INSPIREMD INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,6.0,matched,1.0,3845.0,A,1433607.0,False
IMRIS,IMRIS Inc,178774.0,IMRIS INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,1.0,matched,1.0,3845.0,A,1489161.0,False
I FLOW,I-Flow Corporation,20296.0,I-FLOW CORP,compustat_exact,False,1900,2099,compustat_direct,part806_recall,2319.0,matched,1.0,3841.0,I,857728.0,False
HYCOR BIOMEDICAL,Hycor Biomedical Inc,5798.0,HYCOR BIOMEDICAL INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,3.0,matched,1.0,2835.0,I,719447.0,False
HORIZON MEDICAL PRODUCTS,Horizon Medical Products Inc,109423.0,HORIZON MEDICAL PRODUCTS INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,1181.0,matched,1.0,3841.0,I,1052958.0,False
HEMOSENSE,HemoSense Inc,163672.0,HEMOSENSE INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,1838.0,matched,1.0,3845.0,I,1127393.0,False
HANSEN MEDICAL,Hansen Medical Inc,175978.0,HANSEN MEDICAL INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,5.0,matched,1.0,3845.0,I,1276591.0,False
INVIVO,Invivo Corporation,13198.0,INVIVO CORP,compustat_exact,False,1900,2099,compustat_direct,part806_recall,358.0,matched,1.0,3845.0,I,806168.0,False
MEVION MEDICAL SYSTEMS,"Mevion Medical Systems, Inc.",21945.0,MEVION MEDICAL SYSTEMS -REDH,compustat_exact,False,1900,2099,compustat_direct,part806_recall,14.0,matched,1.0,3845.0,I,1326730.0,False
INVUITY,"Invuity, Inc.",23704.0,INVUITY INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,29.0,matched,1.0,3841.0,I,1393020.0,False
MERIT MEDICAL SYSTEMS,"Merit Medical Systems, Inc",21777.0,MERIT MEDICAL SYSTEMS INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,4103.0,matched,1.0,3841.0,A,856982.0,False
MERIDIAN BIOSCIENCE,Meridian Bioscience Inc,12433.0,MERIDIAN BIOSCIENCE INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,22.0,matched,1.0,2835.0,I,794172.0,False
MEDSTONE,Medstone International Inc,14512.0,MEDSTONE INTERNATIONAL INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,2.0,matched,1.0,3845.0,I,819939.0,False
MEDRAD,Medrad Inc,25575.0,MEDRAD INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,674.0,matched,1.0,3845.0,I,886192.0,False
MEDICAL ACTION INDUSTRIES,Medical Action Industries Inc,7205.0,MEDICAL ACTION INDUSTRIES,compustat_exact,False,1900,2099,compustat_direct,part806_recall,131.0,matched,1.0,3842.0,I,748270.0,False
MAZOR ROBOTICS,Mazor Robotics Ltd,286017.0,MAZOR ROBOTICS LTD,compustat_exact,False,1900,2099,compustat_direct,part806_recall,214.0,matched,1.0,3845.0,I,1566844.0,False
MAKO SURGICAL,Mako Surgical Corporation,179380.0,MAKO SURGICAL CORP,compustat_exact,False,1900,2099,compustat_direct,part806_recall,3393.0,matched,1.0,3841.0,I,1411861.0,False
LUMIRADX,LumiraDx,37813.0,LUMIRADX LTD,compustat_exact,False,1900,2099,compustat_direct,part806_recall,6.0,matched,1.0,3845.0,I,1685428.0,False
LUCID DIAGNOSTICS,"Lucid Diagnostics, Inc.",39728.0,LUCID DIAGNOSTICS INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,2.0,matched,1.0,3845.0,A,1799011.0,False
LIVONGO HEALTH,Livongo Health,35394.0,LIVONGO HEALTH INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,29.0,matched,1.0,3845.0,I,1639225.0,False
KYPHON,Kyphon Inc,147644.0,KYPHON INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,217.0,matched,1.0,3841.0,I,1123313.0,False
KENSEY NASH,Kensey Nash Corp,61703.0,KENSEY NASH CORP,compustat_exact,False,1900,2099,compustat_direct,part806_recall,77.0,matched,1.0,3842.0,I,1002811.0,False
IRIDEX,Iridex Corporation,62168.0,IRIDEX CORP,compustat_exact,False,1900,2099,compustat_direct,part806_recall,139.0,matched,1.0,3845.0,A,1006045.0,False
IRADIMED,Iradimed Corporation,20945.0,IRADIMED CORP,compustat_exact,False,1900,2099,compustat_direct,part806_recall,82.0,matched,1.0,3841.0,A,1325618.0,False
SOMANETICS,SOMANETICS,23776.0,SOMANETICS CORP,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,23.0,matched,1.0,3845.0,I,704328.0,False
