gvkey,year,event_type,n_events,n_recall_class_i,n_recall_class_ii,n_recall_class_iii,n_mdr_tier_a,n_mdr_tier_b,company_name_compustat,sic,costat,cik
1078,1992,adverse_event,18,,,,17.0,1.0,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,1993,adverse_event,31,,,,30.0,1.0,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,1994,adverse_event,153,,,,151.0,2.0,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,1995,adverse_event,103,,,,103.0,0.0,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,1996,adverse_event,279,,,,272.0,7.0,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,1997,adverse_event,640,,,,610.0,30.0,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,1998,adverse_event,610,,,,586.0,24.0,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,1999,adverse_event,670,,,,644.0,26.0,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2000,adverse_event,807,,,,775.0,32.0,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2000,recall,1,0.0,0.0,0.0,,,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2001,adverse_event,1018,,,,997.0,21.0,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2001,recall,3,0.0,0.0,0.0,,,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2002,adverse_event,1095,,,,1065.0,30.0,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2002,recall,7,0.0,0.0,0.0,,,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2003,adverse_event,1449,,,,1412.0,37.0,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2003,recall,67,0.0,0.0,0.0,,,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2004,adverse_event,522,,,,481.0,41.0,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2004,recall,26,0.0,0.0,0.0,,,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2005,adverse_event,105,,,,80.0,25.0,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2005,recall,14,0.0,0.0,0.0,,,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2006,adverse_event,156,,,,115.0,41.0,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2006,recall,13,0.0,0.0,0.0,,,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2007,adverse_event,389,,,,340.0,49.0,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2007,recall,49,0.0,0.0,0.0,,,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2008,adverse_event,541,,,,532.0,9.0,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2008,recall,20,0.0,0.0,0.0,,,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2009,adverse_event,1274,,,,1272.0,2.0,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2009,recall,25,0.0,0.0,0.0,,,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2010,adverse_event,608,,,,604.0,4.0,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2010,recall,14,0.0,0.0,0.0,,,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2011,adverse_event,469,,,,467.0,2.0,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2011,recall,12,0.0,0.0,0.0,,,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2012,adverse_event,2145,,,,2143.0,2.0,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2012,recall,5,0.0,4.0,0.0,,,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2013,adverse_event,447,,,,446.0,1.0,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2013,recall,1,0.0,1.0,0.0,,,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2014,adverse_event,253,,,,253.0,0.0,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2014,recall,5,0.0,5.0,0.0,,,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2015,adverse_event,59,,,,59.0,0.0,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2015,recall,4,0.0,4.0,0.0,,,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2016,adverse_event,140,,,,139.0,1.0,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2016,recall,3,0.0,3.0,0.0,,,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2017,adverse_event,224,,,,221.0,3.0,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2017,recall,7,0.0,7.0,0.0,,,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2018,adverse_event,202,,,,189.0,13.0,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2018,recall,16,0.0,16.0,0.0,,,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2019,adverse_event,264,,,,245.0,19.0,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2019,recall,16,0.0,5.0,11.0,,,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2020,adverse_event,588,,,,319.0,269.0,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2020,recall,4,0.0,1.0,3.0,,,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2021,adverse_event,675,,,,660.0,15.0,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2021,recall,8,0.0,8.0,0.0,,,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2022,adverse_event,790,,,,785.0,5.0,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2022,recall,7,0.0,6.0,1.0,,,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2023,adverse_event,857,,,,840.0,17.0,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2023,recall,5,0.0,5.0,0.0,,,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2024,adverse_event,920,,,,907.0,13.0,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2024,recall,2,0.0,2.0,0.0,,,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2025,adverse_event,922,,,,905.0,17.0,ABBOTT LABORATORIES,3845.0,A,1800.0
1078,2025,recall,7,0.0,7.0,0.0,,,ABBOTT LABORATORIES,3845.0,A,1800.0
1104,1996,adverse_event,1,,,,0.0,1.0,ACME UNITED CORP,3842.0,A,2098.0
1104,1998,adverse_event,1,,,,0.0,1.0,ACME UNITED CORP,3842.0,A,2098.0
1602,2007,adverse_event,1,,,,1.0,0.0,AMGEN INC,2836.0,A,318154.0
1602,2012,adverse_event,1,,,,1.0,0.0,AMGEN INC,2836.0,A,318154.0
1602,2015,adverse_event,2,,,,2.0,0.0,AMGEN INC,2836.0,A,318154.0
1602,2017,adverse_event,2,,,,2.0,0.0,AMGEN INC,2836.0,A,318154.0
1602,2018,adverse_event,1,,,,1.0,0.0,AMGEN INC,2836.0,A,318154.0
1602,2019,adverse_event,4,,,,4.0,0.0,AMGEN INC,2836.0,A,318154.0
1602,2020,adverse_event,1,,,,1.0,0.0,AMGEN INC,2836.0,A,318154.0
1602,2021,adverse_event,5,,,,5.0,0.0,AMGEN INC,2836.0,A,318154.0
1602,2022,adverse_event,2,,,,2.0,0.0,AMGEN INC,2836.0,A,318154.0
1602,2023,adverse_event,5,,,,5.0,0.0,AMGEN INC,2836.0,A,318154.0
1602,2024,adverse_event,5,,,,5.0,0.0,AMGEN INC,2836.0,A,318154.0
1602,2025,adverse_event,4,,,,4.0,0.0,AMGEN INC,2836.0,A,318154.0
2044,1992,adverse_event,14,,,,10.0,4.0,BARD (C.R.) INC,3841.0,I,9892.0
2044,1993,adverse_event,16,,,,12.0,4.0,BARD (C.R.) INC,3841.0,I,9892.0
2044,1994,adverse_event,43,,,,42.0,1.0,BARD (C.R.) INC,3841.0,I,9892.0
2044,1995,adverse_event,32,,,,30.0,2.0,BARD (C.R.) INC,3841.0,I,9892.0
2044,1996,adverse_event,65,,,,58.0,7.0,BARD (C.R.) INC,3841.0,I,9892.0
2044,1997,adverse_event,161,,,,101.0,60.0,BARD (C.R.) INC,3841.0,I,9892.0
2044,1998,adverse_event,117,,,,62.0,55.0,BARD (C.R.) INC,3841.0,I,9892.0
2044,1999,adverse_event,108,,,,94.0,14.0,BARD (C.R.) INC,3841.0,I,9892.0
2044,2000,adverse_event,197,,,,150.0,47.0,BARD (C.R.) INC,3841.0,I,9892.0
2044,2001,adverse_event,205,,,,94.0,111.0,BARD (C.R.) INC,3841.0,I,9892.0
2044,2002,adverse_event,182,,,,105.0,77.0,BARD (C.R.) INC,3841.0,I,9892.0
2044,2003,adverse_event,133,,,,62.0,71.0,BARD (C.R.) INC,3841.0,I,9892.0
2044,2004,adverse_event,280,,,,107.0,173.0,BARD (C.R.) INC,3841.0,I,9892.0
2044,2005,adverse_event,441,,,,180.0,261.0,BARD (C.R.) INC,3841.0,I,9892.0
2044,2006,adverse_event,603,,,,250.0,353.0,BARD (C.R.) INC,3841.0,I,9892.0
2044,2007,adverse_event,425,,,,121.0,304.0,BARD (C.R.) INC,3841.0,I,9892.0
2044,2008,adverse_event,512,,,,109.0,403.0,BARD (C.R.) INC,3841.0,I,9892.0
2044,2008,recall,45,0.0,0.0,0.0,,,BARD (C.R.) INC,3841.0,I,9892.0
2044,2009,adverse_event,556,,,,136.0,420.0,BARD (C.R.) INC,3841.0,I,9892.0
2044,2009,recall,5,0.0,0.0,0.0,,,BARD (C.R.) INC,3841.0,I,9892.0
2044,2010,adverse_event,554,,,,161.0,393.0,BARD (C.R.) INC,3841.0,I,9892.0
2044,2011,adverse_event,814,,,,412.0,402.0,BARD (C.R.) INC,3841.0,I,9892.0
2044,2012,adverse_event,1209,,,,150.0,1059.0,BARD (C.R.) INC,3841.0,I,9892.0
2044,2013,adverse_event,6763,,,,838.0,5925.0,BARD (C.R.) INC,3841.0,I,9892.0
2044,2014,adverse_event,416,,,,105.0,311.0,BARD (C.R.) INC,3841.0,I,9892.0
2044,2014,recall,1,0.0,1.0,0.0,,,BARD (C.R.) INC,3841.0,I,9892.0
2044,2015,adverse_event,273,,,,80.0,193.0,BARD (C.R.) INC,3841.0,I,9892.0
2044,2015,recall,13,0.0,12.0,1.0,,,BARD (C.R.) INC,3841.0,I,9892.0
2044,2016,adverse_event,607,,,,88.0,519.0,BARD (C.R.) INC,3841.0,I,9892.0
2044,2016,recall,19,0.0,16.0,3.0,,,BARD (C.R.) INC,3841.0,I,9892.0
2111,1992,adverse_event,6,,,,6.0,0.0,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,1993,adverse_event,16,,,,15.0,1.0,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,1994,adverse_event,106,,,,105.0,1.0,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,1995,adverse_event,51,,,,51.0,0.0,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,1996,adverse_event,68,,,,68.0,0.0,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,1997,adverse_event,30,,,,29.0,1.0,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,1998,adverse_event,34,,,,31.0,3.0,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,1999,adverse_event,61,,,,56.0,5.0,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2000,adverse_event,77,,,,75.0,2.0,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2001,adverse_event,39,,,,38.0,1.0,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2002,adverse_event,28,,,,28.0,0.0,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2002,recall,2,0.0,0.0,0.0,,,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2003,adverse_event,19,,,,18.0,1.0,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2003,recall,6,0.0,0.0,0.0,,,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2004,adverse_event,28,,,,26.0,2.0,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2004,recall,19,0.0,0.0,0.0,,,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2005,adverse_event,14,,,,14.0,0.0,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2005,recall,22,0.0,0.0,0.0,,,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2006,adverse_event,8,,,,8.0,0.0,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2006,recall,21,0.0,0.0,0.0,,,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2007,adverse_event,25,,,,24.0,1.0,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2007,recall,21,0.0,0.0,0.0,,,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2008,adverse_event,11,,,,10.0,1.0,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2008,recall,7,0.0,0.0,0.0,,,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2009,adverse_event,13,,,,13.0,0.0,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2009,recall,17,0.0,0.0,0.0,,,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2009,warning_letter,1,,,,,,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2010,adverse_event,9,,,,8.0,1.0,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2010,recall,11,0.0,0.0,0.0,,,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2011,adverse_event,38,,,,37.0,1.0,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2011,recall,7,0.0,0.0,0.0,,,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2012,adverse_event,19,,,,18.0,1.0,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2012,recall,3,0.0,2.0,1.0,,,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2013,adverse_event,26,,,,24.0,2.0,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2013,recall,6,0.0,5.0,1.0,,,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2014,adverse_event,41,,,,40.0,1.0,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2014,recall,4,0.0,4.0,0.0,,,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2015,adverse_event,60,,,,50.0,10.0,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2015,recall,10,0.0,8.0,2.0,,,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2016,adverse_event,203,,,,135.0,68.0,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2016,recall,16,0.0,16.0,0.0,,,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2017,adverse_event,2702,,,,875.0,1827.0,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2017,recall,15,0.0,14.0,1.0,,,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2018,adverse_event,9974,,,,4626.0,5348.0,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2018,recall,23,4.0,19.0,0.0,,,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2018,warning_letter,1,,,,,,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2019,adverse_event,8392,,,,2421.0,5971.0,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2019,recall,67,2.0,65.0,0.0,,,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2020,adverse_event,6934,,,,2173.0,4761.0,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2020,recall,44,0.0,44.0,0.0,,,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2021,adverse_event,7824,,,,1875.0,5949.0,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2021,recall,5,0.0,5.0,0.0,,,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2022,adverse_event,6922,,,,1757.0,5165.0,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2022,recall,18,0.0,17.0,1.0,,,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2023,adverse_event,7480,,,,1605.0,5875.0,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2023,recall,16,0.0,16.0,0.0,,,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2024,adverse_event,6550,,,,485.0,6065.0,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2024,recall,53,0.0,53.0,0.0,,,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2025,adverse_event,12838,,,,400.0,12438.0,BECTON DICKINSON & CO,3841.0,A,10795.0
2111,2025,recall,11,0.0,11.0,0.0,,,BECTON DICKINSON & CO,3841.0,A,10795.0
2220,1994,adverse_event,1,,,,1.0,0.0,BIO-RAD LABORATORIES INC,3826.0,A,12208.0
2220,2001,adverse_event,6,,,,6.0,0.0,BIO-RAD LABORATORIES INC,3826.0,A,12208.0
2220,2002,adverse_event,5,,,,4.0,1.0,BIO-RAD LABORATORIES INC,3826.0,A,12208.0
2220,2003,adverse_event,3,,,,3.0,0.0,BIO-RAD LABORATORIES INC,3826.0,A,12208.0
2220,2003,recall,1,0.0,0.0,0.0,,,BIO-RAD LABORATORIES INC,3826.0,A,12208.0
2220,2004,adverse_event,3,,,,3.0,0.0,BIO-RAD LABORATORIES INC,3826.0,A,12208.0
2220,2004,recall,1,0.0,0.0,0.0,,,BIO-RAD LABORATORIES INC,3826.0,A,12208.0
2220,2005,adverse_event,4,,,,4.0,0.0,BIO-RAD LABORATORIES INC,3826.0,A,12208.0
2220,2005,recall,1,0.0,0.0,0.0,,,BIO-RAD LABORATORIES INC,3826.0,A,12208.0
2220,2006,adverse_event,2,,,,2.0,0.0,BIO-RAD LABORATORIES INC,3826.0,A,12208.0
2220,2006,recall,1,0.0,0.0,0.0,,,BIO-RAD LABORATORIES INC,3826.0,A,12208.0
2220,2007,adverse_event,5,,,,5.0,0.0,BIO-RAD LABORATORIES INC,3826.0,A,12208.0
2220,2007,recall,7,0.0,0.0,0.0,,,BIO-RAD LABORATORIES INC,3826.0,A,12208.0
2220,2008,adverse_event,7,,,,7.0,0.0,BIO-RAD LABORATORIES INC,3826.0,A,12208.0
2220,2008,recall,10,0.0,0.0,0.0,,,BIO-RAD LABORATORIES INC,3826.0,A,12208.0
2220,2009,adverse_event,10,,,,10.0,0.0,BIO-RAD LABORATORIES INC,3826.0,A,12208.0
2220,2009,recall,8,0.0,0.0,0.0,,,BIO-RAD LABORATORIES INC,3826.0,A,12208.0
2220,2010,adverse_event,8,,,,6.0,2.0,BIO-RAD LABORATORIES INC,3826.0,A,12208.0
2220,2010,recall,19,0.0,0.0,0.0,,,BIO-RAD LABORATORIES INC,3826.0,A,12208.0
2220,2011,adverse_event,8,,,,8.0,0.0,BIO-RAD LABORATORIES INC,3826.0,A,12208.0
2220,2011,recall,16,0.0,0.0,0.0,,,BIO-RAD LABORATORIES INC,3826.0,A,12208.0
2220,2012,adverse_event,3,,,,3.0,0.0,BIO-RAD LABORATORIES INC,3826.0,A,12208.0
2220,2012,recall,1,0.0,1.0,0.0,,,BIO-RAD LABORATORIES INC,3826.0,A,12208.0
2220,2013,adverse_event,5,,,,5.0,0.0,BIO-RAD LABORATORIES INC,3826.0,A,12208.0
2220,2013,recall,3,0.0,0.0,3.0,,,BIO-RAD LABORATORIES INC,3826.0,A,12208.0
2220,2014,adverse_event,6,,,,6.0,0.0,BIO-RAD LABORATORIES INC,3826.0,A,12208.0
2220,2014,recall,2,0.0,2.0,0.0,,,BIO-RAD LABORATORIES INC,3826.0,A,12208.0
2220,2015,adverse_event,11,,,,11.0,0.0,BIO-RAD LABORATORIES INC,3826.0,A,12208.0
2220,2015,recall,3,0.0,2.0,1.0,,,BIO-RAD LABORATORIES INC,3826.0,A,12208.0
2220,2015,warning_letter,1,,,,,,BIO-RAD LABORATORIES INC,3826.0,A,12208.0
2220,2016,adverse_event,3,,,,3.0,0.0,BIO-RAD LABORATORIES INC,3826.0,A,12208.0
2220,2017,adverse_event,6,,,,6.0,0.0,BIO-RAD LABORATORIES INC,3826.0,A,12208.0
2220,2018,adverse_event,12,,,,12.0,0.0,BIO-RAD LABORATORIES INC,3826.0,A,12208.0
2220,2018,recall,3,0.0,3.0,0.0,,,BIO-RAD LABORATORIES INC,3826.0,A,12208.0
2220,2019,adverse_event,4,,,,4.0,0.0,BIO-RAD LABORATORIES INC,3826.0,A,12208.0
2220,2019,recall,2,0.0,2.0,0.0,,,BIO-RAD LABORATORIES INC,3826.0,A,12208.0
2220,2020,adverse_event,9,,,,9.0,0.0,BIO-RAD LABORATORIES INC,3826.0,A,12208.0
2220,2020,recall,1,0.0,1.0,0.0,,,BIO-RAD LABORATORIES INC,3826.0,A,12208.0
2220,2021,adverse_event,4,,,,4.0,0.0,BIO-RAD LABORATORIES INC,3826.0,A,12208.0
2220,2021,recall,2,0.0,2.0,0.0,,,BIO-RAD LABORATORIES INC,3826.0,A,12208.0
2220,2022,adverse_event,2,,,,2.0,0.0,BIO-RAD LABORATORIES INC,3826.0,A,12208.0
2220,2022,recall,5,0.0,5.0,0.0,,,BIO-RAD LABORATORIES INC,3826.0,A,12208.0
2220,2023,adverse_event,4,,,,4.0,0.0,BIO-RAD LABORATORIES INC,3826.0,A,12208.0
2220,2023,recall,3,0.0,3.0,0.0,,,BIO-RAD LABORATORIES INC,3826.0,A,12208.0
2220,2024,recall,1,0.0,1.0,0.0,,,BIO-RAD LABORATORIES INC,3826.0,A,12208.0
2220,2025,adverse_event,11,,,,11.0,0.0,BIO-RAD LABORATORIES INC,3826.0,A,12208.0
2220,2025,recall,1,0.0,1.0,0.0,,,BIO-RAD LABORATORIES INC,3826.0,A,12208.0
2230,1992,adverse_event,5,,,,5.0,0.0,BIOMET INC,3842.0,I,351346.0
2230,1993,adverse_event,1,,,,1.0,0.0,BIOMET INC,3842.0,I,351346.0
2230,1994,adverse_event,14,,,,14.0,0.0,BIOMET INC,3842.0,I,351346.0
2230,1995,adverse_event,16,,,,16.0,0.0,BIOMET INC,3842.0,I,351346.0
2230,1996,adverse_event,55,,,,54.0,1.0,BIOMET INC,3842.0,I,351346.0
2230,1997,adverse_event,131,,,,128.0,3.0,BIOMET INC,3842.0,I,351346.0
2230,1998,adverse_event,118,,,,118.0,0.0,BIOMET INC,3842.0,I,351346.0
2230,1999,adverse_event,148,,,,147.0,1.0,BIOMET INC,3842.0,I,351346.0
2230,2000,adverse_event,119,,,,119.0,0.0,BIOMET INC,3842.0,I,351346.0
2230,2001,adverse_event,167,,,,161.0,6.0,BIOMET INC,3842.0,I,351346.0
2230,2002,adverse_event,226,,,,214.0,12.0,BIOMET INC,3842.0,I,351346.0
2230,2003,adverse_event,195,,,,184.0,11.0,BIOMET INC,3842.0,I,351346.0
2230,2003,recall,11,0.0,0.0,0.0,,,BIOMET INC,3842.0,I,351346.0
2230,2004,adverse_event,167,,,,151.0,16.0,BIOMET INC,3842.0,I,351346.0
2230,2004,recall,3,0.0,0.0,0.0,,,BIOMET INC,3842.0,I,351346.0
2230,2005,adverse_event,136,,,,119.0,17.0,BIOMET INC,3842.0,I,351346.0
2230,2005,recall,12,0.0,0.0,0.0,,,BIOMET INC,3842.0,I,351346.0
2230,2006,adverse_event,134,,,,126.0,8.0,BIOMET INC,3842.0,I,351346.0
2403,1994,adverse_event,1,,,,1.0,0.0,BRISTOL-MYERS SQUIBB CO,2834.0,A,14272.0
2403,1995,adverse_event,1,,,,1.0,0.0,BRISTOL-MYERS SQUIBB CO,2834.0,A,14272.0
2403,1996,adverse_event,2,,,,2.0,0.0,BRISTOL-MYERS SQUIBB CO,2834.0,A,14272.0
2403,2000,adverse_event,1,,,,1.0,0.0,BRISTOL-MYERS SQUIBB CO,2834.0,A,14272.0
2403,2001,adverse_event,1,,,,1.0,0.0,BRISTOL-MYERS SQUIBB CO,2834.0,A,14272.0
2403,2002,adverse_event,2,,,,1.0,1.0,BRISTOL-MYERS SQUIBB CO,2834.0,A,14272.0
2403,2004,adverse_event,1,,,,1.0,0.0,BRISTOL-MYERS SQUIBB CO,2834.0,A,14272.0
2403,2005,adverse_event,1,,,,1.0,0.0,BRISTOL-MYERS SQUIBB CO,2834.0,A,14272.0
2403,2006,adverse_event,1,,,,0.0,1.0,BRISTOL-MYERS SQUIBB CO,2834.0,A,14272.0
2403,2008,adverse_event,1,,,,1.0,0.0,BRISTOL-MYERS SQUIBB CO,2834.0,A,14272.0
2403,2011,adverse_event,2,,,,2.0,0.0,BRISTOL-MYERS SQUIBB CO,2834.0,A,14272.0
2403,2014,adverse_event,1,,,,1.0,0.0,BRISTOL-MYERS SQUIBB CO,2834.0,A,14272.0
2403,2017,adverse_event,2,,,,2.0,0.0,BRISTOL-MYERS SQUIBB CO,2834.0,A,14272.0
2403,2019,adverse_event,1,,,,1.0,0.0,BRISTOL-MYERS SQUIBB CO,2834.0,A,14272.0
2751,2002,adverse_event,5,,,,5.0,0.0,CARDINAL HEALTH INC,5122.0,A,721371.0
2751,2002,recall,1,0.0,0.0,0.0,,,CARDINAL HEALTH INC,5122.0,A,721371.0
2751,2003,adverse_event,162,,,,150.0,12.0,CARDINAL HEALTH INC,5122.0,A,721371.0
2751,2003,recall,9,0.0,0.0,0.0,,,CARDINAL HEALTH INC,5122.0,A,721371.0
2751,2004,adverse_event,179,,,,156.0,23.0,CARDINAL HEALTH INC,5122.0,A,721371.0
2751,2004,recall,3,0.0,0.0,0.0,,,CARDINAL HEALTH INC,5122.0,A,721371.0
2751,2005,adverse_event,210,,,,196.0,14.0,CARDINAL HEALTH INC,5122.0,A,721371.0
2751,2005,recall,2,0.0,0.0,0.0,,,CARDINAL HEALTH INC,5122.0,A,721371.0
2751,2006,adverse_event,248,,,,200.0,48.0,CARDINAL HEALTH INC,5122.0,A,721371.0
2751,2006,recall,5,0.0,0.0,0.0,,,CARDINAL HEALTH INC,5122.0,A,721371.0
2751,2007,adverse_event,348,,,,207.0,141.0,CARDINAL HEALTH INC,5122.0,A,721371.0
2751,2007,recall,1,0.0,0.0,0.0,,,CARDINAL HEALTH INC,5122.0,A,721371.0
2751,2008,adverse_event,896,,,,176.0,720.0,CARDINAL HEALTH INC,5122.0,A,721371.0
2751,2008,recall,5,0.0,0.0,0.0,,,CARDINAL HEALTH INC,5122.0,A,721371.0
2751,2009,adverse_event,958,,,,177.0,781.0,CARDINAL HEALTH INC,5122.0,A,721371.0
2751,2009,recall,9,0.0,0.0,0.0,,,CARDINAL HEALTH INC,5122.0,A,721371.0
2751,2010,adverse_event,120,,,,115.0,5.0,CARDINAL HEALTH INC,5122.0,A,721371.0
2751,2010,recall,11,0.0,0.0,0.0,,,CARDINAL HEALTH INC,5122.0,A,721371.0
2751,2011,adverse_event,124,,,,122.0,2.0,CARDINAL HEALTH INC,5122.0,A,721371.0
2751,2011,recall,10,0.0,0.0,0.0,,,CARDINAL HEALTH INC,5122.0,A,721371.0
2751,2012,adverse_event,134,,,,129.0,5.0,CARDINAL HEALTH INC,5122.0,A,721371.0
2751,2012,recall,10,0.0,9.0,0.0,,,CARDINAL HEALTH INC,5122.0,A,721371.0
2751,2013,adverse_event,106,,,,97.0,9.0,CARDINAL HEALTH INC,5122.0,A,721371.0
2751,2013,recall,14,14.0,0.0,0.0,,,CARDINAL HEALTH INC,5122.0,A,721371.0
2751,2014,adverse_event,155,,,,139.0,16.0,CARDINAL HEALTH INC,5122.0,A,721371.0
2751,2014,recall,1,0.0,1.0,0.0,,,CARDINAL HEALTH INC,5122.0,A,721371.0
2751,2015,adverse_event,701,,,,685.0,16.0,CARDINAL HEALTH INC,5122.0,A,721371.0
2751,2015,recall,1,0.0,1.0,0.0,,,CARDINAL HEALTH INC,5122.0,A,721371.0
2751,2016,adverse_event,459,,,,430.0,29.0,CARDINAL HEALTH INC,5122.0,A,721371.0
