firm_name_fda,normalized_name,source,n_records,match_status,n_gvkey_candidates,gvkey,company_name_compustat,sic,costat,cik,cross_entity_family
CHURCH AND DWIGHT,CHURCH AND DWIGHT,part803_maude,5,out_of_industry,,3026.0,CHURCH & DWIGHT INC,2840.0,,,
PROCTER & GAMBLE CO,PROCTER AND GAMBLE,part803_maude,5,out_of_industry,,8762.0,PROCTER & GAMBLE CO,2840.0,,,
"HILL-ROM COMPANY, INC",HILL ROM,part803_maude,5,out_of_industry,,5639.0,HILL-ROM HOLDINGS INC,2590.0,,,
STRATASYS LTD,STRATASYS,part806_recall,5,out_of_industry,,30847.0,STRATASYS LTD,3555.0,,,
BAYER CORPORATION,BAYER,part803_maude,5,out_of_industry,,100080.0,BAYER AG,2800.0,,,
Millipore Corp.,MILLIPORE,part806_recall,5,out_of_industry,,7409.0,MILLIPORE CORP,3826.0,,,
BIO-RAD LABORATORIES INC.,BIO RAD LABORATORIES,part803_maude,4,out_of_industry,,2220.0,BIO-RAD LABORATORIES INC,3826.0,,,
"Agilent Technologies, Inc.",AGILENT TECHNOLOGIES,part806_recall,4,out_of_industry,,126554.0,AGILENT TECHNOLOGIES INC,3826.0,,,
PROCTER & GAMBLE COMPANY,PROCTER AND GAMBLE,part803_maude,4,out_of_industry,,8762.0,PROCTER & GAMBLE CO,2840.0,,,
STAAR SURGICAL AG,STAAR SURGICAL,part803_maude,4,out_of_industry,,9969.0,STAAR SURGICAL CO,3851.0,,,
HILL-ROM CO INC,HILL ROM,part803_maude,4,out_of_industry,,5639.0,HILL-ROM HOLDINGS INC,2590.0,,,
RITE AID,RITE AID,part803_maude,4,out_of_industry,,9155.0,RITE AID CORP,5912.0,,,
Staar Surgical Co.,STAAR SURGICAL,part806_recall,4,out_of_industry,,9969.0,STAAR SURGICAL CO,3851.0,,,
LINCARE,LINCARE,part803_maude,4,out_of_industry,,25062.0,LINCARE HOLDINGS INC,8090.0,,,
KROGER,KROGER,part803_maude,4,out_of_industry,,6502.0,KROGER CO,5411.0,,,
SUNRISE,SUNRISE,part803_maude,4,out_of_industry,,108397.0,SUNRISE INTL INC,7011.0,,,
BECKMAN- COULTER,BECKMAN COULTER,part803_maude,4,out_of_industry,,15106.0,BECKMAN COULTER INC,3826.0,,,
Illumina Inc,ILLUMINA,part806_recall,3,out_of_industry,,138205.0,ILLUMINA INC,3826.0,,,
PROCTER AND GAMBLE CO.,PROCTER AND GAMBLE,part803_maude,3,out_of_industry,,8762.0,PROCTER & GAMBLE CO,2840.0,,,
"LINCARE, INC.",LINCARE,part803_maude,3,out_of_industry,,25062.0,LINCARE HOLDINGS INC,8090.0,,,
"PROCTER & GAMBLE, INC",PROCTER AND GAMBLE,part803_maude,3,out_of_industry,,8762.0,PROCTER & GAMBLE CO,2840.0,,,
HILL-ROM CO,HILL ROM,part803_maude,3,out_of_industry,,5639.0,HILL-ROM HOLDINGS INC,2590.0,,,
HILL-ROM CO INC.,HILL ROM,part803_maude,3,out_of_industry,,5639.0,HILL-ROM HOLDINGS INC,2590.0,,,
MERGE HEALTHCARE INC,MERGE HEALTHCARE,part803_maude,3,out_of_industry,,66630.0,MERGE HEALTHCARE INC,7373.0,,,
SIEMENS CORP.,SIEMENS,part803_maude,3,out_of_industry,,19349.0,SIEMENS AG,9997.0,,,
"Cardinal Health, Inc",CARDINAL HEALTH,part806_recall,3,out_of_industry,,2751.0,CARDINAL HEALTH INC,5122.0,,,
Keystone Industries,KEYSTONE INDUSTRIES,part806_recall,3,out_of_industry,,6426.0,KEYSTONE INDUSTRIES INC,3443.0,,,
"Hill-Rom Co., Inc.",HILL ROM,part806_recall,3,out_of_industry,,5639.0,HILL-ROM HOLDINGS INC,2590.0,,,
Millipore Corporation,MILLIPORE,part806_recall,3,out_of_industry,,7409.0,MILLIPORE CORP,3826.0,,,
HILL ROM COMPANY INC.,HILL ROM,part803_maude,3,out_of_industry,,5639.0,HILL-ROM HOLDINGS INC,2590.0,,,
US MEDICAL INNOVATIONS LLC.,MEDICAL INNOVATIONS,part803_maude,3,out_of_industry,,15852.0,MEDICAL INNOVATIONS INC,8082.0,,,
US MEDICAL INNOVATIONS,MEDICAL INNOVATIONS,part803_maude,3,out_of_industry,,15852.0,MEDICAL INNOVATIONS INC,8082.0,,,
"Henry Schein, Inc.",HENRY SCHEIN,part806_recall,3,out_of_industry,,61494.0,HENRY SCHEIN INC,5047.0,,,
THE PROCTER & GAMBLE COMPANY,PROCTER AND GAMBLE,part803_maude,3,out_of_industry,,8762.0,PROCTER & GAMBLE CO,2840.0,,,
EVOQUA WATER TECHNOLOGIES LLC,EVOQUA WATER TECHNOLOGIES,part803_maude,3,out_of_industry,,32610.0,EVOQUA WATER TECH,3580.0,,,
MEDICAL INNOVATIONS CORP,MEDICAL INNOVATIONS,part803_maude,3,out_of_industry,,15852.0,MEDICAL INNOVATIONS INC,8082.0,,,
Eastman Kodak Co,EASTMAN KODAK,part806_recall,3,out_of_industry,,4194.0,EASTMAN KODAK CO,3861.0,,,
"SIEMENS, AG.",SIEMENS,part803_maude,3,out_of_industry,,19349.0,SIEMENS AG,9997.0,,,
"Bio-Rad Laboratories, Inc",BIO RAD LABORATORIES,part806_recall,3,out_of_industry,,2220.0,BIO-RAD LABORATORIES INC,3826.0,,,
"Omnicell, Inc.",OMNICELL,part806_recall,2,out_of_industry,,142956.0,OMNICELL INC,3559.0,,,
"Pear Therapeutics, Inc.",PEAR THERAPEUTICS,part806_recall,2,out_of_industry,,37827.0,PEAR THERAPEUTICS INC,7370.0,,,
"KIMBERLY-CLARK CORPORATION,",KIMBERLY CLARK,part803_maude,2,out_of_industry,,6435.0,KIMBERLY-CLARK CORP,2621.0,,,
"SIEMENS, INC.",SIEMENS,part803_maude,2,out_of_industry,,19349.0,SIEMENS AG,9997.0,,,
"US MEDICAL INNOVATIONS, LLC.",MEDICAL INNOVATIONS,part803_maude,2,out_of_industry,,15852.0,MEDICAL INNOVATIONS INC,8082.0,,,
THE KROGER CO.,KROGER,part803_maude,2,out_of_industry,,6502.0,KROGER CO,5411.0,,,
"Lifeline Systems, Incorporated",LIFELINE SYSTEMS,part806_recall,2,out_of_industry,,6722.0,LIFELINE SYSTEMS INC,3663.0,,,
"MEDLINE INDUSTRIES, LP.",MEDLINE INDUSTRIES,part803_maude,2,out_of_industry,,7224.0,MEDLINE INDUSTRIES INC,2300.0,,,
"MEDICAL INNOVATIONS, INC.",MEDICAL INNOVATIONS,part803_maude,2,out_of_industry,,15852.0,MEDICAL INNOVATIONS INC,8082.0,,,
Aquila Corporation,AQUILA,part806_recall,2,out_of_industry,,11056.0,AQUILA INC,4931.0,,,
"BECKMAN-COULTER, INC.",BECKMAN COULTER,part803_maude,2,out_of_industry,,15106.0,BECKMAN COULTER INC,3826.0,,,
MCKESSON CORP.,MCKESSON,part803_maude,2,out_of_industry,,7171.0,MCKESSON CORP,5122.0,,,
FUJIFILM,FUJIFILM,part803_maude,2,out_of_industry,,4925.0,FUJIFILM HLDGS CORP,3861.0,,,
ATRIUM USA,ATRIUM,part803_maude,2,out_of_industry,,137170.0,ATRIUM CO INC,3442.0,,,
"ENCOMPASS GROUP, LLC",ENCOMPASS,part803_maude,2,out_of_industry,,31283.0,ENCOMPASS HOLDINGS INC,3663.0,,,
ENCORE,ENCORE,part803_maude,2,out_of_industry,,1470.0,ENCORE GROUP INC,3690.0,,,
"Bio Rad Laboratories, Inc.",BIO RAD LABORATORIES,part806_recall,2,out_of_industry,,2220.0,BIO-RAD LABORATORIES INC,3826.0,,,
EVENFLO CO,EVENFLO,part803_maude,2,out_of_industry,,146214.0,EVENFLO INC,3944.0,,,
"EVENFLO CO, INC.",EVENFLO,part803_maude,2,out_of_industry,,146214.0,EVENFLO INC,3944.0,,,
RITE AID CORP,RITE AID,part803_maude,2,out_of_industry,,9155.0,RITE AID CORP,5912.0,,,
ECOLAB INC,ECOLAB,part806_recall,2,out_of_industry,,4213.0,ECOLAB INC,2842.0,,,
"Craftmatic Industries, Inc.",CRAFTMATIC INDUSTRIES,part806_recall,2,out_of_industry,,12737.0,CRAFTMATIC INDUSTRIES INC,2510.0,,,
"ZIMMER, INC.",ZIMMER,part803_maude,2,out_of_industry,,11685.0,ZIMMER CORP,3716.0,,,
Emerson Radio Corp.,EMERSON RADIO,part806_recall,2,out_of_industry,,4322.0,EMERSON RADIO CORP,3651.0,,,
PROCTER & GAMBLE GMBH,PROCTER AND GAMBLE,part803_maude,2,out_of_industry,,8762.0,PROCTER & GAMBLE CO,2840.0,,,
NATIONAL MEDICAL CARE,NATIONAL MEDICAL CARE,part803_maude,2,out_of_industry,,7749.0,NATIONAL MEDICAL CARE,8090.0,,,
Fisher Scientific Co,FISHER SCIENTIFIC,part806_recall,2,out_of_industry,,13204.0,FISHER SCIENTIFIC INTL INC,5040.0,,,
"CHURCH AND DWIGHT CO., INC.",CHURCH AND DWIGHT,part803_maude,2,out_of_industry,,3026.0,CHURCH & DWIGHT INC,2840.0,,,
"Flir Systems, Inc.",FLIR SYSTEMS,part806_recall,2,out_of_industry,,28477.0,FLIR SYSTEMS INC,3812.0,,,
GENERAL MEDICAL CORP.,GENERAL MEDICAL,part803_maude,2,out_of_industry,,5067.0,GENERAL MEDICAL CORP,5190.0,,,
"CHURCH & DWIGHT CO, INC.",CHURCH AND DWIGHT,part803_maude,2,out_of_industry,,3026.0,CHURCH & DWIGHT INC,2840.0,,,
Gulf South Medical Supply Inc,GULF SOUTH MEDICAL SUPPLY,part806_recall,2,out_of_industry,,29933.0,GULF SOUTH MED SUPPLY INC,5047.0,,,
"Healthtronics, Inc.",HEALTHTRONICS,part806_recall,2,out_of_industry,,2589.0,HEALTHTRONICS INC,8093.0,,,
Hill-Rom Inc.,HILL ROM,part806_recall,2,out_of_industry,,5639.0,HILL-ROM HOLDINGS INC,2590.0,,,
HILL ROM CO. INC.,HILL ROM,part803_maude,2,out_of_industry,,5639.0,HILL-ROM HOLDINGS INC,2590.0,,,
"MERGE HEALTHCARE, INC",MERGE HEALTHCARE,part803_maude,2,out_of_industry,,66630.0,MERGE HEALTHCARE INC,7373.0,,,
"HILL ROM COMPANY, INC",HILL ROM,part803_maude,2,out_of_industry,,5639.0,HILL-ROM HOLDINGS INC,2590.0,,,
"Mesa Laboratories, Inc.",MESA LABORATORIES,part806_recall,2,out_of_industry,,7275.0,MESA LABORATORIES INC,3821.0,,,
Cerner Corp,CERNER,part806_recall,2,out_of_industry,,12850.0,CERNER CORP,7373.0,,,
"Visicu, Inc.",VISICU,part806_recall,2,out_of_industry,,166365.0,VISICU INC,7372.0,,,
HILL-ROM COMPANY INC.,HILL ROM,part803_maude,2,out_of_industry,,5639.0,HILL-ROM HOLDINGS INC,2590.0,,,
RITE-AID,RITE AID,part803_maude,2,out_of_industry,,9155.0,RITE AID CORP,5912.0,,,
SIEMENS CORP,SIEMENS,part803_maude,1,out_of_industry,,19349.0,SIEMENS AG,9997.0,,,
Affymetrix Inc,AFFYMETRIX,part806_recall,1,out_of_industry,,62990.0,AFFYMETRIX INC,3826.0,,,
Lifeline Systems Company,LIFELINE SYSTEMS,part806_recall,1,out_of_industry,,6722.0,LIFELINE SYSTEMS INC,3663.0,,,
RITE-AID CORP,RITE AID,part803_maude,1,out_of_industry,,9155.0,RITE AID CORP,5912.0,,,
"SIEMENS , AG.",SIEMENS,part803_maude,1,out_of_industry,,19349.0,SIEMENS AG,9997.0,,,
"SIEMENS AG,",SIEMENS,part803_maude,1,out_of_industry,,19349.0,SIEMENS AG,9997.0,,,
"SIEMENS,",SIEMENS,part803_maude,1,out_of_industry,,19349.0,SIEMENS AG,9997.0,,,
SIEMENS AG.,SIEMENS,part803_maude,1,out_of_industry,,19349.0,SIEMENS AG,9997.0,,,
SIEMENS COMPANY,SIEMENS,part803_maude,1,out_of_industry,,19349.0,SIEMENS AG,9997.0,,,
"Konica Minolta, Inc.",KONICA MINOLTA,part806_recall,1,out_of_industry,,100490.0,KONICA MINOLTA INC,3861.0,,,
Canon USA Inc,CANON,part806_recall,1,out_of_industry,,2721.0,CANON INC,3577.0,,,
Intraop Medical Corporation,INTRAOP MEDICAL,part806_recall,1,out_of_industry,,156216.0,INTRAOP MEDICAL CORP,7389.0,,,
Dick's Sporting Goods,DICK S SPORTING GOODS,part806_recall,1,out_of_industry,,150139.0,DICKS SPORTING GOODS INC,5940.0,,,
Groman Inc.,GROMAN,part806_recall,1,out_of_industry,,5350.0,GROMAN CORP,3260.0,,,
Exact Sciences Corporation,EXACT SCIENCES,part806_recall,1,out_of_industry,,141277.0,EXACT SCIENCES CORP,8731.0,,,
Encompass Group LLC,ENCOMPASS,part806_recall,1,out_of_industry,,31283.0,ENCOMPASS HOLDINGS INC,3663.0,,,
Emageon,EMAGEON,part806_recall,1,out_of_industry,,162356.0,EMAGEON INC,7372.0,,,
"Ecolab, Inc.",ECOLAB,part806_recall,1,out_of_industry,,4213.0,ECOLAB INC,2842.0,,,
Bayer Corp.,BAYER,part806_recall,1,out_of_industry,,100080.0,BAYER AG,2800.0,,,
Dow Corning Corp.,DOW CORNING,part806_recall,1,out_of_industry,,4061.0,DOW CORNING CORP,2821.0,,,
Diagnos Inc,DIAGNOS,part806_recall,1,out_of_industry,,141337.0,DIAGNOS INC,7372.0,,,
Bayer Corp,BAYER,part806_recall,1,out_of_industry,,100080.0,BAYER AG,2800.0,,,
Del Laboratories Inc.,DEL LABORATORIES,part806_recall,1,out_of_industry,,3840.0,DEL LABORATORIES INC,2844.0,,,
Cytyc Corporation,CYTYC,part806_recall,1,out_of_industry,,62336.0,CYTYC CORP,3826.0,,,
"Bio-rad Laboratories, Inc.",BIO RAD LABORATORIES,part806_recall,1,out_of_industry,,2220.0,BIO-RAD LABORATORIES INC,3826.0,,,
Cisco Systems Inc,CISCO SYSTEMS,part806_recall,1,out_of_industry,,20779.0,CISCO SYSTEMS INC,3576.0,,,
Chad Therapeutics Inc,CHAD THERAPEUTICS,part806_recall,1,out_of_industry,,2903.0,CHAD THERAPEUTICS INC,9995.0,,,
"Brookstone Company, Inc.",BROOKSTONE,part806_recall,1,out_of_industry,,27991.0,BROOKSTONE INC,5990.0,,,
Celera Corporation,CELERA,part806_recall,1,out_of_industry,,127234.0,CELERA CORP,8731.0,,,
IMTEC Corporation,IMTEC,part806_recall,1,out_of_industry,,12460.0,IMTEC INC,5110.0,,,
"Aspyra, Inc.",ASPYRA,part806_recall,1,out_of_industry,,3584.0,ASPYRA INC,7373.0,,,
"International Biomedical, Ltd.",BIOMEDICAL,part806_recall,1,out_of_industry,,27879.0,US BIOMEDICAL CORP,9995.0,,,
"SUMMER INFANT, INC.",SUMMER INFANT,part803_maude,1,out_of_industry,,176874.0,SUMMER INFANT INC,3990.0,,,
STAAR SURGICAL CORP.,STAAR SURGICAL,part803_maude,1,out_of_industry,,9969.0,STAAR SURGICAL CO,3851.0,,,
STAAR SURGICAL CORPORATION,STAAR SURGICAL,part803_maude,1,out_of_industry,,9969.0,STAAR SURGICAL CO,3851.0,,,
STAAR SURGICAL INC,STAAR SURGICAL,part803_maude,1,out_of_industry,,9969.0,STAAR SURGICAL CO,3851.0,,,
"Affymetrix, Inc.",AFFYMETRIX,part806_recall,1,out_of_industry,,62990.0,AFFYMETRIX INC,3826.0,,,
"STAAR SURGICAL, COMPANY",STAAR SURGICAL,part803_maude,1,out_of_industry,,9969.0,STAAR SURGICAL CO,3851.0,,,
STAAR SURGICAL.,STAAR SURGICAL,part803_maude,1,out_of_industry,,9969.0,STAAR SURGICAL CO,3851.0,,,
SULLIVAN,SULLIVAN,part803_maude,1,out_of_industry,,24391.0,SULLIVAN HOLDINGS INC  -CL C,2750.0,,,
THE HILL ROM COMPANY,HILL ROM,part803_maude,1,out_of_industry,,5639.0,HILL-ROM HOLDINGS INC,2590.0,,,
"Integrated Measurement Systems, Inc.",INTEGRATED MEASUREMENT SYSTEMS,part806_recall,1,out_of_industry,,61048.0,INTEGRATED MEASURMNT SYS INC,3825.0,,,
Agilent Technologies,AGILENT TECHNOLOGIES,part806_recall,1,out_of_industry,,126554.0,AGILENT TECHNOLOGIES INC,3826.0,,,
THE PROCTER & GAMBLE CO.,PROCTER AND GAMBLE,part803_maude,1,out_of_industry,,8762.0,PROCTER & GAMBLE CO,2840.0,,,
THE PROCTER AND GAMBLE COMPANY,PROCTER AND GAMBLE,part803_maude,1,out_of_industry,,8762.0,PROCTER & GAMBLE CO,2840.0,,,
VOCERA COMMUNICATIONS INC.,VOCERA COMMUNICATIONS,part803_maude,1,out_of_industry,,187739.0,VOCERA COMMUNICATIONS INC,3663.0,,,
WALMART INC.,WALMART,part803_maude,1,out_of_industry,,11259.0,WALMART INC,5331.0,,,
Cardinal Health Inc,CARDINAL HEALTH,part806_recall,1,out_of_industry,,2751.0,CARDINAL HEALTH INC,5122.0,,,
ZIMMER INC.,ZIMMER,part803_maude,1,out_of_industry,,11685.0,ZIMMER CORP,3716.0,,,
"ZIMMER , INC.",ZIMMER,part803_maude,1,out_of_industry,,11685.0,ZIMMER CORP,3716.0,,,
BECKMAN COULTER GMBH,BECKMAN COULTER,part803_maude,1,out_of_industry,,15106.0,BECKMAN COULTER INC,3826.0,,,
Measurement Specialties Inc,MEASUREMENT SPECIALTIES,part806_recall,1,out_of_industry,,12236.0,MEASUREMENT SPECIALTIES INC,3829.0,,,
FUJIFILM CORP,FUJIFILM,part803_maude,1,out_of_industry,,4925.0,FUJIFILM HLDGS CORP,3861.0,,,
ECOLAB,ECOLAB,part803_maude,1,out_of_industry,,4213.0,ECOLAB INC,2842.0,,,
ENCOMPASS,ENCOMPASS,part803_maude,1,out_of_industry,,31283.0,ENCOMPASS HOLDINGS INC,3663.0,,,
ENCOMPASS GROUP,ENCOMPASS,part803_maude,1,out_of_industry,,31283.0,ENCOMPASS HOLDINGS INC,3663.0,,,
EVENFLO CO. INC,EVENFLO,part803_maude,1,out_of_industry,,146214.0,EVENFLO INC,3944.0,,,
"EVENFLO COMPANY, INC.",EVENFLO,part803_maude,1,out_of_industry,,146214.0,EVENFLO INC,3944.0,,,
"EVOQUA WATER TECHNOLOGIES, LLC",EVOQUA WATER TECHNOLOGIES,part803_maude,1,out_of_industry,,32610.0,EVOQUA WATER TECH,3580.0,,,
AGILENT TECHNOLOGIES GMBH,AGILENT TECHNOLOGIES,part803_maude,1,out_of_industry,,126554.0,AGILENT TECHNOLOGIES INC,3826.0,,,
FRESENIUS MEDICAL CARE AG,FRESENIUS MEDICAL CARE,part803_maude,1,out_of_industry,,212782.0,FRESENIUS MEDICAL CARE AG,8090.0,,,
FRESENIUS MEDICAL CARE;,FRESENIUS MEDICAL CARE,part803_maude,1,out_of_industry,,212782.0,FRESENIUS MEDICAL CARE AG,8090.0,,,
FUJIFILM  CORPORATION,FUJIFILM,part803_maude,1,out_of_industry,,4925.0,FUJIFILM HLDGS CORP,3861.0,,,
"AGILENT TECHNOLOGIES , INC.",AGILENT TECHNOLOGIES,part803_maude,1,out_of_industry,,126554.0,AGILENT TECHNOLOGIES INC,3826.0,,,
PROCTER & GAMBLE INC.,PROCTER AND GAMBLE,part803_maude,1,out_of_industry,,8762.0,PROCTER & GAMBLE CO,2840.0,,,
GENERAL MEDICAL,GENERAL MEDICAL,part803_maude,1,out_of_industry,,5067.0,GENERAL MEDICAL CORP,5190.0,,,
GENERAL MEDICAL CO.,GENERAL MEDICAL,part803_maude,1,out_of_industry,,5067.0,GENERAL MEDICAL CORP,5190.0,,,
GENERAL MEDICAL CORPORATION,GENERAL MEDICAL,part803_maude,1,out_of_industry,,5067.0,GENERAL MEDICAL CORP,5190.0,,,
"AS Software, Inc.",SOFTWARE,part806_recall,1,out_of_industry,,222247.0,SOFTWARE GMBH,7372.0,,,
HILL - ROM,HILL ROM,part803_maude,1,out_of_industry,,5639.0,HILL-ROM HOLDINGS INC,2590.0,,,
"HILL -ROM, INC.",HILL ROM,part803_maude,1,out_of_industry,,5639.0,HILL-ROM HOLDINGS INC,2590.0,,,
HILL ROM CO,HILL ROM,part803_maude,1,out_of_industry,,5639.0,HILL-ROM HOLDINGS INC,2590.0,,,
HILL ROM CO INC.,HILL ROM,part803_maude,1,out_of_industry,,5639.0,HILL-ROM HOLDINGS INC,2590.0,,,
HILL ROM COMPANY INC,HILL ROM,part803_maude,1,out_of_industry,,5639.0,HILL-ROM HOLDINGS INC,2590.0,,,
"HILL ROM, INC",HILL ROM,part803_maude,1,out_of_industry,,5639.0,HILL-ROM HOLDINGS INC,2590.0,,,
CORAM HEALTHCARE CORP.,CORAM HEALTHCARE,part803_maude,1,out_of_industry,,30442.0,CORAM HEALTHCARE CORP,8082.0,,,
"AGILENT TECHNOLOGIES,INC",AGILENT TECHNOLOGIES,part803_maude,1,out_of_industry,,126554.0,AGILENT TECHNOLOGIES INC,3826.0,,,
"AGILENT TECHNOLOGIES,INC.",AGILENT TECHNOLOGIES,part803_maude,1,out_of_industry,,126554.0,AGILENT TECHNOLOGIES INC,3826.0,,,
"CHURCH AND DWIGHT COMPANY, INC.",CHURCH AND DWIGHT,part803_maude,1,out_of_industry,,3026.0,CHURCH & DWIGHT INC,2840.0,,,
BECKMAN COULTER. INC.,BECKMAN COULTER,part803_maude,1,out_of_industry,,15106.0,BECKMAN COULTER INC,3826.0,,,
BECKMAN  COULTER,BECKMAN COULTER,part803_maude,1,out_of_industry,,15106.0,BECKMAN COULTER INC,3826.0,,,
"BECKMAN-COULTER, INC",BECKMAN COULTER,part803_maude,1,out_of_industry,,15106.0,BECKMAN COULTER INC,3826.0,,,
BECKMAN. COULTER,BECKMAN COULTER,part803_maude,1,out_of_industry,,15106.0,BECKMAN COULTER INC,3826.0,,,
BIO-RAD  LABORATORIES,BIO RAD LABORATORIES,part803_maude,1,out_of_industry,,2220.0,BIO-RAD LABORATORIES INC,3826.0,,,
"BIO-RAD LABORATORIES,INC",BIO RAD LABORATORIES,part803_maude,1,out_of_industry,,2220.0,BIO-RAD LABORATORIES INC,3826.0,,,
CARDINAL HEALTH CORP,CARDINAL HEALTH,part803_maude,1,out_of_industry,,2751.0,CARDINAL HEALTH INC,5122.0,,,
CARDINAL HEALTH LLC,CARDINAL HEALTH,part803_maude,1,out_of_industry,,2751.0,CARDINAL HEALTH INC,5122.0,,,
ATRIUM CORP,ATRIUM,part803_maude,1,out_of_industry,,137170.0,ATRIUM CO INC,3442.0,,,
CARDINAL HEALTH.,CARDINAL HEALTH,part803_maude,1,out_of_industry,,2751.0,CARDINAL HEALTH INC,5122.0,,,
"AIRGAS, USA",AIRGAS,part803_maude,1,out_of_industry,,12950.0,AIRGAS INC,5084.0,,,
CHURCH & DWIGHT,CHURCH AND DWIGHT,part803_maude,1,out_of_industry,,3026.0,CHURCH & DWIGHT INC,2840.0,,,
"CHURCH & DWIGHT CO. , INC.",CHURCH AND DWIGHT,part803_maude,1,out_of_industry,,3026.0,CHURCH & DWIGHT INC,2840.0,,,
CHURCH & DWIGHT CO. INC,CHURCH AND DWIGHT,part803_maude,1,out_of_industry,,3026.0,CHURCH & DWIGHT INC,2840.0,,,
AIRGAS USA LLC.,AIRGAS,part803_maude,1,out_of_industry,,12950.0,AIRGAS INC,5084.0,,,
AIRGAS USA LLC,AIRGAS,part803_maude,1,out_of_industry,,12950.0,AIRGAS INC,5084.0,,,
"CHURCH & DWIGHT CO., LTD.",CHURCH AND DWIGHT,part803_maude,1,out_of_industry,,3026.0,CHURCH & DWIGHT INC,2840.0,,,
"CHURCH & DWIGHT CO.,INC.",CHURCH AND DWIGHT,part803_maude,1,out_of_industry,,3026.0,CHURCH & DWIGHT INC,2840.0,,,
CHURCH & DWIGHT COMPANY,CHURCH AND DWIGHT,part803_maude,1,out_of_industry,,3026.0,CHURCH & DWIGHT INC,2840.0,,,
"CHURCH & DWIGHT COMPANY, INC.",CHURCH AND DWIGHT,part803_maude,1,out_of_industry,,3026.0,CHURCH & DWIGHT INC,2840.0,,,
"CHURCH AND DWIGHT CO, INC.",CHURCH AND DWIGHT,part803_maude,1,out_of_industry,,3026.0,CHURCH & DWIGHT INC,2840.0,,,
HILL- ROM COMPANY,HILL ROM,part803_maude,1,out_of_industry,,5639.0,HILL-ROM HOLDINGS INC,2590.0,,,
Wescam Inc,WESCAM,part806_recall,1,out_of_industry,,61471.0,WESCAM INC,3663.0,,,
"HILL-ROM , INC.",HILL ROM,part803_maude,1,out_of_industry,,5639.0,HILL-ROM HOLDINGS INC,2590.0,,,
"BECKMAN COULTER , INC",BECKMAN COULTER,part803_maude,1,out_of_industry,,15106.0,BECKMAN COULTER INC,3826.0,,,
MEDICAL RESOURCES,MEDICAL RESOURCES,part803_maude,1,out_of_industry,,25699.0,MEDICAL RESOURCES INC,8071.0,,,
MEDLINE  INDUSTRIES LP,MEDLINE INDUSTRIES,part803_maude,1,out_of_industry,,7224.0,MEDLINE INDUSTRIES INC,2300.0,,,
"Radionics, Inc.",RADIONICS,part806_recall,1,out_of_industry,,8923.0,RADIONICS INC,3669.0,,,
"MEDLINE INDUSTRIES , INC.",MEDLINE INDUSTRIES,part803_maude,1,out_of_industry,,7224.0,MEDLINE INDUSTRIES INC,2300.0,,,
"MEDLINE INDUSTRIES ,LP",MEDLINE INDUSTRIES,part803_maude,1,out_of_industry,,7224.0,MEDLINE INDUSTRIES INC,2300.0,,,
"MEDLINE INDUSTRIES INC.,",MEDLINE INDUSTRIES,part803_maude,1,out_of_industry,,7224.0,MEDLINE INDUSTRIES INC,2300.0,,,
MEDLINE INDUSTRIES INCORPORATED,MEDLINE INDUSTRIES,part803_maude,1,out_of_industry,,7224.0,MEDLINE INDUSTRIES INC,2300.0,,,
"MEDLINE INDUSTRIES, INC,",MEDLINE INDUSTRIES,part803_maude,1,out_of_industry,,7224.0,MEDLINE INDUSTRIES INC,2300.0,,,
"OmniCell, Inc.",OMNICELL,part806_recall,1,out_of_industry,,142956.0,OMNICELL INC,3559.0,,,
"Ocular Sciences, Inc.",OCULAR SCIENCES,part806_recall,1,out_of_industry,,65217.0,OCULAR SCIENCES INC,3851.0,,,
"MEDLINE INDUSTRIES,INC.",MEDLINE INDUSTRIES,part803_maude,1,out_of_industry,,7224.0,MEDLINE INDUSTRIES INC,2300.0,,,
MEDLINE INDUSTRIES. INC.,MEDLINE INDUSTRIES,part803_maude,1,out_of_industry,,7224.0,MEDLINE INDUSTRIES INC,2300.0,,,
MERGE HEALTHCARE INC.,MERGE HEALTHCARE,part803_maude,1,out_of_industry,,66630.0,MERGE HEALTHCARE INC,7373.0,,,
"MERGE HEALTHCARE, INC.",MERGE HEALTHCARE,part803_maude,1,out_of_industry,,66630.0,MERGE HEALTHCARE INC,7373.0,,,
NESTLE USA INC,NESTLE,part803_maude,1,out_of_industry,,16603.0,NESTLE SA/AG,2000.0,,,
NEW ENGLAND NUCLEAR,NEW ENGLAND NUCLEAR,part803_maude,1,out_of_industry,,7838.0,NEW ENGLAND NUCLEAR CORP,2810.0,,,
"ORALABS, INC.",ORALABS,part803_maude,1,out_of_industry,,9413.0,ORALABS HOLDING CORP,2844.0,,,
OSTEOTECH,OSTEOTECH,part803_maude,1,out_of_industry,,24198.0,OSTEOTECH INC,8090.0,,,
OWLET,OWLET,part803_maude,1,out_of_industry,,39255.0,OWLET INC,3827.0,,,
Mesa Laboratories Inc,MESA LABORATORIES,part806_recall,1,out_of_industry,,7275.0,MESA LABORATORIES INC,3821.0,,,
"PROCTER & GAMBLE CO.,",PROCTER AND GAMBLE,part803_maude,1,out_of_industry,,8762.0,PROCTER & GAMBLE CO,2840.0,,,
MEDICAL INNOVATIONS,MEDICAL INNOVATIONS,part803_maude,1,out_of_industry,,15852.0,MEDICAL INNOVATIONS INC,8082.0,,,
