cik,company,sic,accession,document,file_date,period_ending,items,discovery_phrase,url,lead_source,doc_chars,has_fda_context,flag_warning_letter,body_mentions_warning_letter,flag_adverse_event,body_mentions_adverse_event,flag_recall,body_mentions_recall,flag_untitled_letter,body_mentions_untitled_letter,n_flags,n_flags_incl_untitled,domain_device_hits,domain_device_lead_hits,domain_drug_hits,domain_drug_lead_hits,domain_biologic_hits,domain_biologic_lead_hits,product_domain,is_device_domain
919015,BIOSPHERE MEDICAL INC  (CIK 0000919015),3841.0,0001047469-06-003469,a2168490zex-99_1.htm,2006-03-15,2006-03-09,1.01; 8.01; 9.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/919015/000104746906003469/a2168490zex-99_1.htm,exhibit_top,4482,True,False,False,False,False,True,True,False,False,1,1,1,0,4,4,0,0,drug,False
1739104,Elanco Animal Health Inc  (ELAN)  (CIK 0001739104),2834.0,0001047469-18-006441,a2236778zex-10_5.htm,2018-09-26,2018-09-24,1.01; 5.02; 9.01,"""product recall""",https://www.sec.gov/Archives/edgar/data/1739104/000104746918006441/a2236778zex-10_5.htm,exhibit_top,78117,True,False,False,False,False,True,True,False,False,1,1,0,0,2,0,0,0,drug,False
857171,ABLE LABORATORIES INC  (CIK 0000857171),2835.0,0001072613-05-001337,exhibit99-1_13579.txt,2005-05-27,2005-05-23,8.01; 9.01,"""product recall""",https://www.sec.gov/Archives/edgar/data/857171/000107261305001337/exhibit99-1_13579.txt,exhibit_top,4055,True,False,False,False,False,True,True,False,False,1,1,0,0,3,0,0,0,drug,False
857171,ABLE LABORATORIES INC  (CIK 0000857171),2835.0,0001072613-05-001680,exhibit99-1_13670.htm,2005-07-08,2005-07-01,5.02; 8.01; 9.01,"""product recall""",https://www.sec.gov/Archives/edgar/data/857171/000107261305001680/exhibit99-1_13670.htm,exhibit_top,3281,True,False,False,False,False,True,True,False,False,1,1,0,0,1,0,0,0,drug,False
885725,BOSTON SCIENTIFIC CORP  (BSX)  (CIK 0000885725),3841.0,0001072613-07-000982,exh99-1_15087.htm,2007-04-23,2007-04-23,2.02; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/885725/000107261307000982/exh99-1_15087.htm,exhibit_top,25828,True,True,True,False,False,False,False,False,False,1,1,11,0,0,0,1,0,device,True
885725,BOSTON SCIENTIFIC CORP  (BSX)  (CIK 0000885725),3841.0,0001072613-10-000728,exh99-1_16891.htm,2010-08-11,2010-08-11,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/885725/000107261310000728/exh99-1_16891.htm,exhibit_top,3831,True,True,True,False,False,False,False,False,False,1,1,1,1,0,0,0,0,device,True
885725,BOSTON SCIENTIFIC CORP  (BSX)  (CIK 0000885725),3841.0,0001072613-10-000728,form8-k_16891.htm,2010-08-11,2010-08-11,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/885725/000107261310000728/form8-k_16891.htm,item_anchored,2326,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
911216,PALATIN TECHNOLOGIES INC  (PTN)  (CIK 0000911216),2834.0,0001088020-05-000080,ex-99.htm,2005-12-19,2005-12-19,8.01; 9.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/911216/000108802005000080/ex-99.htm,exhibit_top,6731,True,False,False,False,False,True,True,False,False,1,1,0,0,0,0,0,0,unspecified,False
1093557,DEXCOM INC  (DXCM)  (CIK 0001093557),3841.0,0001093557-25-000047,dxcm-20250304.htm,2025-03-07,2025-03-04,7.01; 8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1093557/000109355725000047/dxcm-20250304.htm,item_anchored,6020,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
706698,UTAH MEDICAL PRODUCTS INC  (UTMD)  (CIK 0000706698),3841.0,0001096906-04-000075,umed8kfeb1104ex.txt,2004-02-11,2004-02-11,9,"""warning letter""",https://www.sec.gov/Archives/edgar/data/706698/000109690604000075/umed8kfeb1104ex.txt,exhibit_top,5469,True,True,True,False,False,False,False,False,False,1,1,5,0,0,0,0,0,device,True
815093,ANGEION CORP/MN  (CIK 0000815093),3841.0,0001104659-04-027921,a04-10666_18k.htm,2004-09-17,2004-09-13,8.01,"""product recall""",https://www.sec.gov/Archives/edgar/data/815093/000110465904027921/a04-10666_18k.htm,item_anchored,4231,True,False,False,False,False,True,True,False,False,1,1,1,1,0,0,0,0,device,True
706539,CHIRON CORP  (CIK 0000706539),2834.0,0001104659-04-039126,a04-14709_18k.htm,2004-12-10,2004-12-10,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/706539/000110465904039126/a04-14709_18k.htm,item_anchored,2157,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,1,1,biologic,False
706539,CHIRON CORP  (CIK 0000706539),2834.0,0001104659-04-039126,a04-14709_1ex99d1.htm,2004-12-10,2004-12-10,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/706539/000110465904039126/a04-14709_1ex99d1.htm,exhibit_top,4710,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,10,1,biologic,False
902600,AKSYS LTD  (CIK 0000902600),3845.0,0001104659-06-042679,a06-13897_28k.htm,2006-06-20,2006-06-08,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/902600/000110465906042679/a06-13897_28k.htm,item_anchored,2344,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
902600,AKSYS LTD  (CIK 0000902600),3845.0,0001104659-06-042679,a06-13897_2ex99d1.htm,2006-06-20,2006-06-08,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/902600/000110465906042679/a06-13897_2ex99d1.htm,exhibit_top,3957,True,True,True,False,False,False,False,False,False,1,1,1,0,0,0,0,0,device,True
902600,AKSYS LTD  (CIK 0000902600),3845.0,0001104659-06-042679,a06-13897_2ex99d2.htm,2006-06-20,2006-06-08,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/902600/000110465906042679/a06-13897_2ex99d2.htm,exhibit_top,4994,True,True,True,False,False,False,False,False,False,1,1,9,0,0,0,0,0,device,True
1099800,EDWARDS LIFESCIENCES CORP  (EW)  (CIK 0001099800),3842.0,0001104659-07-030408,a07-12023_1ex99d1.htm,2007-04-23,2007-04-23,2.02; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1099800/000110465907030408/a07-12023_1ex99d1.htm,exhibit_top,20398,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
1398090,"Power Medical Interventions, Inc.  (CIK 0001398090)",3841.0,0001104659-08-065731,a08-26853_18k.htm,2008-10-24,2008-10-22,3.01; 8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1398090/000110465908065731/a08-26853_18k.htm,item_anchored,2912,True,True,True,True,True,False,False,False,False,2,2,1,1,0,0,0,0,device,True
1398090,"Power Medical Interventions, Inc.  (CIK 0001398090)",3841.0,0001104659-08-065731,a08-26853_1ex99d1.htm,2008-10-24,2008-10-22,3.01; 8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1398090/000110465908065731/a08-26853_1ex99d1.htm,exhibit_top,6217,True,True,True,True,True,False,False,False,False,2,2,2,1,0,0,0,0,device,True
1274057,HOSPIRA INC  (CIK 0001274057),2834.0,0001104659-10-020094,a10-8286_18k.htm,2010-04-16,2010-04-13,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1274057/000110465910020094/a10-8286_18k.htm,item_anchored,5285,True,True,True,False,True,False,False,False,False,1,1,1,0,0,0,0,0,device,True
1005201,DEPOMED INC  (CIK 0001005201),2834.0,0001104659-10-034246,a10-12182_18k.htm,2010-06-17,2010-06-17,8.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/1005201/000110465910034246/a10-12182_18k.htm,item_anchored,5986,True,False,False,False,False,True,True,False,False,1,1,0,0,9,2,0,0,drug,False
1005201,DEPOMED INC  (CIK 0001005201),2834.0,0001104659-10-042406,a10-15359_1ex99d1.htm,2010-08-05,2010-08-05,2.02; 9.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/1005201/000110465910042406/a10-15359_1ex99d1.htm,exhibit_top,9647,True,False,False,False,False,True,True,False,False,1,1,0,0,5,1,0,0,drug,False
1274057,HOSPIRA INC  (CIK 0001274057),2834.0,0001104659-11-056487,a11-28131_1ex99d1.htm,2011-10-18,2011-10-18,2.02; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1274057/000110465911056487/a11-28131_1ex99d1.htm,exhibit_top,10920,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
1500157,"Lantheus Medical Imaging, Inc.  (CIK 0001500157)",2834.0,0001104659-11-056789,a11-28265_18k.htm,2011-10-19,2011-10-14,1.01; 7.01; 8.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/1500157/000110465911056789/a11-28265_18k.htm,item_anchored,7898,True,False,False,False,False,True,True,False,False,1,1,0,0,5,1,0,0,drug,False
350907,THORATEC CORP  (CIK 0000350907),3845.0,0001104659-12-001791,a12-2665_18k.htm,2012-01-12,2012-01-04,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/350907/000110465912001791/a12-2665_18k.htm,item_anchored,4530,True,True,True,True,True,False,False,False,False,2,2,1,1,0,0,0,0,device,True
1274057,HOSPIRA INC  (CIK 0001274057),2834.0,0001104659-12-060486,a12-19018_18k.htm,2012-08-28,2012-08-23,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1274057/000110465912060486/a12-19018_18k.htm,item_anchored,3181,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
1274057,HOSPIRA INC  (CIK 0001274057),2834.0,0001104659-12-060486,a12-19018_1ex99d1.htm,2012-08-28,2012-08-23,8.01; 9.01,"""initiated a recall""; ""warning letter""",https://www.sec.gov/Archives/edgar/data/1274057/000110465912060486/a12-19018_1ex99d1.htm,exhibit_top,13586,True,True,True,False,False,False,True,False,False,1,1,9,0,0,0,0,0,device,True
1158223,AFFYMAX INC  (CIK 0001158223),2834.0,0001104659-13-013417,a13-5959_1ex99d1.htm,2013-02-25,2013-02-23,8.01; 9.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/1158223/000110465913013417/a13-5959_1ex99d1.htm,exhibit_top,12659,True,False,False,False,True,True,True,False,False,1,1,0,0,5,0,0,0,drug,False
1274057,HOSPIRA INC  (CIK 0001274057),2834.0,0001104659-13-017370,a13-6672_18k.htm,2013-03-05,2013-03-01,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1274057/000110465913017370/a13-6672_18k.htm,item_anchored,4547,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
1158223,AFFYMAX INC  (CIK 0001158223),2834.0,0001104659-13-021807,a13-7774_1ex99d1.htm,2013-03-18,2013-03-18,5.02; 8.01; 9.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/1158223/000110465913021807/a13-7774_1ex99d1.htm,exhibit_top,3387,True,False,False,False,False,True,True,False,False,1,1,0,0,0,0,0,0,unspecified,False
1158223,AFFYMAX INC  (CIK 0001158223),2834.0,0001104659-13-026306,a13-7774_4ex99d1.htm,2013-04-02,2013-04-02,2.02; 9.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/1158223/000110465913026306/a13-7774_4ex99d1.htm,exhibit_top,11071,True,False,False,False,False,True,True,False,False,1,1,0,0,7,0,0,0,drug,False
1274057,HOSPIRA INC  (CIK 0001274057),2834.0,0001104659-13-041087,a13-12216_18k.htm,2013-05-14,2013-05-10,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1274057/000110465913041087/a13-12216_18k.htm,item_anchored,4596,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
1274057,HOSPIRA INC  (CIK 0001274057),2834.0,0001104659-13-041087,a13-12216_1ex99d2.htm,2013-05-14,2013-05-10,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1274057/000110465913041087/a13-12216_1ex99d2.htm,exhibit_top,20969,True,True,True,False,True,False,False,False,False,1,1,34,2,0,0,0,0,device,True
1274057,HOSPIRA INC  (CIK 0001274057),2834.0,0001104659-13-045497,a13-13584_18k.htm,2013-05-30,2013-05-29,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1274057/000110465913045497/a13-13584_18k.htm,item_anchored,4120,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
946840,VIROPHARMA INC  (CIK 0000946840),2834.0,0001104659-13-067625,a13-20063_18k.htm,2013-09-03,2013-08-29,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/946840/000110465913067625/a13-20063_18k.htm,item_anchored,5654,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,1,0,biologic,False
1360886,"OSIRIS THERAPEUTICS, INC.  (CIK 0001360886)",2836.0,0001104659-13-076521,a13-22547_18k.htm,2013-10-21,2013-10-21,7.01; 9.01,"""untitled letter""",https://www.sec.gov/Archives/edgar/data/1360886/000110465913076521/a13-22547_18k.htm,item_anchored,5236,True,False,False,False,False,False,False,True,True,0,1,0,0,0,0,2,0,biologic,False
1274057,HOSPIRA INC  (CIK 0001274057),2834.0,0001104659-13-091597,a13-26870_18k.htm,2013-12-20,2013-12-10,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1274057/000110465913091597/a13-26870_18k.htm,item_anchored,4271,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
1274057,HOSPIRA INC  (CIK 0001274057),2834.0,0001104659-14-018307,a14-7845_18k.htm,2014-03-11,2014-03-10,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1274057/000110465914018307/a14-7845_18k.htm,item_anchored,4127,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
1274057,HOSPIRA INC  (CIK 0001274057),2834.0,0001104659-14-018307,a14-7845_1ex99d1.htm,2014-03-11,2014-03-10,8.01; 9.01,"""field action""; ""product recall""; ""warning letter""",https://www.sec.gov/Archives/edgar/data/1274057/000110465914018307/a14-7845_1ex99d1.htm,exhibit_top,46813,True,True,True,False,True,False,True,False,False,1,1,29,1,28,1,0,0,mixed,False
912183,CUBIST PHARMACEUTICALS INC  (CIK 0000912183),2834.0,0001104659-14-057191,a14-18523_1ex99d1.htm,2014-08-06,2014-08-06,8.01; 9.01,"""product recall""; ""recall of certain""; ""voluntary recall""",https://www.sec.gov/Archives/edgar/data/912183/000110465914057191/a14-18523_1ex99d1.htm,exhibit_top,8796,True,False,False,False,False,True,True,False,False,1,1,0,0,7,2,0,0,drug,False
1325618,IRADIMED CORP  (IRMD)  (CIK 0001325618),3841.0,0001104659-14-064347,a14-20399_18k.htm,2014-09-03,2014-09-02,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1325618/000110465914064347/a14-20399_18k.htm,item_anchored,9942,True,True,True,False,False,False,False,False,False,1,1,8,0,0,0,0,0,device,True
1325618,IRADIMED CORP  (IRMD)  (CIK 0001325618),3841.0,0001104659-14-064347,a14-20399_1ex99d1.htm,2014-09-03,2014-09-02,8.01; 9.01,"""initiated a recall""; ""warning letter""",https://www.sec.gov/Archives/edgar/data/1325618/000110465914064347/a14-20399_1ex99d1.htm,exhibit_top,18403,True,True,True,False,False,False,True,False,False,1,1,30,0,0,0,0,0,device,True
1325618,IRADIMED CORP  (IRMD)  (CIK 0001325618),3841.0,0001104659-14-064347,a14-20399_1ex99d2.htm,2014-09-03,2014-09-02,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1325618/000110465914064347/a14-20399_1ex99d2.htm,exhibit_top,4224,True,True,True,False,False,False,False,False,False,1,1,5,1,0,0,0,0,device,True
1274057,HOSPIRA INC  (CIK 0001274057),2834.0,0001104659-14-069378,a14-21704_18k.htm,2014-10-01,2014-09-29,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1274057/000110465914069378/a14-21704_18k.htm,item_anchored,4627,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
1274057,HOSPIRA INC  (CIK 0001274057),2834.0,0001104659-14-069378,a14-21704_1ex99d1.htm,2014-10-01,2014-09-29,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1274057/000110465914069378/a14-21704_1ex99d1.htm,exhibit_top,13121,True,True,True,False,False,False,False,False,False,1,1,0,0,27,1,0,0,drug,False
1325618,IRADIMED CORP  (IRMD)  (CIK 0001325618),3841.0,0001104659-14-088058,a14-26606_1ex99d1.htm,2014-12-22,2014-12-22,7.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1325618/000110465914088058/a14-26606_1ex99d1.htm,exhibit_top,4936,True,True,True,False,False,False,False,False,False,1,1,6,2,0,0,0,0,device,True
1325618,IRADIMED CORP  (IRMD)  (CIK 0001325618),3841.0,0001104659-15-004890,a15-3228_1ex99d1.htm,2015-01-28,2015-01-28,7.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1325618/000110465915004890/a15-3228_1ex99d1.htm,exhibit_top,4726,True,True,True,False,False,False,False,False,False,1,1,5,2,0,0,0,0,device,True
1325618,IRADIMED CORP  (IRMD)  (CIK 0001325618),3841.0,0001104659-15-006807,a15-3713_1ex99d1.htm,2015-02-05,2015-02-05,2.02; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1325618/000110465915006807/a15-3713_1ex99d1.htm,exhibit_top,15516,True,True,True,False,False,False,False,False,False,1,1,3,1,0,0,0,0,device,True
1274057,HOSPIRA INC  (CIK 0001274057),2834.0,0001104659-15-026096,a15-8515_18k.htm,2015-04-07,2015-04-01,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1274057/000110465915026096/a15-8515_18k.htm,item_anchored,4563,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
1274057,HOSPIRA INC  (CIK 0001274057),2834.0,0001104659-15-026096,a15-8515_1ex99d1.htm,2015-04-07,2015-04-01,8.01; 9.01,"""untitled letter""; ""warning letter""",https://www.sec.gov/Archives/edgar/data/1274057/000110465915026096/a15-8515_1ex99d1.htm,exhibit_top,20997,True,True,True,False,False,False,False,False,True,1,1,0,0,33,0,0,0,drug,False
203077,ST JUDE MEDICAL INC  (CIK 0000203077),3845.0,0001104659-15-068928,a15-20681_18k.htm,2015-10-02,2015-10-01,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/203077/000110465915068928/a15-20681_18k.htm,item_anchored,3929,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
203077,ST JUDE MEDICAL INC  (CIK 0000203077),3845.0,0001104659-15-068928,a15-20681_1ex99d1.htm,2015-10-02,2015-10-01,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/203077/000110465915068928/a15-20681_1ex99d1.htm,exhibit_top,10673,True,True,True,False,False,False,False,False,False,1,1,9,1,0,0,0,0,device,True
1396814,"Pacira Pharmaceuticals, Inc.  (PCRX)  (CIK 0001396814)",2834.0,0001104659-15-084788,a15-25001_18k.htm,2015-12-15,2015-12-15,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1396814/000110465915084788/a15-25001_18k.htm,item_anchored,3719,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
1396814,"Pacira Pharmaceuticals, Inc.  (PCRX)  (CIK 0001396814)",2834.0,0001104659-15-084788,a15-25001_1ex99d1.htm,2015-12-15,2015-12-15,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1396814/000110465915084788/a15-25001_1ex99d1.htm,exhibit_top,10956,True,True,True,False,False,False,False,False,False,1,1,0,0,2,0,0,0,drug,False
1396814,"Pacira Pharmaceuticals, Inc.  (PCRX)  (CIK 0001396814)",2834.0,0001104659-15-084788,a15-25001_1ex99d4.htm,2015-12-15,2015-12-15,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1396814/000110465915084788/a15-25001_1ex99d4.htm,exhibit_top,7157,True,True,True,False,False,False,False,False,False,1,1,0,0,3,1,0,0,drug,False
1492674,"T2 Biosystems, Inc.  (TTOO)  (CIK 0001492674)",3841.0,0001104659-16-131541,a16-14599_18k.htm,2016-07-07,2016-07-07,5.02; 7.01; 8.01; 9.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/1492674/000110465916131541/a16-14599_18k.htm,item_anchored,7780,True,False,False,False,False,True,True,False,False,1,1,0,0,0,0,0,0,unspecified,False
1393434,"OCULAR THERAPEUTIX, INC  (OCUL)  (CIK 0001393434)",2834.0,0001104659-18-062857,a18-36985_18k.htm,2018-10-19,2018-10-18,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1393434/000110465918062857/a18-36985_18k.htm,item_anchored,2567,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
1393434,"OCULAR THERAPEUTIX, INC  (OCUL)  (CIK 0001393434)",2834.0,0001104659-18-062857,a18-36985_1ex99d1.htm,2018-10-19,2018-10-18,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1393434/000110465918062857/a18-36985_1ex99d1.htm,exhibit_top,6126,True,True,True,False,False,False,False,False,False,1,1,5,2,1,0,0,0,device,True
1325618,IRADIMED CORP  (IRMD)  (CIK 0001325618),3841.0,0001104659-19-053299,a19-19683_18k.htm,2019-10-08,2019-10-08,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1325618/000110465919053299/a19-19683_18k.htm,item_anchored,5575,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
1325618,IRADIMED CORP  (IRMD)  (CIK 0001325618),3841.0,0001104659-19-053299,a19-19683_1ex99d1.htm,2019-10-08,2019-10-08,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1325618/000110465919053299/a19-19683_1ex99d1.htm,exhibit_top,5626,True,True,True,False,False,False,False,False,False,1,1,4,2,0,0,0,0,device,True
1325618,IRADIMED CORP  (IRMD)  (CIK 0001325618),3841.0,0001104659-19-053299,a19-19683_1ex99d2.htm,2019-10-08,2019-10-08,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1325618/000110465919053299/a19-19683_1ex99d2.htm,exhibit_top,1504,True,True,True,False,False,False,False,False,False,1,1,1,0,0,0,0,0,device,True
352998,"Teligent, Inc.  (CIK 0000352998)",2834.0,0001104659-19-071664,tm1924967-1_8k.htm,2019-12-11,2019-11-26,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/352998/000110465919071664/tm1924967-1_8k.htm,item_anchored,5655,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
1393434,"OCULAR THERAPEUTIX, INC  (OCUL)  (CIK 0001393434)",2834.0,0001104659-20-114553,tm2033068-1_8k.htm,2020-10-13,2020-10-13,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1393434/000110465920114553/tm2033068-1_8k.htm,item_anchored,15641,True,True,True,False,False,False,False,False,False,1,1,3,0,0,0,0,0,device,True
352998,"Teligent, Inc.  (CIK 0000352998)",2834.0,0001104659-21-060387,tm2114995d1_ex99-1.htm,2021-05-04,2021-05-03,2.02; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/352998/000110465921060387/tm2114995d1_ex99-1.htm,exhibit_top,16666,True,True,True,False,False,False,False,False,False,1,1,0,0,3,0,0,0,drug,False
1708527,"AZIYO BIOLOGICS, INC.  (ELUT)  (CIK 0001708527)",2836.0,0001104659-21-077403,tm2118976d1_8k.htm,2021-06-07,2021-06-07,7.01; 8.01; 9.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/1708527/000110465921077403/tm2118976d1_8k.htm,item_anchored,7160,True,False,False,False,False,True,True,False,False,1,1,0,0,0,0,0,0,unspecified,False
1708527,"AZIYO BIOLOGICS, INC.  (ELUT)  (CIK 0001708527)",2836.0,0001104659-21-077403,tm2118976d1_ex99-1.htm,2021-06-07,2021-06-07,7.01; 8.01; 9.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/1708527/000110465921077403/tm2118976d1_ex99-1.htm,exhibit_top,5692,True,False,False,False,False,True,True,False,False,1,1,2,0,0,0,0,0,device,True
1708527,"AZIYO BIOLOGICS, INC.  (ELUT)  (CIK 0001708527)",2836.0,0001104659-21-083763,tm2120339d1_8k.htm,2021-06-22,2021-06-22,8.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/1708527/000110465921083763/tm2120339d1_8k.htm,item_anchored,8501,True,False,False,False,False,True,True,False,False,1,1,1,0,0,0,0,0,device,True
1708527,"AZIYO BIOLOGICS, INC.  (ELUT)  (CIK 0001708527)",2836.0,0001104659-23-080808,tm2321274d1_8k.htm,2023-07-13,2023-07-13,7.01; 8.01; 9.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/1708527/000110465923080808/tm2321274d1_8k.htm,item_anchored,8546,True,False,False,False,False,True,True,False,False,1,1,0,0,0,0,0,0,unspecified,False
1708527,"AZIYO BIOLOGICS, INC.  (ELUT)  (CIK 0001708527)",2836.0,0001104659-23-080808,tm2321274d1_ex99-1.htm,2023-07-13,2023-07-13,7.01; 8.01; 9.01,"""product recall""; ""voluntary recall""",https://www.sec.gov/Archives/edgar/data/1708527/000110465923080808/tm2321274d1_ex99-1.htm,exhibit_top,6237,True,False,False,False,False,True,True,False,False,1,1,4,1,0,0,0,0,device,True
946563,RETRACTABLE TECHNOLOGIES INC  (RVP)  (CIK 0000946563),3841.0,0001104659-24-025003,tm246569d1_8k.htm,2024-02-16,2024-02-05,8.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/946563/000110465924025003/tm246569d1_8k.htm,item_anchored,3465,True,False,False,False,False,True,True,False,False,1,1,0,0,0,0,0,0,unspecified,False
820081,CAMBREX CORP  (CIK 0000820081),2834.0,0001140361-09-019607,ex99_1.htm,2009-08-24,2009-08-24,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/820081/000114036109019607/ex99_1.htm,exhibit_top,1994,True,True,True,False,False,False,False,False,False,1,1,0,0,4,2,0,0,drug,False
820081,CAMBREX CORP  (CIK 0000820081),2834.0,0001140361-09-019607,form8k.htm,2009-08-24,2009-08-24,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/820081/000114036109019607/form8k.htm,item_anchored,2230,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
1030206,VASCULAR SOLUTIONS INC  (CIK 0001030206),3841.0,0001140361-13-017181,ex99_1.htm,2013-04-23,2013-04-23,2.02; 9.01,"""initiated a recall""; ""product recall""",https://www.sec.gov/Archives/edgar/data/1030206/000114036113017181/ex99_1.htm,exhibit_top,19048,True,False,False,False,False,True,True,False,False,1,1,19,1,0,0,0,0,device,True
1030206,VASCULAR SOLUTIONS INC  (CIK 0001030206),3841.0,0001140361-13-028680,ex99_1.htm,2013-07-23,2013-07-23,2.02; 9.01,"""initiated a recall""; ""product recall""",https://www.sec.gov/Archives/edgar/data/1030206/000114036113028680/ex99_1.htm,exhibit_top,18665,True,False,False,False,False,True,True,False,False,1,1,19,0,0,0,0,0,device,True
