cik,company,sic,accession,document,file_date,period_ending,items,discovery_phrase,url,lead_source,doc_chars,has_fda_context,flag_warning_letter,body_mentions_warning_letter,flag_adverse_event,body_mentions_adverse_event,flag_recall,body_mentions_recall,flag_untitled_letter,body_mentions_untitled_letter,n_flags,n_flags_incl_untitled,domain_device_hits,domain_device_lead_hits,domain_drug_hits,domain_drug_lead_hits,domain_biologic_hits,domain_biologic_lead_hits,product_domain,is_device_domain
899866,ALEXION PHARMACEUTICALS INC  (CIK 0000899866),2834.0,0000899866-13-000066,a8-kfdawlmarch20133.htm,2013-03-28,2013-03-27,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/899866/000089986613000066/a8-kfdawlmarch20133.htm,item_anchored,5871,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
899866,ALEXION PHARMACEUTICALS INC  (CIK 0000899866),2834.0,0000899866-13-000160,a8-k08202013.htm,2013-08-20,2013-08-19,8.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/899866/000089986613000160/a8-k08202013.htm,item_anchored,5439,True,False,False,False,False,True,True,False,False,1,1,0,0,7,3,0,0,drug,False
899866,ALEXION PHARMACEUTICALS INC  (CIK 0000899866),2834.0,0000899866-13-000191,a8-k11122013.htm,2013-11-12,2013-11-06,8.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/899866/000089986613000191/a8-k11122013.htm,item_anchored,6435,True,False,False,False,False,True,True,False,False,1,1,0,0,2,2,0,0,drug,False
899866,ALEXION PHARMACEUTICALS INC  (CIK 0000899866),2834.0,0000899866-13-000199,pressrelease121313.htm,2013-12-13,2013-12-13,8.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/899866/000089986613000199/pressrelease121313.htm,exhibit_top,6095,True,False,False,False,True,True,True,False,False,1,1,0,0,4,1,0,0,drug,False
899866,ALEXION PHARMACEUTICALS INC  (CIK 0000899866),2834.0,0000899866-14-000186,a8-kf08252014.htm,2014-08-25,2014-08-22,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/899866/000089986614000186/a8-kf08252014.htm,item_anchored,4924,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
1012394,EP MEDSYSTEMS INC  (CIK 0001012394),3841.0,0000902561-06-000177,form8k_fdaletter11-100606.htm,2006-10-06,2006-10-02,8.01,"""voluntary recall""; ""warning letter""",https://www.sec.gov/Archives/edgar/data/1012394/000090256106000177/form8k_fdaletter11-100606.htm,item_anchored,2635,True,True,True,False,False,True,True,False,False,2,2,0,0,0,0,0,0,unspecified,False
1012131,NOVOSTE CORP /FL/  (CIK 0001012131),3845.0,0000914062-02-000539,novoste8k802ex991.txt,2002-08-20,2002-08-19,5; 7,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/1012131/000091406202000539/novoste8k802ex991.txt,exhibit_top,4235,True,False,False,False,False,True,True,False,False,1,1,7,5,0,0,0,0,device,True
784199,CRYOLIFE INC  (AORT)  (CIK 0000784199),3841.0,0000914062-13-000050,cryolife8k2113.htm,2013-02-01,2013-01-30,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/784199/000091406213000050/cryolife8k2113.htm,item_anchored,5500,True,True,True,False,False,False,False,False,False,1,1,2,0,0,0,0,0,device,True
1275187,ANGIODYNAMICS INC  (ANGO)  (CIK 0001275187),3841.0,0000914121-11-000030,an20110125-8k.htm,2011-01-26,2011-01-24,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1275187/000091412111000030/an20110125-8k.htm,item_anchored,6352,True,True,True,False,False,False,False,False,False,1,1,1,0,0,0,0,0,device,True
1275187,ANGIODYNAMICS INC  (ANGO)  (CIK 0001275187),3841.0,0000914121-11-000030,an20110125-ex99_1.htm,2011-01-26,2011-01-24,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1275187/000091412111000030/an20110125-ex99_1.htm,exhibit_top,4495,True,True,True,False,False,False,False,False,False,1,1,1,0,0,0,0,0,device,True
1275187,ANGIODYNAMICS INC  (ANGO)  (CIK 0001275187),3841.0,0000914121-12-000070,an25169473-8k.htm,2012-01-25,2012-01-24,8.01; 9.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/1275187/000091412112000070/an25169473-8k.htm,item_anchored,5128,True,False,False,False,False,True,True,False,False,1,1,1,0,0,0,0,0,device,True
1275187,ANGIODYNAMICS INC  (ANGO)  (CIK 0001275187),3841.0,0000914121-12-000070,an25169473-ex99_1.htm,2012-01-25,2012-01-24,8.01; 9.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/1275187/000091412112000070/an25169473-ex99_1.htm,exhibit_top,9369,True,False,False,False,False,True,True,False,False,1,1,3,1,0,0,0,0,device,True
1275187,ANGIODYNAMICS INC  (ANGO)  (CIK 0001275187),3841.0,0000914121-14-000517,an31719078-8k.htm,2014-11-14,2014-11-05,7.01; 8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1275187/000091412114000517/an31719078-8k.htm,item_anchored,4860,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
816956,CONMED CORP  (CNMD)  (CIK 0000816956),3845.0,0000914317-09-001834,ex99-1.htm,2009-09-09,2009-09-09,8.01,"""recall of certain""; ""voluntary recall""",https://www.sec.gov/Archives/edgar/data/816956/000091431709001834/ex99-1.htm,exhibit_top,6894,True,False,False,False,False,True,True,False,False,1,1,4,1,0,0,0,0,device,True
917520,INTEGRA LIFESCIENCES HOLDINGS CORP  (IART)  (CIK 0000917520),3841.0,0000917520-19-000015,a8-kfiledmarch112019.htm,2019-03-11,2019-03-07,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/917520/000091752019000015/a8-kfiledmarch112019.htm,item_anchored,6438,True,True,True,False,False,False,False,False,False,1,1,2,0,0,0,0,0,device,True
917520,INTEGRA LIFESCIENCES HOLDINGS CORP  (IART)  (CIK 0000917520),3841.0,0000917520-23-000035,iart-20230522.htm,2023-05-23,2023-05-22,2.06; 7.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/917520/000091752023000035/iart-20230522.htm,item_anchored,10186,True,False,False,False,False,True,True,False,False,1,1,2,0,0,0,0,0,device,True
917520,INTEGRA LIFESCIENCES HOLDINGS CORP  (IART)  (CIK 0000917520),3841.0,0000917520-23-000060,iart-20230726.htm,2023-07-27,2023-07-26,2.02; 8.01; 9.01,"""voluntary recall""; ""warning letter""",https://www.sec.gov/Archives/edgar/data/917520/000091752023000060/iart-20230726.htm,item_anchored,23471,True,True,True,False,True,False,True,False,False,1,1,7,0,0,0,0,0,device,True
917520,INTEGRA LIFESCIENCES HOLDINGS CORP  (IART)  (CIK 0000917520),3841.0,0000917520-25-000004,iart-20241219.htm,2025-01-06,2024-12-19,8.01,"""voluntary recall""; ""warning letter""",https://www.sec.gov/Archives/edgar/data/917520/000091752025000004/iart-20241219.htm,item_anchored,7650,True,True,True,False,False,False,True,False,False,1,1,3,0,0,0,0,0,device,True
1196298,NEPHROS INC  (NEPH)  (CIK 0001196298),3841.0,0000922423-07-001237,kl10006_ex99-1.htm,2007-10-03,2007-09-27,3.01; 8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1196298/000092242307001237/kl10006_ex99-1.htm,exhibit_top,7805,True,True,True,False,False,False,False,False,False,1,1,1,0,0,0,0,0,device,True
718007,CARRINGTON LABORATORIES INC /TX/  (CIK 0000718007),2834.0,0000926236-05-000113,cli8k090105.txt,2005-09-01,2005-09-01,8.01; 9.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/718007/000092623605000113/cli8k090105.txt,item_anchored,2954,True,False,False,False,False,True,True,False,False,1,1,0,0,0,0,0,0,unspecified,False
718007,CARRINGTON LABORATORIES INC /TX/  (CIK 0000718007),2834.0,0000926236-05-000113,exh99-1.txt,2005-09-01,2005-09-01,8.01; 9.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/718007/000092623605000113/exh99-1.txt,exhibit_top,4166,True,False,False,False,False,True,True,False,False,1,1,1,0,0,0,0,0,device,True
1012131,NOVOSTE CORP /FL/  (CIK 0001012131),3845.0,0000931763-02-000155,d8k.txt,2002-01-28,2002-01-28,5,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/1012131/000093176302000155/d8k.txt,exhibit_top,2949,True,False,False,False,False,True,True,False,False,1,1,0,0,0,0,0,0,unspecified,False
937556,MASIMO CORP  (MASI)  (CIK 0000937556),3845.0,0000937556-17-000134,masi-20170605x8k.htm,2017-06-06,2017-05-26,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/937556/000093755617000134/masi-20170605x8k.htm,item_anchored,5197,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
937556,MASIMO CORP  (MASI)  (CIK 0000937556),3845.0,0000937556-17-000134,masi-20170605xex991.htm,2017-06-06,2017-05-26,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/937556/000093755617000134/masi-20170605xex991.htm,exhibit_top,1379,True,True,True,False,False,False,False,False,False,1,1,1,0,0,0,0,0,device,True
10795,BECTON DICKINSON & CO  (BDX)  (CIK 0000010795),3841.0,0000950117-03-003801,ex99-1.txt,2003-08-25,2003-08-22,7; 9,"""product recall""",https://www.sec.gov/Archives/edgar/data/10795/000095011703003801/ex99-1.txt,exhibit_top,4419,True,False,False,False,False,True,True,False,False,1,1,0,0,0,0,0,0,unspecified,False
879993,DUSA PHARMACEUTICALS INC  (CIK 0000879993),2834.0,0000950123-06-011499,y24653e8vk.txt,2006-09-12,2006-09-12,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/879993/000095012306011499/y24653e8vk.txt,item_anchored,4621,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
1006195,MATRIXX INITIATIVES INC  (CIK 0001006195),2834.0,0000950123-09-014311,p15142e8vk.htm,2009-06-16,2009-06-16,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1006195/000095012309014311/p15142e8vk.htm,item_anchored,2916,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
1006195,MATRIXX INITIATIVES INC  (CIK 0001006195),2834.0,0000950123-09-014518,p15148exv99w1.htm,2009-06-17,2009-06-16,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1006195/000095012309014518/p15148exv99w1.htm,exhibit_top,3567,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
1006195,MATRIXX INITIATIVES INC  (CIK 0001006195),2834.0,0000950123-09-015163,p15178e8vk.htm,2009-06-19,2009-06-18,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1006195/000095012309015163/p15178e8vk.htm,item_anchored,6783,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
1006195,MATRIXX INITIATIVES INC  (CIK 0001006195),2834.0,0000950123-09-016027,p15193e8vk.htm,2009-06-23,2009-06-19,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1006195/000095012309016027/p15193e8vk.htm,item_anchored,2287,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
1006195,MATRIXX INITIATIVES INC  (CIK 0001006195),2834.0,0000950123-09-019985,p15266e8vk.htm,2009-07-02,2009-07-02,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1006195/000095012309019985/p15266e8vk.htm,item_anchored,10037,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
1006195,MATRIXX INITIATIVES INC  (CIK 0001006195),2834.0,0000950123-09-033103,p15590exv99w1.htm,2009-08-11,2009-08-10,2.02; 9.01,"""product recall""; ""warning letter""",https://www.sec.gov/Archives/edgar/data/1006195/000095012309033103/p15590exv99w1.htm,exhibit_top,10990,True,False,True,False,False,True,True,False,False,1,1,0,0,0,0,0,0,unspecified,False
1006195,MATRIXX INITIATIVES INC  (CIK 0001006195),2834.0,0000950123-09-052811,p16164e8vk.htm,2009-10-26,2009-10-23,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1006195/000095012309052811/p16164e8vk.htm,item_anchored,5796,True,True,True,False,True,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
1006195,MATRIXX INITIATIVES INC  (CIK 0001006195),2834.0,0000950123-09-064333,p16354e8vk.htm,2009-11-19,2009-11-16,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1006195/000095012309064333/p16354e8vk.htm,item_anchored,2006,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
1006195,MATRIXX INITIATIVES INC  (CIK 0001006195),2834.0,0000950123-09-064333,p16354exv99w1.htm,2009-11-19,2009-11-16,8.01,"""adverse event report""; ""warning letter""",https://www.sec.gov/Archives/edgar/data/1006195/000095012309064333/p16354exv99w1.htm,exhibit_top,61780,True,True,True,False,True,False,True,False,False,1,1,1,0,12,0,1,0,drug,False
1006195,MATRIXX INITIATIVES INC  (CIK 0001006195),2834.0,0000950123-09-066683,p16423e8vk.htm,2009-11-30,2009-11-24,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1006195/000095012309066683/p16423e8vk.htm,item_anchored,2402,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
1323115,Cardiac Science CORP  (CIK 0001323115),3841.0,0000950123-10-008736,v54823e8vk.htm,2010-02-04,2010-02-03,2.02; 8.01; 9.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/1323115/000095012310008736/v54823e8vk.htm,item_anchored,3005,True,False,False,False,False,True,True,False,False,1,1,0,0,0,0,0,0,unspecified,False
1323115,Cardiac Science CORP  (CIK 0001323115),3841.0,0000950123-10-008736,v54823exv99w1.htm,2010-02-04,2010-02-03,2.02; 8.01; 9.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/1323115/000095012310008736/v54823exv99w1.htm,exhibit_top,4190,True,False,False,False,False,True,True,False,False,1,1,2,2,0,0,0,0,device,True
1323115,Cardiac Science CORP  (CIK 0001323115),3841.0,0000950123-10-013777,v55014e8vk.htm,2010-02-17,2010-02-17,8.01,"""product recall""; ""warning letter""",https://www.sec.gov/Archives/edgar/data/1323115/000095012310013777/v55014e8vk.htm,item_anchored,4403,True,True,True,False,False,False,True,False,False,1,1,0,0,0,0,0,0,unspecified,False
1006195,MATRIXX INITIATIVES INC  (CIK 0001006195),2834.0,0000950123-10-022184,p17096e8vk.htm,2010-03-09,2010-03-05,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1006195/000095012310022184/p17096e8vk.htm,item_anchored,2322,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
1172480,SANTARUS INC  (CIK 0001172480),2834.0,0000950123-10-058745,a56529e8vk.htm,2010-06-17,2010-06-17,8.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/1172480/000095012310058745/a56529e8vk.htm,item_anchored,7277,True,False,False,False,False,True,True,False,False,1,1,0,0,12,3,0,0,drug,False
1323115,Cardiac Science CORP  (CIK 0001323115),3841.0,0000950123-10-066913,v56401e8vk.htm,2010-07-21,2010-07-16,1.01; 2.03; 8.01; 9.01,"""field action""",https://www.sec.gov/Archives/edgar/data/1323115/000095012310066913/v56401e8vk.htm,item_anchored,6754,True,False,False,False,False,True,True,False,False,1,1,0,0,0,0,0,0,unspecified,False
1323115,Cardiac Science CORP  (CIK 0001323115),3841.0,0000950123-10-066913,v56401exv99w1.htm,2010-07-21,2010-07-16,1.01; 2.03; 8.01; 9.01,"""field action""",https://www.sec.gov/Archives/edgar/data/1323115/000095012310066913/v56401exv99w1.htm,exhibit_top,7172,True,False,False,False,False,True,True,False,False,1,1,1,1,0,0,0,0,device,True
1006195,MATRIXX INITIATIVES INC  (CIK 0001006195),2834.0,0000950123-10-079386,p18080e8vk.htm,2010-08-20,2010-08-19,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1006195/000095012310079386/p18080e8vk.htm,item_anchored,4088,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
1322505,Biodel Inc  (CIK 0001322505),2834.0,0000950123-10-080117,y86349e8vk.htm,2010-08-24,2010-08-20,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1322505/000095012310080117/y86349e8vk.htm,item_anchored,6325,True,True,True,False,False,False,False,False,False,1,1,0,0,4,0,0,0,drug,False
1003642,IMPAX LABORATORIES INC  (CIK 0001003642),2834.0,0000950123-11-056828,c18455e8vk.htm,2011-06-06,2011-06-03,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1003642/000095012311056828/c18455e8vk.htm,item_anchored,2355,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
1003642,IMPAX LABORATORIES INC  (CIK 0001003642),2834.0,0000950123-11-056828,c18455exv99w1.htm,2011-06-06,2011-06-03,8.01; 9.01,"""voluntary recall""; ""warning letter""",https://www.sec.gov/Archives/edgar/data/1003642/000095012311056828/c18455exv99w1.htm,exhibit_top,7476,True,True,True,False,False,False,True,False,False,1,1,0,0,1,0,0,0,drug,False
3116,AKORN INC  (CIK 0000003116),2834.0,0000950124-07-001913,c13820e8vk.htm,2007-04-02,2007-03-29,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/3116/000095012407001913/c13820e8vk.htm,item_anchored,3102,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
780434,RESPIRONICS INC  (CIK 0000780434),3842.0,0000950128-04-000136,j0560401exv99.htm,2004-02-11,2004-02-10,12,"""warning letter""",https://www.sec.gov/Archives/edgar/data/780434/000095012804000136/j0560401exv99.htm,exhibit_top,2504,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
883697,REGEN BIOLOGICS INC  (CIK 0000883697),3841.0,0000950133-05-004374,w13175e8vk.htm,2005-09-28,2005-09-23,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/883697/000095013305004374/w13175e8vk.htm,item_anchored,4119,True,True,True,False,False,False,False,False,False,1,1,1,0,0,0,0,0,device,True
883697,REGEN BIOLOGICS INC  (CIK 0000883697),3841.0,0000950133-05-004374,w13175exv99w1.htm,2005-09-28,2005-09-23,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/883697/000095013305004374/w13175exv99w1.htm,exhibit_top,1892,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
883697,REGEN BIOLOGICS INC  (CIK 0000883697),3841.0,0000950133-05-004374,w13175exv99w2.htm,2005-09-28,2005-09-23,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/883697/000095013305004374/w13175exv99w2.htm,exhibit_top,14867,True,True,True,False,False,False,False,False,False,1,1,5,0,0,0,0,0,device,True
57055,KV PHARMACEUTICAL CO /DE/  (CIK 0000057055),2834.0,0000950133-08-004123,w72084bexv99w1.htm,2008-12-24,2008-12-23,8.01; 9.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/57055/000095013308004123/w72084bexv99w1.htm,exhibit_top,8421,True,False,False,False,False,True,True,False,False,1,1,0,0,10,4,0,0,drug,False
57055,KV PHARMACEUTICAL CO /DE/  (CIK 0000057055),2834.0,0000950133-09-000125,w72437exv99w1.htm,2009-01-26,2009-01-22,2.04; 8.01; 9.01,"""product recall""; ""voluntary recall""",https://www.sec.gov/Archives/edgar/data/57055/000095013309000125/w72437exv99w1.htm,exhibit_top,9220,True,False,False,False,False,True,True,False,False,1,1,0,0,1,0,0,0,drug,False
57055,KV PHARMACEUTICAL CO /DE/  (CIK 0000057055),2834.0,0000950133-09-000241,w72507exv99w1.htm,2009-02-06,2009-01-28,8.01; 9.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/57055/000095013309000241/w72507exv99w1.htm,exhibit_top,9665,True,False,False,False,False,True,True,False,False,1,1,0,0,96,1,0,0,drug,False
57055,KV PHARMACEUTICAL CO /DE/  (CIK 0000057055),2834.0,0000950133-09-000241,w72507exv99w2.htm,2009-02-06,2009-01-28,8.01; 9.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/57055/000095013309000241/w72507exv99w2.htm,exhibit_top,3165,True,False,False,False,False,True,True,False,False,1,1,0,0,0,0,0,0,unspecified,False
720013,COLORADO MEDTECH INC  (CIK 0000720013),3845.0,0000950134-01-000628,d83733ex99-1.txt,2001-01-31,2001-01-31,5; 7,"""warning letter""",https://www.sec.gov/Archives/edgar/data/720013/000095013401000628/d83733ex99-1.txt,exhibit_top,4511,True,True,True,False,False,False,False,False,False,1,1,5,4,0,0,0,0,device,True
720013,COLORADO MEDTECH INC  (CIK 0000720013),3845.0,0000950134-01-507290,d91348e8-k.txt,2001-10-15,2001-10-15,5; 7,"""warning letter""",https://www.sec.gov/Archives/edgar/data/720013/000095013401507290/d91348e8-k.txt,exhibit_top,1627,True,True,True,False,False,False,False,False,False,1,1,1,1,0,0,0,0,device,True
720013,COLORADO MEDTECH INC  (CIK 0000720013),3845.0,0000950134-01-507290,d91348ex99-1.txt,2001-10-15,2001-10-15,5; 7,"""warning letter""",https://www.sec.gov/Archives/edgar/data/720013/000095013401507290/d91348ex99-1.txt,exhibit_top,4172,True,True,True,False,False,False,False,False,False,1,1,5,3,0,0,0,0,device,True
805928,LECTEC CORP /MN/  (AXGN)  (CIK 0000805928),3845.0,0000950134-06-012015,c06221exv99w1.txt,2006-06-22,2006-06-21,8.01; 9.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/805928/000095013406012015/c06221exv99w1.txt,exhibit_top,3557,True,False,False,False,False,True,True,False,False,1,1,0,0,0,0,0,0,unspecified,False
1180145,REPLIDYNE INC  (CIK 0001180145),2834.0,0000950134-08-001195,d53418e8vk.htm,2008-01-28,2008-01-22,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1180145/000095013408001195/d53418e8vk.htm,item_anchored,2339,True,True,True,False,False,False,False,False,False,1,1,0,0,3,2,0,0,drug,False
3116,AKORN INC  (CIK 0000003116),2834.0,0000950137-04-010156,c89866exv10w1.htm,2004-11-17,2004-11-11,1.01; 9.01,"""product recall""; ""voluntary recall""",https://www.sec.gov/Archives/edgar/data/3116/000095013704010156/c89866exv10w1.htm,exhibit_top,74591,True,False,False,False,False,True,True,False,False,1,1,0,0,1,0,0,0,drug,False
820096,PERRIGO CO  (CIK 0000820096),2834.0,0000950137-04-010391,c90024e8vk.txt,2004-11-24,2004-11-23,8.01,"""product recall""",https://www.sec.gov/Archives/edgar/data/820096/000095013704010391/c90024e8vk.txt,item_anchored,4635,True,False,False,False,False,True,True,False,False,1,1,0,0,0,0,0,0,unspecified,False
820096,PERRIGO CO  (CIK 0000820096),2834.0,0000950137-05-013020,c99478exv99.txt,2005-10-28,2005-10-28,7.01; 9.01,"""product recall""",https://www.sec.gov/Archives/edgar/data/820096/000095013705013020/c99478exv99.txt,exhibit_top,2642,True,False,False,False,False,True,True,False,False,1,1,0,0,3,0,0,0,drug,False
885741,GLIATECH INC  (CIK 0000885741),2836.0,0000950152-02-002646,l93566aex99-1.txt,2002-04-01,2002-04-01,5; 7,"""product recall""",https://www.sec.gov/Archives/edgar/data/885741/000095015202002646/l93566aex99-1.txt,exhibit_top,13161,True,False,False,False,True,True,True,False,False,1,1,4,0,0,0,0,0,device,True
1006195,MATRIXX INITIATIVES INC  (CIK 0001006195),2834.0,0000950153-08-001192,p75809e8vk.htm,2008-07-01,2008-06-27,8.01,"""product recall""; ""voluntary recall""",https://www.sec.gov/Archives/edgar/data/1006195/000095015308001192/p75809e8vk.htm,item_anchored,5095,True,False,False,False,False,True,True,False,False,1,1,0,0,0,0,0,0,unspecified,False
1178253,SCYNEXIS INC  (SCYX)  (CIK 0001178253),2834.0,0000950170-23-050940,scyx-20230927.htm,2023-10-02,2023-09-27,8.01,"""product recall""",https://www.sec.gov/Archives/edgar/data/1178253/000095017023050940/scyx-20230927.htm,item_anchored,3981,True,False,False,False,False,True,True,False,False,1,1,0,0,1,1,0,0,drug,False
1697532,"Applied Therapeutics, Inc.  (APLT)  (CIK 0001697532)",2834.0,0000950170-24-132306,aplt-20241202.htm,2024-12-02,2024-12-02,7.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1697532/000095017024132306/aplt-20241202.htm,item_anchored,7822,True,True,True,False,False,False,False,False,False,1,1,0,0,1,1,0,0,drug,False
749647,CELSION CORP  (IMNN)  (CIK 0000749647),3845.0,0001005150-04-001283,ex99-2.txt,2004-06-02,2004-05-28,5,"""warning letter""",https://www.sec.gov/Archives/edgar/data/749647/000100515004001283/ex99-2.txt,exhibit_top,4292,True,True,True,False,False,False,False,False,False,1,1,2,0,0,0,0,0,device,True
1114241,INYX INC  (CIK 0001114241),2834.0,0001010549-04-000798,inyx8kex1033111804.txt,2004-12-02,2004-11-18,1.01; 7.01; 9.01,"""product recall""",https://www.sec.gov/Archives/edgar/data/1114241/000101054904000798/inyx8kex1033111804.txt,exhibit_top,49831,True,False,False,False,False,True,True,False,False,1,1,0,0,3,0,0,0,drug,False
1125280,"Intellicell Biosciences, Inc.  (CIK 0001125280)",3841.0,0001013762-12-000722,ex991.htm,2012-04-03,2012-03-28,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1125280/000101376212000722/ex991.htm,exhibit_top,4125,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
1125280,"Intellicell Biosciences, Inc.  (CIK 0001125280)",3841.0,0001013762-12-000722,form8k.htm,2012-04-03,2012-03-28,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1125280/000101376212000722/form8k.htm,item_anchored,2383,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
1125280,"Intellicell Biosciences, Inc.  (CIK 0001125280)",3841.0,0001013762-12-002212,form8k.htm,2012-11-21,2012-11-13,1.01; 3.02; 5.02; 8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1125280/000101376212002212/form8k.htm,item_anchored,10241,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
1033905,LUMINEX CORP  (CIK 0001033905),3841.0,0001033905-20-000078,lmnx-20200626.htm,2020-06-29,2020-06-26,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1033905/000103390520000078/lmnx-20200626.htm,item_anchored,7262,True,True,True,False,False,False,True,False,False,1,1,4,0,0,0,0,0,device,True
1033905,LUMINEX CORP  (CIK 0001033905),3841.0,0001033905-20-000084,lmnx-20200626.htm,2020-06-29,2020-06-26,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1033905/000103390520000084/lmnx-20200626.htm,item_anchored,7702,True,True,True,False,False,False,True,False,False,1,1,4,0,0,0,0,0,device,True
1035267,INTUITIVE SURGICAL INC  (ISRG)  (CIK 0001035267),3842.0,0001035267-14-000058,a8kfdaclearanceq22014.htm,2014-05-01,2014-05-01,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1035267/000103526714000058/a8kfdaclearanceq22014.htm,item_anchored,2505,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
720013,COLORADO MEDTECH INC  (CIK 0000720013),3845.0,0001035704-01-500344,d90706ex99-1.txt,2001-09-17,2001-09-17,5; 7,"""warning letter""",https://www.sec.gov/Archives/edgar/data/720013/000103570401500344/d90706ex99-1.txt,exhibit_top,2557,True,True,True,False,False,False,False,False,False,1,1,3,2,0,0,0,0,device,True
